ID,WhosData,Date,InterviewTime,Interviewer,Transect,Access,TotDaysInArea,BoatAccess,DaysOnBoat,DaysOnShore,TimesInTwenty,TimesInNineteen,Covid,Meta.x,Meta.y,Use.x,Use.y,ActivityDate,FishingType,BaitLure,TimeStartEX,TimeOutEx,MedianTimeEX,DecMedianTimeEX,HoursEx,DecHoursEx,MaxDepth,KeptUndam,ReleasedUndam,TotalUndam,DP,TotalHooked,PerDP,ProDP,Species,WhyLeaveEx,Activity,TimeStartNEX,TimeEndNEX,MedianTimeNEX,DecMedianTimeNEX,HoursNEX,DecHourNEX,DivingDepth,WhyThisSite,WhyLeaveNEX,DaysOfYrFishedBoat,DaysOfYrFishedShore,DaysOfYrFished,DaysOfYrNEX,YrsFishing,YrsNEX,DiveCert,DiveNum,YrBorn,Postcode,Accom,Sex,Party,BoatLength,BoatType,BoatName,Comments
96,Jon,29/07/15,18:15,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.7676996,-23.21628035,29/07/15,Trolling,Lure,14:00,17:30,15:45,15.75,03:30,3.5,5,NA,NA,10,0,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,50,NA,NA,NA,NA,NA,NA,NA,NA,3,C,A179,"10 fish caught, 0 lost, 3m tinny"
99,Jon,30/07/15,13:00,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9342156,-21.95001609,30/07/15,Demersel,Bait,08:30,12:30,10:30,10.5,04:00,4,5,NA,NA,17,0,17,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,50,NA,NA,NA,NA,NA,NA,NA,NA,3,C,Ex307,"17 fish caught, 3m blue tinny"
100,Jon,30/07/15,13:45,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9559469,-21.90986121,30/07/15,Demersel,Bait,,,,NA,,NA,10,NA,NA,29,0,29,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,C,Ee907,"29 fish caught, 3m tinny"
102,Jon,30/07/15,12:15,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9321055,-21.94953761,30/07/15,Demersel,Bait,,,,NA,,NA,20,NA,NA,8,3,11,27.27272727,0.272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,50,NA,NA,NA,NA,NA,NA,NA,NA,3,C,Dv968,"8fish caught, 3lost, 3m tinny"
104,Jon,30/07/15,13:00,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9866032,-21.88317706,30/07/15,Demersel,Bait,09:00,12:30,10:45,10,03:30,3.5,5,NA,NA,8,1,9,11.11111111,0.111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,50,NA,NA,NA,NA,NA,NA,NA,NA,3,A,NA,"8 fish caught, 1 lost, 3m rubber boat"
105,Jon,30/07/15,13:30,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9111817,-21.79375502,30/07/15,Demersel,Bait,,,,NA,,NA,130,NA,NA,6,1,7,14.28571429,0.142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,55,NA,NA,NA,NA,NA,NA,NA,NA,3,C,Ibh639n,"6 fish caught, 1 lost, 3m tinny"
126,Jon,31/07/15,12:15,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.1964489,-21.77474807,31/07/15,Demersel,Bait,09:30,11:30,10:30,10.5,02:00,2,20,NA,NA,25,1,26,3.846153846,0.038461538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,50,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,"Bg376, pugwash","25 fish caught, 1 lost, 5m white fibreglass boat "
127,Jon,31/07/15,12:45,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.229906,-21.85195155,31/07/15,Demersel,Bait,,,,NA,,NA,10,NA,NA,5,5,10,50,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,60,NA,NA,NA,NA,NA,NA,NA,NA,2,A,NA,"5fish caught, 5 lost, small 2m red rubber boat"
128,Jon,31/07/15,12:45,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.1937821,-21.76304011,31/07/15,Demersel,Bait,08:30,12:00,10:15,10.25,03:30,3.5,20,NA,NA,18,0,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,60,NA,NA,NA,NA,NA,NA,NA,NA,3,C,Dl755,"18 fish caught, 3m tinny"
131,Jon,31/07/15,15:00,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.1558403,-21.59714809,31/07/15,Demersel,Bait,11:00,14:15,12:37,12.62,03:15,3.25,110,NA,NA,12,0,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,20,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,"At904, rough as guts","12 fish caught, 6m white metal boat with cabin, "
135,Jon,02/08/15,15:45,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.3855597,-21.77104806,02/08/15,Demersel,Bait,10:00,12:45,11:22,11.37,02:45,2.75,20,NA,NA,10,1,11,9.090909091,0.090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,30,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,Rental,"7m covered metal boat, 10 fish caught, 1 lost; name morton hire boat"
141,Jon,23/09/15,17:15,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.4211806,-21.92941176,23/09/15,Demersel,Bait,08:30,16:15,12:22,12.37,07:45,7.75,15,NA,NA,30,4,34,11.76470588,0.117647059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Af499,
142,Jon,23/09/15,14:15,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.3658329,-21.83567947,23/09/15,Trolling,Lure,07:00,09:45,08:22,8.37,02:45,2.75,5,NA,NA,3,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bt446,
143,Jon,23/09/15,15:30,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.2833349,-21.65569761,23/09/15,Demersel,Bait,06:30,15:00,10:45,10.75,08:30,8.5,40,NA,NA,15,1,16,6.25,0.0625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bp143,
149,Jon,24/09/15,18:00,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9188024,-21.96280078,24/09/15,Demersel,Bait,12:00,17:15,14:37,14.62,05:15,5.25,5,NA,NA,3,2,5,40,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Df527,
152,Jon,24/09/15,14:30,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,114.0782796,-21.66538292,24/09/15,Demersel,Bait,08:00,13:45,10:52,10.87,05:45,5.75,100,NA,NA,20,0,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rental,
153,Jon,24/09/15,14:45,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.8805021,-22.01053081,24/09/15,Trolling,Lure,07:30,14:15,10:52,10.87,06:45,6.75,5,NA,NA,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bt057,Trolled over huge area 20+ miles
154,Jon,24/09/15,16:15,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.904485,-21.93850597,24/09/15,Demersel,Bait,09:00,15:45,12:22,12.37,06:45,6.75,25,NA,NA,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bn195,
155,Jon,24/09/15,16:45,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.940933,-21.88358572,24/09/15,Demersel,Bait,11:30,15:30,13:30,13.5,04:00,4,20,NA,NA,6,4,10,40,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bl210,
160,Jon,24/09/15,15:45,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.8781787,-22.05275825,24/09/15,Trolling,Lure,09:30,14:00,11:45,11.75,04:30,4.5,5,NA,NA,4,3,7,42.85714286,0.428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rental,Hire boat
161,Jon,24/09/15,16:30,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.7965251,-21.97768396,24/09/15,Trolling,Lure,06:00,16:15,11:07,11.12,10:15,10.25,5,NA,NA,3,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eo122,
162,Jon,25/09/15,11:45,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.2044265,-21.76642347,25/09/15,Demersel,Bait,09:00,11:15,10:07,10.12,02:15,2.25,10,NA,NA,30,0,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ex808,
163,Jon,25/09/15,12:15,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.1864213,-21.76522042,25/09/15,Demersel,Bait,09:30,11:30,10:30,10.5,02:00,2,15,NA,NA,12,3,15,20,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dp790,
165,Jon,25/09/15,13:30,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.1871548,-21.79709366,25/09/15,Demersel,Bait,11:30,13:00,12:15,12.25,01:30,1.5,15,NA,NA,3,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bn588,
166,Jon,25/09/15,14:00,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.1964226,-21.83522723,25/09/15,Demersel,Bait,09:30,13:45,11:37,11.62,04:15,4.25,20,NA,NA,5,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fk508n,
168,Jon,25/09/15,15:15,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.2797956,-21.75492109,25/09/15,Demersel,Bait,10:00,14:15,12:07,12.12,04:15,4.25,20,NA,NA,15,5,20,25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83433,
169,Jon,25/09/15,15:30,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.3197483,-21.57129447,25/09/15,Demersel,Bait,06:30,14:45,10:37,10.62,08:15,8.25,130,NA,NA,15,6,21,28.57142857,0.285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bv988,
170,Jon,25/09/15,15:30,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.2040294,-21.76778651,25/09/15,Demersel,Bait,11:00,14:30,12:45,12.75,03:30,3.5,20,NA,NA,8,10,18,55.55555556,0.555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dh033,
171,Jon,25/09/15,15:45,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.4479405,-21.5224442,25/09/15,Demersel,Bait,08:30,13:30,11:00,11,05:00,5,80,NA,NA,15,2,17,11.76470588,0.117647059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74794,
173,Jon,25/09/15,17:30,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.3121474,-21.72043528,25/09/15,Trolling,Lure,14:00,16:00,15:00,15,02:00,2,5,NA,NA,2,1,3,33.33333333,0.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rental,Hire boat
175,Jon,02/10/15,17:00,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.3448274,-21.61113564,02/10/15,Trolling,Lure,09:00,16:00,12:30,12.5,07:00,7,5,NA,NA,13,0,13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eb269,
179,Jon,02/10/15,15:00,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.4052911,-22.14037998,02/10/15,Trolling,Lure,12:00,12:30,12:15,12.25,00:30,0.5,5,NA,NA,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bt945,
182,Jon,02/10/15,,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.370632,-21.85334247,02/10/15,Demersel,Bait,10:30,15:00,12:45,12.75,04:30,4.5,15,NA,NA,15,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Db090,
183,Jon,02/10/15,16:30,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.2174001,-22.04910783,02/10/15,Demersel,Bait,12:00,16:00,14:00,14,04:00,4,10,NA,NA,4,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Df186,
184,Jon,02/10/15,17:00,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.3575359,-21.94299536,02/10/15,Demersel,Bait,14:00,16:00,15:00,15,02:00,2,20,NA,NA,5,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Da316,
187,Jon,02/10/15,17:45,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.6086857,-21.6003716,02/10/15,Demersel,Bait,10:00,13:45,11:52,11.87,03:45,3.75,30,NA,NA,9,0,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Be018,
191,Jon,03/10/15,16:30,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9426394,-21.86898309,03/10/15,Demersel,Bait,11:30,16:00,13:45,13.75,04:30,4.5,60,NA,NA,4,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bh692,
193,Jon,04/10/15,16:00,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.7606037,-23.17990337,04/10/15,Demersel,Bait,11:00,13:00,12:00,12,02:00,2,5,NA,NA,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,El193,
194,Jon,04/10/15,11:45,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.757263,-23.20163878,04/10/15,Demersel,Bait,06:30,11:30,09:00,9,05:00,5,10,NA,NA,5,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50647,
195,Jon,04/10/15,12:15,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.7258637,-23.08442327,04/10/15,Demersel,Bait,08:30,12:00,10:15,10.25,03:30,3.5,30,NA,NA,2,1,3,33.33333333,0.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ez129,
196,Jon,04/10/15,12:15,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.760619,-23.1784475,04/10/15,Demersel,Bait,10:00,12:00,11:00,11,02:00,2,5,NA,NA,8,0,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dn750,
197,Jon,04/10/15,12:45,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.7246615,-23.06038649,04/10/15,Demersel,Bait,08:00,11:45,09:52,9.87,03:45,3.75,30,NA,NA,15,5,20,25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ag963,
198,Jon,04/10/15,14:00,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.7591824,-23.2529498,04/10/15,Demersel,Bait,08:30,13:00,10:45,10.75,04:30,4.5,10,NA,NA,10,0,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rental,Hire boat
199,Jon,04/10/15,14:30,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.7796375,-23.00599213,04/10/15,Demersel,Bait,11:30,13:30,12:30,12.5,02:00,2,10,NA,NA,20,0,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47145,
202,Jon,05/10/15,13:00,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9447598,-21.88055037,05/10/15,Trolling,Lure,09:45,10:45,10:15,10.25,01:00,1,5,NA,NA,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rental,"Same boat as next entry, this one trolling, next one bottom fishing"
204,Jon,06/10/15,13:00,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.7759946,-23.08635928,06/10/15,Demersel,Bait,08:15,11:30,09:52,9.87,03:15,3.25,10,NA,NA,30,0,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ej642,"Same boat as next entry, this entry bottom fishing next one trolling"
205,Jon,07/10/15,12:15,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.1858763,-21.79085828,07/10/15,Demersel,,07:30,12:00,09:45,9.75,04:30,4.5,10,NA,NA,6,1,7,14.28571429,0.142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Av036,Hooked up and released a turtle whilst trolling
206,Jon,07/10/15,16:15,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.1559772,-21.96175345,07/10/15,Demersel,Bait,10:00,15:00,12:30,12.5,05:00,5,20,NA,NA,11,2,13,15.38461538,0.153846154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rental,
208,Jon,07/10/15,14:45,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.1999463,-21.84066008,07/10/15,Demersel,Bait,12:00,14:30,13:15,13.25,02:30,2.5,35,NA,NA,20,0,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ec892,
209,Jon,07/10/15,14:45,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.2499725,-21.7352453,07/10/15,Demersel,Bait,11:15,13:45,12:30,12.5,02:30,2.5,20,NA,NA,12,0,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dj961,
212,Jon,07/10/15,16:45,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.6001362,-21.60787906,07/10/15,Demersel,Bait,09:00,15:45,12:22,12.37,06:45,6.75,30,NA,NA,23,4,27,14.81481481,0.148148148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A378,
215,Jon,07/10/15,17:15,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.2188598,-21.87264635,07/10/15,Trolling,Bait,11:00,16:30,13:45,13.75,05:30,5.5,5,NA,NA,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35599,
217,Jon,10/10/15,12:45,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.5478573,-21.78290582,10/10/15,Demersel,Bait,09:30,11:30,10:30,10.5,02:00,2,10,NA,NA,4,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eq534,
218,Jon,10/10/15,13:30,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.2274936,-22.06038753,10/10/15,Demersel,Bait,09:00,11:00,10:00,10,02:00,2,20,NA,NA,23,0,23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ap643,Pilchard bait used
219,Jon,10/10/15,15:30,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.2304941,-21.58206526,10/10/15,Demersel,Bait,08:00,11:00,09:30,9.5,03:00,3,70,NA,NA,6,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ek187,
220,Jon,10/10/15,11:15,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.1737405,-21.91623353,10/10/15,Demersel,Bait,09:00,10:15,09:37,9.62,01:15,1.25,15,NA,NA,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ae166,
225,Jon,10/10/15,16:15,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.5047919,-21.59329167,10/10/15,Demersel,Bait,,,,NA,,NA,25,NA,NA,26,0,26,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ej126,
228,Jon,10/10/15,16:45,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.3016214,-21.90717303,10/10/15,Demersel,Bait,,,,NA,,NA,20,NA,NA,5,6,11,54.54545455,0.545454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Az996,
230,Jon,11/10/15,13:30,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.2470037,-21.81318691,11/10/15,Demersel,Bait,08:30,13:15,10:52,10.87,04:45,4.75,20,NA,NA,32,0,32,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
232,Jon,11/10/15,15:00,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.3078349,-21.61770641,11/10/15,Demersel,Bait,13:30,14:30,14:00,14,01:00,1,50,NA,NA,8,4,12,33.33333333,0.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rental,"Same boat as next entry for trolling, hire boat"
233,Jon,11/10/15,17:00,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.441654,-21.62953599,11/10/15,Demersel,Bait,08:00,10:00,09:00,9,02:00,2,10,NA,NA,7,0,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ej751,Same boat as next entry for trolling
