ID,WhosData,Date,InterviewTime,Interviewer,Transect,Access,TotDaysInArea,BoatAccess,DaysOnBoat,DaysOnShore,TimesInTwenty,TimesInNineteen,Covid,Meta.x,Meta.y,Use.x,Use.y,ActivityDate,FishingType,BaitLure,TimeStartEX,TimeOutEx,MedianTimeEX,DecMedianTimeEX,HoursEx,DecHoursEx,MaxDepth,KeptUndam,ReleasedUndam,TotalUndam,DP,TotalHooked,PerDP,ProDP,Species,WhyLeaveEx,Activity,TimeStartNEX,TimeEndNEX,MedianTimeNEX,DecMedianTimeNEX,HoursNEX,DecHourNEX,DivingDepth,WhyThisSite,WhyLeaveNEX,DaysOfYrFishedBoat,DaysOfYrFishedShore,DaysOfYrFished,DaysOfYrNEX,YrsFishing,YrsNEX,DiveCert,DiveNum,YrBorn,Postcode,Accom,Sex,Party,BoatLength,BoatType,BoatName,Comments
378,Jon,19/04/16,15:30,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.8993035,-22.00883908,19/04/16,Trolling,Lure,09:30,13:45,11:37,11.62,04:15,4.25,5,NA,NA,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dc281,Another entry for bottom fishing 
381,Jon,19/04/16,16:45,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,114.0177792,-21.69659446,19/04/16,Demersel,Bait,13:00,15:30,14:15,14.25,02:30,2.5,110,NA,NA,5,1,6,16.66666667,0.166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ev324,$10
383,Jon,19/04/16,12:45,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9079946,-21.96026679,19/04/16,Demersel,Bait,08:00,10:45,09:22,9.37,02:45,2.75,35,NA,NA,30,1,31,3.225806452,0.032258065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24097,$10 Another entry for trolling 
385,Jon,19/04/16,17:00,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9538526,-21.87547568,19/04/16,Demersel,,14:00,15:30,14:45,14.75,01:30,1.5,30,NA,NA,3,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rental,Another entry for trolling 
386,Jon,20/04/16,17:00,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.2290389,-22.04667491,20/04/16,Demersel,Bait,13:00,15:00,14:00,14,02:00,2,20,NA,NA,5,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49196,
390,Jon,20/04/16,18:00,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.2185029,-22.05536579,20/04/16,Demersel,Bait,07:00,11:00,09:00,9,04:00,4,15,NA,NA,4,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60860,Another entry for trolling 
392,Jon,20/04/16,18:00,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.4164666,-21.9132075,20/04/16,Demersel,Bait,12:00,17:00,14:30,14.5,05:00,5,10,NA,NA,3,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dm100,Another entry for trolling 
395,Jon,22/04/16,14:00,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.749824,-23.18908306,22/04/16,Trolling,Lure,07:00,08:30,07:45,7.75,01:30,1.5,5,NA,NA,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,As390,
396,Jon,22/04/16,14:15,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.7570346,-23.15992391,22/04/16,Demersel,Bait,12:00,14:00,13:00,13,02:00,2,15,NA,NA,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bu304,
398,Jon,22/04/16,15:45,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.616956,-23.12928898,22/04/16,Demersel,Bait,12:00,15:00,13:30,13.5,03:00,3,75,NA,NA,4,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ay784,
399,Jon,22/04/16,16:00,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.7650403,-23.20576664,22/04/16,Demersel,Bait,12:30,15:45,14:07,14.12,03:15,3.25,20,NA,NA,8,0,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49760,Another entry for trolling 
400,Jon,22/04/16,16:00,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.7596349,-23.17861799,22/04/16,Trolling,Lure,11:45,12:30,12:07,12.12,00:45,0.75,5,NA,NA,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49760,Another entry for bottom fishing 
3,Jon,21/07/15,15:00,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.909611,-21.89847709,21/07/15,Trolling,Lure,11:30,14:30,13:00,13,03:00,3,5,NA,NA,2,2,4,50,0.5,"1 mackerel, 1 tuna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,20,NA,NA,NA,NA,NA,NA,NA,NA,3,C,Dx616,"2 fish caught and returned, 2 fish lost, 1 mackerel and 1 tuna, so 50% loss rate, 3m tinny boat"
8,Jon,21/07/15,16:30,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.8338204,-21.91158617,21/07/15,Trolling,Lure,11:00,16:00,13:30,13.5,05:00,5,5,NA,NA,5,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,20,NA,NA,NA,NA,NA,NA,NA,NA,3,C,Eu650,"Covered a lot of ground trolling, 3m tinny"
10,Jon,21/07/15,16:45,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.8864519,-21.89452908,21/07/15,Trolling,Lure,13:00,16:15,14:37,14.62,03:15,3.25,5,NA,NA,1,1,2,50,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,20,NA,NA,NA,NA,NA,NA,NA,NA,3,C,NA,"1fish caught in total,1 fish lost, 50%loss rate, but may have caught and returned fish so depredation rate may not truly have been 50%, covered huge area trolling up and down 3m tinny"
14,Jon,21/07/15,18:30,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9200988,-21.88483786,21/07/15,Trolling,Lure,13:00,18:00,15:30,15.5,05:00,5,5,NA,NA,2,1,3,33.33333333,0.333333333,1 mackerel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,20,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,Fl464n,"2fish caught and kept, none returned, 1 Mackerel taken by shark. 4m fibreglass boat with blue shade"
15,Jon,22/07/15,17:30,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.2388358,-21.74707665,22/07/15,Demersel,Bait,15:00,17:00,16:00,16,02:00,2,15,NA,NA,3,2,5,40,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,20,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,Dz924,"3 fish caught, 2 lost to sharks, 4m fibreglass boat mostly black with black shade"
17,Jon,22/07/15,15:00,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.1748447,-21.77229708,22/07/15,Demersel,Bait,11:00,14:30,12:45,12.75,03:30,3.5,15,NA,NA,50,15,65,23.07692308,0.230769231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,40,NA,NA,NA,NA,NA,NA,NA,NA,3,C,Ev963,3m tinny
19,Jon,22/07/15,15:30,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.2068858,-21.78509548,22/07/15,Demersel,Bait,10:30,15:00,12:45,12.75,04:30,4.5,15,NA,NA,22,7,29,24.13793103,0.24137931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,30,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,Dc113,"22 fish caught, 7 fish lost, 4m fibreglass white boat with blue shade"
20,Jon,22/07/15,16:15,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.0753498,-21.69253086,22/07/15,Demersel,Bait,10:00,15:00,12:30,12.5,05:00,5,50,NA,NA,5,2,7,28.57142857,0.285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,45,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,Ev933,"2fish lost, 5 brought in undamaged, 4m fibreglass boat, bright yellow"
25,Jon,22/07/15,18:30,Jon,Bundegi,BunBR,NA,Yes,NA,NA,NA,NA,NA,114.174006,-21.831222,114.076771,-21.78012718,22/07/15,Demersel,Bait,11:00,16:00,13:30,13.5,05:00,5,50,NA,NA,10,0,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,50,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,"Dk614, genesis","5m fibreglass boat partially covered, dark blue"
31,Jon,24/07/15,15:00,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.6724051,-23.12697884,24/07/15,Trolling,Lure,10:00,14:00,12:00,12,04:00,4,5,NA,NA,12,2,14,14.28571429,0.142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,35,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,"Dv995, nifty 2","12 fish caught undamaged, 2 lost, 8m covered metal boat, dark blue hull"
32,Jon,24/07/15,15:15,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.5422047,-23.05286353,24/07/15,Demersel,Bait,09:00,14:00,11:30,11.5,05:00,5,70,NA,NA,19,4,23,17.39130435,0.173913043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,50,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,63833,"19 fish caught undamaged, 4 lost to sharks, 5m white fibreglass boat covered with blue shade"
34,Jon,24/07/15,16:00,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.621711,-23.03104971,24/07/15,Demersel,Bait,08:30,15:00,11:45,11.75,06:30,6.5,95,NA,NA,40,0,40,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,40,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,Dw274,"40 fish brought to boat undamaged, 0 lost, 6m white fibreglass boat with black shade"
35,Jon,24/07/15,16:45,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.729047,-23.15116308,24/07/15,Trolling,Lure,13:00,16:15,14:37,14.62,03:15,3.25,5,NA,NA,3,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,45,NA,NA,NA,NA,NA,NA,NA,NA,7,B,Es783,"3 fish caught total, Large 7m white fibreglass covered catamaran"
36,Jon,24/07/15,17:00,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.541859,-22.96463343,24/07/15,Demersel,Bait,10:00,17:15,13:37,13.62,07:15,7.25,80,NA,NA,4,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,20,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,Ew173,"4 fish caught total, 5m covered fibreglass boat, red hull, "
38,Jon,25/07/15,13:30,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9094158,-21.95253465,25/07/15,Trolling,Lure,09:45,12:30,11:07,11.12,02:45,2.75,5,NA,NA,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,40,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,Ez939,"2fish total caught undamaged, 5metre covered white fibreglass boat"
39,Jon,25/07/15,14:00,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,NA,NA,25/07/15,Demersel,Bait,09:00,13:15,11:07,11.12,04:15,4.25,70,NA,NA,7,1,8,12.5,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,45,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,Dh868,"7fish caught undamaged, 1 lost, 4m white fibreglass boat with blue shade"
42,Jon,25/07/15,16:30,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,114.0422395,-21.79407399,25/07/15,Trolling,Lure,11:30,16:00,13:45,13.75,04:30,4.5,5,NA,NA,10,0,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"Fished with hn236s, 5m covered white metal boat,"
43,Jon,25/07/15,16:30,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,114.0205084,-21.82961799,25/07/15,Demersel,Bait,11:00,16:00,13:30,13.5,05:00,5,5,NA,NA,12,0,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,C,Hn236s,"12 fish caught unharmed, none lost, 3m tinny"
44,Jon,25/07/15,17:15,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.8804414,-22.0656238,25/07/15,Trolling,Lure,13:00,15:00,14:00,14,02:00,2,5,NA,NA,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,Bv061,"1fish caught none lost, trolling over huge area, 5mwhite metal boat covered console with blue cover"
46,Jon,25/07/15,17:30,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9011353,-21.88601879,25/07/15,Demersel,Bait,09:00,16:30,12:45,12.75,07:30,7.5,85,NA,NA,15,3,18,16.66666667,0.166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,25,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,Bn133,"15 fish caught undamaged, 3 lost, 5m white metal boat, with brown cover"
47,Jon,25/07/15,15:15,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.8699366,-22.07614881,25/07/15,Trolling,Lure,09:30,15:00,12:15,12.25,05:30,5.5,5,NA,NA,0,1,1,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,30,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,Bp306,"0 fish brought to boat, 1 fish lost to sharks, 4m fibreglass white boat with two blue stripes"
48,Jon,25/07/15,16:45,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9123668,-21.9371743,25/07/15,Demersel,Bait,,,,NA,,NA,40,NA,NA,50,2,52,3.846153846,0.038461538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,20,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,Bz424,"50 fish caught, 2fish lost, 5m white metal covered boat"
52,Jon,28/07/15,15:15,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.1508271,-21.91878867,28/07/15,Demersel,,10:00,14:30,12:15,12.25,04:30,4.5,10,NA,NA,3,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,By733,"3 fish caught, 5m covered fibreglass boat with green hull"
53,Jon,28/07/15,12:15,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.1459937,-21.94095831,28/07/15,Demersel,Bait,08:45,11:45,10:15,10.25,03:00,3,5,NA,NA,25,0,25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,30,NA,NA,NA,NA,NA,NA,NA,NA,3,C,Ew922,"25 fish caught none lost, 3 m tinny"
56,Jon,28/07/15,15:00,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,NA,NA,28/07/15,Demersel,Bait,09:15,13:00,11:07,11.12,03:45,3.75,100,NA,NA,20,0,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,Dp283,"5m white fibreglass covered boat with railings at front,"
57,Jon,28/07/15,15:00,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.2175208,-21.75061777,28/07/15,Demersel,Bait,10:30,13:30,12:00,12,03:00,3,20,NA,NA,40,1,41,2.43902439,0.024390244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,15,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,Bs957,"1fish lost, 5m white metal Boat with beige cover"
59,Jon,28/07/15,15:15,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.2412622,-21.94717875,28/07/15,Demersel,Bait,11:00,14:30,12:45,12.75,03:30,3.5,20,NA,NA,8,0,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,20,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,83008,"8 fish total, 4m white covered fibreglass boat"
60,Jon,28/07/15,15:45,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.1622962,-22.12243609,28/07/15,Demersel,Bait,10:00,14:30,12:15,12.25,04:30,4.5,15,NA,NA,20,0,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,15,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,Dn646,5m white metal boat with blue cover
64,Jon,28/07/15,16:30,Jon,Exmouth,ExBR,NA,Yes,NA,NA,NA,NA,NA,114.139452,-21.955837,114.3572994,-21.58823831,28/07/15,Demersel,Bait,09:30,15:00,12:15,12.25,05:30,5.5,70,NA,NA,20,3,23,13.04347826,0.130434783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dq134,3 fish lost
70,Jon,29/07/15,12:45,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.5303586,-23.37671196,29/07/15,Demersel,Bait,09:00,11:30,10:15,10.25,02:30,2.5,100,NA,NA,17,6,23,26.08695652,0.260869565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,40,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,Ef299,"17 fish caught, 6 lost, 6m white fibreglass covered boat blue shade"
72,Jon,29/07/15,13:45,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.7224559,-23.09809449,29/07/15,Demersel,Bait,08:00,13:00,10:30,10.5,05:00,5,20,NA,NA,15,2,17,11.76470588,0.117647059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,20,NA,NA,NA,NA,NA,NA,NA,NA,3,C,"Df926, nameless","15 fish caught, 2 lost, 3m tinny"
74,Jon,29/07/15,14:45,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.619768,-22.94480334,29/07/15,Demersel,Bait,09:00,14:15,11:37,11.62,05:15,5.25,75,NA,NA,20,3,23,13.04347826,0.130434783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,Dx930,"Lost 3 fish, 20 taken total, 6m metal covered boat, black hull"
77,Jon,29/07/15,15:15,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.7402999,-23.14707288,29/07/15,Demersel,Bait,07:30,15:00,11:15,11.25,07:30,7.5,15,NA,NA,40,0,40,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,25,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"Dn095, allynor","40 fish caught, 0 lost, 4m metal boat"
78,Jon,29/07/15,15:45,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.2796566,-23.14514714,29/07/15,Demersel,Bait,09:30,14:30,12:00,12,05:00,5,300,NA,NA,20,0,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,20,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,Bl484,5m white fibreglass covered boat
83,Jon,29/07/15,16:45,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.2896321,-23.20101126,29/07/15,Demersel,Bait,10:30,16:00,13:15,13.25,05:30,5.5,250,NA,NA,20,5,25,20,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ei093,
85,Jon,29/07/15,,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.7394401,-23.33037007,29/07/15,Demersel,Bait,09:45,15:30,12:37,12.62,05:45,5.75,60,NA,NA,10,0,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Be521,"10 fish caught, none lost"
86,Jon,29/07/15,17:00,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.6930021,-22.91804619,29/07/15,Demersel,Bait,09:00,15:30,12:15,12.25,06:30,6.5,75,NA,NA,23,0,23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bu884,23 fish caught
94,Jon,29/07/15,18:00,Jon,CoralBay ,CBBR,NA,Yes,NA,NA,NA,NA,NA,113.766285,-23.155068,113.6684062,-23.45765588,29/07/15,Demersel,Bait,09:00,17:00,13:00,13,08:00,8,40,NA,NA,15,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,Ek431,"15 fish caught, 0 lost, 6m white fibreglass covered boat with blue shade, "
98,Jon,30/07/15,12:15,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9418758,-21.9204494,30/07/15,Demersel,Bait,08:00,11:45,09:52,9.87,03:45,3.75,5,NA,NA,9,0,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,10,NA,NA,NA,NA,NA,NA,NA,NA,3,C,De898,"9 fish caught, 3 m tinny"
101,Jon,30/07/15,12:00,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9536065,-21.87821027,30/07/15,Demersel,Bait,08:30,11:30,10:00,10,03:00,3,20,NA,NA,6,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,30,NA,NA,NA,NA,NA,NA,NA,NA,3,C,D1398,"6fish caught, 3 m tinny"
106,Jon,30/07/15,13:45,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.9072047,-21.95876928,30/07/15,Demersel,Bait,,,,NA,,NA,40,NA,NA,11,0,11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,50,NA,NA,NA,NA,NA,NA,NA,NA,3,C,"75879, pedro","11fish caught, 5m yellow fibreglass boat with cover"
108,Jon,30/07/15,14:00,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.8171385,-21.99414158,30/07/15,Demersel,Bait,07:00,12:00,09:30,9.5,05:00,5,160,NA,NA,14,8,22,36.36363636,0.363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,B,Dw621,"14 fish caught, 8 lost, 7m white fibreglass covered catamaran"
109,Jon,30/07/15,14:15,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.8788912,-22.00380814,30/07/15,Trolling,Lure,07:00,13:30,10:15,10.25,06:30,6.5,5,NA,NA,4,3,7,42.85714286,0.428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,15,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,En398,"4fish caught, 3 lost, 5 m white metal boat"
110,Jon,30/07/15,14:15,Jon,Tantabiddi,TantBR,NA,Yes,NA,NA,NA,NA,NA,113.977627,-21.912187,113.8001861,-22.00766844,30/07/15,Demersel,Bait,08:00,13:30,10:45,10.75,05:30,5.5,300,NA,NA,15,10,25,40,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,50,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,"En649, lazy j","15 fish caught, 10 fish lost, 7m white fibreglass boat with blue cover over console"
