ID,Date,Interviewer,Transect,Access,BoatAccess,Meta.x,Meta.y,ActivityDate,FishingType,BaitType,TimeInEx,TimeOutEx,MedTimeEx,DecMedTimeEx,MaxDepthEx,KeptUndam,ReleasedUndam,TotalUndam,DP,TotalHooked,PerDP,ProDP
244,06/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,06/04/2016,Trolling,Artificial plastic lure,08:30,16:30,12:30,12.5,5,NA,NA,15,0,15,0,0
245,07/04/2016,Jon,Bundegi,BunBR,Yes,114.174006,-21.831222,07/04/2016,Bottom-bashing (drifting),Squid,09:30,12:30,11:00,11,25,NA,NA,25,0,25,0,0
246,07/04/2016,Jon,Bundegi,BunBR,Yes,114.174006,-21.831222,07/04/2016,Bottom-bashing (drifting),Mulie,08:30,13:00,10:45,10.75,80,NA,NA,20,2,22,9.090909091,0.090909091
247,08/04/2016,Jon,Exmouth,ExBR,Yes,114.139452,-21.955837,08/04/2016,Bottom-bashing (anchored),Prawns,09:30,14:15,11:52,11.87,20,NA,NA,3,0,3,0,0
248,08/04/2016,Jon,Exmouth,ExBR,Yes,114.139452,-21.955837,08/04/2016,Bottom-bashing (anchored),Squid,09:30,15:30,12:30,12.5,15,NA,NA,10,0,10,0,0
249,08/04/2016,Jon,Exmouth,ExBR,Yes,114.139452,-21.955837,08/04/2016,Bottom-bashing (drifting),Squid,10:30,14:30,12:30,12.5,15,NA,NA,2,0,2,0,0
250,08/04/2016,Jon,Exmouth,ExBR,Yes,114.139452,-21.955837,08/04/2016,Bottom-bashing (drifting),Prawns,11:00,14:45,12:52,12.87,5,NA,NA,20,0,20,0,0
251,08/04/2016,Jon,Exmouth,ExBR,Yes,114.139452,-21.955837,08/04/2016,Bottom-bashing (drifting),Squid,08:30,14:30,11:30,11.5,15,NA,NA,10,4,14,28.57142857,0.285714286
252,08/04/2016,Jon,Exmouth,ExBR,Yes,114.139452,-21.955837,08/04/2016,Bottom-bashing (anchored),Mullet,09:30,13:00,11:15,11.25,10,NA,NA,15,1,16,6.25,0.0625
253,08/04/2016,Jon,Exmouth,ExBR,Yes,114.139452,-21.955837,08/04/2016,Bottom-bashing (drifting),Mulie,05:00,14:30,09:45,9.75,75,NA,NA,25,3,28,10.71428571,0.107142857
254,09/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,09/04/2016,Bottom-bashing (drifting),Squid,08:30,12:00,10:15,10.25,10,NA,NA,15,0,15,0,0
255,09/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,09/04/2016,Bottom-bashing (anchored),Squid,08:00,12:00,10:00,10,5,NA,NA,10,0,10,0,0
256,09/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,09/04/2016,Bottom-bashing (drifting),Squid,09:00,11:45,10:22,10.37,100,NA,NA,4,0,4,0,0
257,09/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,09/04/2016,Bottom-bashing (anchored),Squid,07:15,11:00,09:07,9.12,30,NA,NA,4,0,4,0,0
258,09/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,09/04/2016,Bottom-bashing (drifting),Squid,09:00,13:00,11:00,11,100,NA,NA,4,0,4,0,0
259,09/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,09/04/2016,Bottom-bashing (drifting),Squid,07:45,13:30,10:37,10.62,225,NA,NA,10,8,18,44.44444444,0.444444444
260,09/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,09/04/2016,Bottom-bashing (drifting),Mullet,09:00,13:30,11:15,11.25,90,NA,NA,7,3,10,30,0.3
261,09/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,09/04/2016,Bottom-bashing (drifting),Squid,08:00,15:00,11:30,11.5,120,NA,NA,1,1,2,50,0.5
262,09/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,09/04/2016,Bottom-bashing (drifting),Squid,08:30,15:00,11:45,11.75,120,NA,NA,10,4,14,28.57142857,0.285714286
263,09/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,09/04/2016,Bottom-bashing (drifting),Squid,06:00,14:45,10:22,10.37,300,NA,NA,10,0,10,0,0
264,09/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,09/04/2016,Bottom-bashing (drifting),Squid,07:00,15:30,11:15,11.25,350,NA,NA,0,6,6,100,1
265,09/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,09/04/2016,Bottom-bashing (drifting),Squid,08:30,14:30,11:30,11.5,110,NA,NA,15,4,19,21.05263158,0.210526316
266,09/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,09/04/2016,Trolling,Artificial plastic lure,12:00,13:30,12:45,12.75,5,NA,NA,4,0,4,0,0
267,09/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,09/04/2016,Trolling,Artificial plastic lure,12:00,13:30,12:45,12.75,5,NA,NA,1,0,1,0,0
268,09/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,09/04/2016,Trolling,Artificial plastic lure,07:15,10:45,09:00,9,5,NA,NA,0,1,1,100,1
269,09/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,09/04/2016,Trolling,Artificial plastic lure,06:00,14:30,10:15,10.25,5,NA,NA,1,0,1,0,0
270,09/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,09/04/2016,Bottom-bashing (drifting),,08:30,14:30,11:30,11.5,110,NA,NA,12,2,14,14.28571429,0.142857143
271,10/04/2016,Jon,Bundegi,BunBR,Yes,114.174006,-21.831222,10/04/2016,Bottom-bashing (drifting),Mullet,12:00,14:00,13:00,13,5,NA,NA,3,1,4,25,0.25
272,10/04/2016,Jon,Bundegi,BunBR,Yes,114.174006,-21.831222,10/04/2016,Bottom-bashing (drifting),Squid,09:30,16:15,12:52,12.87,20,NA,NA,11,0,11,0,0
273,10/04/2016,Jon,Bundegi,BunBR,Yes,114.174006,-21.831222,10/04/2016,Bottom-bashing (drifting),Squid,14:00,15:30,14:45,14.75,25,NA,NA,6,0,6,0,0
274,10/04/2016,Jon,Bundegi,BunBR,Yes,114.174006,-21.831222,10/04/2016,Bottom-bashing (drifting),Artificial plastic lure,16:00,17:30,16:45,16.75,15,NA,NA,51,0,51,0,0
275,10/04/2016,Jon,Bundegi,BunBR,Yes,114.174006,-21.831222,10/04/2016,Trolling,Artificial plastic lure,08:15,15:45,12:00,12,5,NA,NA,5,0,5,0,0
276,11/04/2016,Jon,Exmouth,ExBR,Yes,114.139452,-21.955837,11/04/2016,Trolling,Artificial plastic lure,07:00,10:00,08:30,8.5,5,NA,NA,4,0,4,0,0
277,11/04/2016,Jon,Exmouth,ExBR,Yes,114.139452,-21.955837,11/04/2016,Bottom-bashing (drifting),Squid,09:30,13:00,11:15,11.25,10,NA,NA,7,0,7,0,0
278,11/04/2016,Jon,Exmouth,ExBR,Yes,114.139452,-21.955837,11/04/2016,Trolling,Artificial plastic lure,07:00,12:15,09:37,9.62,5,NA,NA,1,0,1,0,0
279,11/04/2016,Jon,Exmouth,ExBR,Yes,114.139452,-21.955837,11/04/2016,Bottom-bashing (drifting),Jig,11:30,12:45,12:07,12.12,10,NA,NA,5,0,5,0,0
280,12/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,12/04/2016,Bottom-bashing (anchored),Squid,09:00,14:30,11:45,11.75,5,NA,NA,10,0,10,0,0
281,12/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,12/04/2016,Bottom-bashing (drifting),Squid,08:30,15:30,12:00,12,30,NA,NA,8,0,8,0,0
282,12/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,12/04/2016,Bottom-bashing (drifting),Squid,11:00,17:00,14:00,14,30,NA,NA,6,0,6,0,0
283,12/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,12/04/2016,Trolling,Artificial plastic lure,09:30,12:00,10:45,10.75,5,NA,NA,2,0,2,0,0
284,12/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,12/04/2016,Bottom-bashing (drifting),Squid,10:00,12:15,11:07,11.12,70,NA,NA,3,0,3,0,0
285,12/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,12/04/2016,Bottom-bashing (anchored),Squid,09:00,11:45,10:22,10.37,10,NA,NA,4,0,4,0,0
286,12/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,12/04/2016,Trolling,Artificial plastic lure,10:00,13:15,11:37,11.62,5,NA,NA,1,0,1,0,0
287,12/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,12/04/2016,Bottom-bashing (drifting),Artificial plastic lure,07:30,14:00,10:45,10.75,30,NA,NA,8,0,8,0,0
288,12/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,12/04/2016,Bottom-bashing (drifting),Squid,08:30,14:30,11:30,11.5,100,NA,NA,12,0,12,0,0
289,12/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,12/04/2016,Bottom-bashing (drifting),Squid,12:30,15:00,13:45,13.75,70,NA,NA,10,3,13,23.07692308,0.230769231
290,12/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,12/04/2016,Bottom-bashing (drifting),Squid,12:00,15:15,13:37,13.62,10,NA,NA,30,0,30,0,0
291,12/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,12/04/2016,Bottom-bashing (drifting),Mulie,09:00,11:00,10:00,10,70,NA,NA,2,2,4,50,0.5
292,12/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,12/04/2016,Trolling,Artificial plastic lure,,,,NA,5,NA,NA,1,0,1,0,0
293,12/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,12/04/2016,Bottom-bashing (drifting),Mulie,12:00,16:00,14:00,14,10,NA,NA,15,0,15,0,0
294,12/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,12/04/2016,Bottom-bashing (drifting),Squid,10:30,15:30,13:00,13,35,NA,NA,5,0,5,0,0
295,12/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,12/04/2016,Bottom-bashing (drifting),Squid,10:30,16:00,13:15,13.25,25,NA,NA,15,0,15,0,0
296,12/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,12/04/2016,Bottom-bashing (drifting),Mullet,08:30,,08:30,8.5,70,NA,NA,19,2,21,9.523809524,0.095238095
297,12/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,12/04/2016,Trolling,Artificial plastic lure,,,,NA,5,NA,NA,2,0,2,0,0
298,12/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,12/04/2016,Bottom-bashing (anchored),Squid,10:00,14:00,12:00,12,10,NA,NA,3,0,3,0,0
299,12/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,12/04/2016,Bottom-bashing (drifting),Squid,,,,NA,NA,NA,NA,6,0,6,0,0
300,12/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,12/04/2016,Bottom-bashing (drifting),,10:30,,10:30,10.5,60,NA,NA,9,0,9,0,0
301,12/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,12/04/2016,Bottom-bashing (drifting),Squid,09:00,16:30,12:45,12.75,70,NA,NA,30,0,30,0,0
302,12/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,12/04/2016,Bottom-bashing (drifting),Squid,14:30,,14:30,14.5,40,NA,NA,1,0,1,0,0
303,13/04/2016,Jon,Bundegi,BunBR,Yes,114.174006,-21.831222,13/04/2016,Bottom-bashing (drifting),Mulie,07:45,11:30,09:37,9.62,40,NA,NA,8,3,11,27.27272727,0.272727273
304,13/04/2016,Jon,Bundegi,BunBR,Yes,114.174006,-21.831222,13/04/2016,Trolling,Artificial plastic lure,,,,NA,5,NA,NA,2,0,2,0,0
305,13/04/2016,Jon,Bundegi,BunBR,Yes,114.174006,-21.831222,13/04/2016,Bottom-bashing (drifting),Mulie,08:00,12:00,10:00,10,20,NA,NA,2,0,2,0,0
306,13/04/2016,Jon,Bundegi,BunBR,Yes,114.174006,-21.831222,13/04/2016,Trolling,Artificial plastic lure,,,,NA,5,NA,NA,8,0,8,0,0
307,13/04/2016,Jon,Bundegi,BunBR,Yes,114.174006,-21.831222,13/04/2016,Bottom-bashing (anchored),Mulie,10:30,16:00,13:15,13.25,85,NA,NA,10,6,16,37.5,0.375
308,13/04/2016,Jon,Bundegi,BunBR,Yes,114.174006,-21.831222,13/04/2016,Trolling,Artificial plastic lure,,,,NA,5,NA,NA,0,1,1,100,1
309,13/04/2016,Jon,Bundegi,BunBR,Yes,114.174006,-21.831222,13/04/2016,Trolling,Artificial plastic lure,,,,NA,5,NA,NA,2,0,2,0,0
310,13/04/2016,Jon,Bundegi,BunBR,Yes,114.174006,-21.831222,13/04/2016,Bottom-bashing (drifting),Squid,09:00,16:30,12:45,12.75,80,NA,NA,30,6,36,16.66666667,0.166666667
311,13/04/2016,Jon,Bundegi,BunBR,Yes,114.174006,-21.831222,13/04/2016,Bottom-bashing (drifting),Squid,10:00,13:00,11:30,11.5,30,NA,NA,4,0,4,0,0
312,13/04/2016,Jon,Bundegi,BunBR,Yes,114.174006,-21.831222,13/04/2016,Bottom-bashing (drifting),Squid,11:00,15:30,13:15,13.25,20,NA,NA,33,2,35,5.714285714,0.057142857
313,13/04/2016,Jon,Bundegi,BunBR,Yes,114.174006,-21.831222,13/04/2016,Bottom-bashing (drifting),Squid,10:30,16:00,13:15,13.25,85,NA,NA,7,5,12,41.66666667,0.416666667
314,14/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,14/04/2016,Bottom-bashing (drifting),Squid,11:30,16:15,13:52,13.87,30,NA,NA,3,0,3,0,0
315,14/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,14/04/2016,Bottom-bashing (drifting),Squid,07:30,10:45,09:07,9.12,20,NA,NA,8,0,8,0,0
316,14/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,14/04/2016,Bottom-bashing (drifting),Mulie,09:00,13:00,11:00,11,50,NA,NA,5,0,5,0,0
317,14/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,14/04/2016,Bottom-bashing (anchored),Squid,08:00,12:30,10:15,10.25,35,NA,NA,2,0,2,0,0
318,14/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,14/04/2016,Bottom-bashing (drifting),Squid,09:45,14:30,12:07,12.12,100,NA,NA,6,2,8,25,0.25
319,14/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,14/04/2016,Trolling,Artificial plastic lure,,,,NA,5,NA,NA,2,0,2,0,0
320,14/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,14/04/2016,Bottom-bashing (drifting),Squid,07:30,15:15,11:22,11.37,35,NA,NA,6,2,8,25,0.25
321,14/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,14/04/2016,Trolling,Artificial plastic lure,,,,NA,5,NA,NA,0,1,1,100,1
322,14/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,14/04/2016,Bottom-bashing (drifting),Squid,11:30,15:15,13:22,13.37,20,NA,NA,2,0,2,0,0
323,14/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,14/04/2016,Trolling,Artificial plastic lure,09:00,15:30,12:15,12.25,5,NA,NA,6,0,6,0,0
324,14/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,14/04/2016,Trolling,Artificial plastic lure,09:00,12:00,10:30,10.5,5,NA,NA,4,0,4,0,0
325,14/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,14/04/2016,Bottom-bashing (drifting),Squid,12:30,15:00,13:45,13.75,400,NA,NA,1,0,1,0,0
326,14/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,14/04/2016,Trolling,Artificial plastic lure,,,,NA,5,NA,NA,1,0,1,0,0
327,14/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,14/04/2016,Bottom-bashing (drifting),Squid,09:30,16:30,13:00,13,30,NA,NA,13,0,13,0,0
328,14/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,14/04/2016,Bottom-bashing (drifting),Squid,10:00,16:30,13:15,13.25,140,NA,NA,20,0,20,0,0
329,14/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,14/04/2016,Bottom-bashing (drifting),Squid,10:30,17:00,13:45,13.75,100,NA,NA,10,3,13,23.07692308,0.230769231
330,14/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,14/04/2016,Trolling,Artificial plastic lure,,,,NA,5,NA,NA,2,0,2,0,0
331,14/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,14/04/2016,Bottom-bashing (drifting),Squid,12:00,14:30,13:15,13.25,15,NA,NA,1,0,1,0,0
332,14/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,14/04/2016,Trolling,Artificial plastic lure,12:00,17:00,14:30,14.5,5,NA,NA,1,1,2,50,0.5
333,14/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,14/04/2016,Trolling,Artificial plastic lure,16:00,17:00,16:30,16.5,5,NA,NA,2,0,2,0,0
334,14/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,14/04/2016,Trolling,Artificial plastic lure,12:00,18:00,15:00,15,5,NA,NA,4,0,4,0,0
335,14/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,14/04/2016,Trolling,Artificial plastic lure,06:00,17:30,11:45,11.75,5,NA,NA,4,0,4,0,0
336,14/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,14/04/2016,Bottom-bashing (drifting),Squid,11:00,15:30,13:15,13.25,80,NA,NA,6,0,6,0,0
337,14/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,14/04/2016,Bottom-bashing (drifting),Squid,13:00,16:00,14:30,14.5,40,NA,NA,12,5,17,29.41176471,0.294117647
338,14/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,14/04/2016,Bottom-bashing (drifting),Squid,09:30,16:00,12:45,12.75,50,NA,NA,65,4,69,5.797101449,0.057971014
339,14/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,14/04/2016,Bottom-bashing (drifting),Squid,12:00,16:00,14:00,14,60,NA,NA,2,0,2,0,0
340,14/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,14/04/2016,Bottom-bashing (drifting),Squid,11:00,17:15,14:07,14.12,80,NA,NA,36,0,36,0,0
341,14/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,14/04/2016,Bottom-bashing (anchored),Squid,12:00,18:00,15:00,15,5,NA,NA,15,0,15,0,0
342,14/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,14/04/2016,Bottom-bashing (drifting),,15:00,18:00,16:30,16.5,110,NA,NA,4,4,8,50,0.5
343,15/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,15/04/2016,Bottom-bashing (anchored),Squid,06:15,14:30,10:22,10.37,10,NA,NA,15,2,17,11.76470588,0.117647059
344,15/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,15/04/2016,Bottom-bashing (drifting),Squid,09:00,12:00,10:30,10.5,70,NA,NA,9,1,10,10,0.1
345,15/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,15/04/2016,Bottom-bashing (drifting),Squid,12:00,14:30,13:15,13.25,100,NA,NA,8,0,8,0,0
346,15/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,15/04/2016,Bottom-bashing (drifting),Squid,12:00,13:00,12:30,12.5,25,NA,NA,0,1,1,100,1
347,15/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,15/04/2016,Bottom-bashing (drifting),Squid,12:30,15:30,14:00,14,45,NA,NA,3,0,3,0,0
348,15/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,15/04/2016,Bottom-bashing (drifting),Mullet,11:00,15:00,13:00,13,110,NA,NA,7,3,10,30,0.3
349,15/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,15/04/2016,Bottom-bashing (drifting),Squid,13:00,16:30,14:45,14.75,75,NA,NA,4,2,6,33.33333333,0.333333333
350,17/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,17/04/2016,Bottom-bashing (drifting),Mulie,12:00,13:30,12:45,12.75,5,NA,NA,1,0,1,0,0
351,17/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,17/04/2016,Bottom-bashing (drifting),,09:30,11:45,10:37,10.62,45,NA,NA,4,0,4,0,0
352,17/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,17/04/2016,Bottom-bashing (drifting),Squid,08:00,13:00,10:30,10.5,40,NA,NA,3,2,5,40,0.4
353,17/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,17/04/2016,Bottom-bashing (drifting),Squid,08:00,12:45,10:22,10.37,60,NA,NA,20,1,21,4.761904762,0.047619048
354,17/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,17/04/2016,Trolling,Artificial plastic lure,11:30,13:30,12:30,12.5,5,NA,NA,2,0,2,0,0
355,17/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,17/04/2016,Bottom-bashing (drifting),Squid,09:00,15:00,12:00,12,65,NA,NA,9,0,9,0,0
356,17/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,17/04/2016,Trolling,Artificial plastic lure,07:30,12:00,09:45,9.75,5,NA,NA,1,0,1,0,0
357,17/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,17/04/2016,Bottom-bashing (drifting),Mulie,10:30,12:30,11:30,11.5,45,NA,NA,2,0,2,0,0
358,17/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,17/04/2016,Bottom-bashing (drifting),Squid,08:00,10:00,09:00,9,10,NA,NA,20,0,20,0,0
359,17/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,17/04/2016,Bottom-bashing (drifting),Squid,08:30,16:00,12:15,12.25,150,NA,NA,21,0,21,0,0
360,17/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,17/04/2016,Bottom-bashing (drifting),,08:30,11:30,10:00,10,70,NA,NA,7,0,7,0,0
361,17/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,17/04/2016,Bottom-bashing (drifting),,12:00,15:15,13:37,13.62,40,NA,NA,6,2,8,25,0.25
362,17/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,17/04/2016,Bottom-bashing (drifting),Squid,09:00,16:00,12:30,12.5,150,NA,NA,12,0,12,0,0
363,17/04/2016,Jon,CoralBay ,CBBR,Yes,113.766285,-23.155068,17/04/2016,Bottom-bashing (drifting),Squid,10:45,16:00,13:22,13.37,70,NA,NA,7,0,7,0,0
364,18/04/2016,Jon,Bundegi,BunBR,Yes,114.174006,-21.831222,18/04/2016,Bottom-bashing (anchored),Squid,11:00,15:15,13:07,13.12,15,NA,NA,6,0,6,0,0
365,18/04/2016,Jon,Bundegi,BunBR,Yes,114.174006,-21.831222,18/04/2016,Trolling,Artificial plastic lure,11:00,12:15,11:37,11.62,5,NA,NA,1,0,1,0,0
366,18/04/2016,Jon,Bundegi,BunBR,Yes,114.174006,-21.831222,18/04/2016,Bottom-bashing (drifting),Squid,10:00,13:15,11:37,11.62,30,NA,NA,11,0,11,0,0
367,18/04/2016,Jon,Bundegi,BunBR,Yes,114.174006,-21.831222,18/04/2016,Bottom-bashing (drifting),Squid,07:00,13:15,10:07,10.12,100,NA,NA,11,3,14,21.42857143,0.214285714
368,18/04/2016,Jon,Bundegi,BunBR,Yes,114.174006,-21.831222,18/04/2016,Bottom-bashing (drifting),Squid,11:00,14:30,12:45,12.75,40,NA,NA,7,15,22,68.18181818,0.681818182
369,18/04/2016,Jon,Bundegi,BunBR,Yes,114.174006,-21.831222,18/04/2016,Bottom-bashing (drifting),Squid,09:00,16:15,12:37,12.62,60,NA,NA,19,12,31,38.70967742,0.387096774
370,18/04/2016,Jon,Bundegi,BunBR,Yes,114.174006,-21.831222,18/04/2016,Bottom-bashing (anchored),Mulie,14:30,17:15,15:52,15.87,15,NA,NA,6,0,6,0,0
371,18/04/2016,Jon,Bundegi,BunBR,Yes,114.174006,-21.831222,18/04/2016,Bottom-bashing (drifting),Squid,13:30,15:30,14:30,14.5,15,NA,NA,7,0,7,0,0
372,18/04/2016,Jon,Bundegi,BunBR,Yes,114.174006,-21.831222,18/04/2016,Bottom-bashing (drifting),,08:00,13:30,10:45,10.75,100,NA,NA,15,0,15,0,0
373,19/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,19/04/2016,Bottom-bashing (anchored),Garfish,07:00,12:30,09:45,9.75,30,NA,NA,2,4,6,66.66666667,0.666666667
374,19/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,19/04/2016,Bottom-bashing (drifting),Mulie,09:00,11:30,10:15,10.25,30,NA,NA,6,5,11,45.45454545,0.454545455
375,19/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,19/04/2016,Trolling,Artificial plastic lure,08:00,13:30,10:45,10.75,5,NA,NA,1,0,1,0,0
376,19/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,19/04/2016,Trolling,Artificial plastic lure,09:30,12:30,11:00,11,5,NA,NA,2,0,2,0,0
377,19/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,19/04/2016,Bottom-bashing (drifting),Squid,09:30,11:30,10:30,10.5,50,NA,NA,2,3,5,60,0.6
378,19/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,19/04/2016,Trolling,Artificial plastic lure,09:30,13:45,11:37,11.62,5,NA,NA,1,0,1,0,0
379,19/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,19/04/2016,Bottom-bashing (drifting),Artificial plastic lure,10:00,15:00,12:30,12.5,10,NA,NA,50,0,50,0,0
380,19/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,19/04/2016,Bottom-bashing (drifting),Squid,08:45,14:45,11:45,11.75,60,NA,NA,5,0,5,0,0
381,19/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,19/04/2016,Bottom-bashing (drifting),Squid,13:00,15:30,14:15,14.25,110,NA,NA,5,1,6,16.66666667,0.166666667
382,19/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,19/04/2016,Trolling,Artificial plastic lure,10:30,12:00,11:15,11.25,5,NA,NA,2,0,2,0,0
383,19/04/2016,Jon,Tantabiddi,TantBR,Yes,113.977627,-21.912187,19/04/2016,Bottom-bashing (anchored),Squid,08:00,10:45,09:22,9.37,35,NA,NA,30,1,31,3.225806452,0.032258065
