"ID","Date","numYear","facYear","Interviewer","FieldTrip","mLat","mLong","PersonID","Screen18","PrevInter","Agreement","binRecall","TripDate","TripMonth","TripJulianDay","TripNum","SiteNum","Site","SiteType","Resident","BoatAccess","nDaysInArea","nBoatDays","nShoreDays","nTimesLast12m","UseLat","UseLong","ActivityType","Activity","Start","Stop","MedianTime","decMedianTime","decDuration","FishingType","BaitLure","MaxHook","KeptUndam","RelUndam","nDP","CaughtUndam","nHooked","binDP","perDP","proDP","nUndamHr","nDPHr","DPrateHr","Species","DiveMaxDepth","WhyChoose","WhyLeave","Detract","bin_exTimes12m","exYrs","nexTimes12m","nexYrs","DiveCert","nDives","binAge","Postcode","Accom","Sex","nFemales","nMales","nGirls","nBoys","nAdults","nChild","PartySize","BoatLength","BoatID","Comments","LunarPhase"
12,2022-01-22,2022,"2022","EH","1",-33.831414999318,121.932253332946,12,"Yes","No","Yes","0",2022-01-22,"January",19014,1,2,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-34.0515122000308,121.960111731129,"Extractive","Fishing","08:00","11:30","09:45",9.75,3.5,"Trolling","Bait",0,4,10,0,14,14,"0",0,0,4,0,0,"Nanniguie",NA,NA,"EndOfDay",NA,"5-9",20,NA,NA,"None",NA,"35-44","19","Esperance","Male",0,3,0,0,3,0,3,6,"EB769","NA|NA|Concerned about marine park, said that even if they don’t close of beach and marine space initially, that the govt has the power to do so in future - which seems to be his main concern","Waning"
13,2022-01-22,2022,"2022","EH","1",-33.8314016660021,121.932181666251,13,"Yes","No","Yes","0",2022-01-22,"January",19014,1,1,"BandyCreekBR","Boat","No","Yes","4",1,4,3,-33.8560932120199,121.961331152804,"Extractive","Fishing","11:00","12:40","11:50",11.83,1.67,"Casting","Bait",15,10,10,0,20,20,"0",0,0,11.98,0,0,"Herring",NA,NA,"Weather",NA,"0-4",30,NA,NA,"None",NA,"25-34","18","Esperance","Female",2,2,2,0,4,2,6,7,"Gg053","NA|NA|NA","Waning"
14,2022-01-22,2022,"2022","EH","1",-33.8310216656231,121.932191666297,14,"Yes","No","Yes","0",2022-01-22,"January",19014,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-34.0312952946689,121.898905657049,"Extractive","Fishing","04:45","06:00","05:22",5.37,1.25,"Casting","Bait",55,0,1,0,1,1,"0",0,0,0.8,0,0,NA,NA,NA,"Weather",NA,"10-14",35,NA,NA,"None",NA,"45-54","19","Esperance","Male",0,1,0,0,1,0,1,7,"CU900","NA|NA|NA","Waning"
15,2022-01-22,2022,"2022","EH","1",-33.8310216656231,121.932191666297,14,"Yes","No","Yes","0",2022-01-22,"January",19014,1,2,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9231781709875,122.024507848546,"Extractive","Fishing","06:30","11:00","08:45",8.75,4.5,"Casting","Bait",50,0,0,0,0,0,"0",0,0,0,0,0,"0",NA,NA,"Weather",NA,"10-14",35,NA,NA,"None",NA,"45-54","19","Esperance","Male",0,1,0,0,1,0,1,7,"CU900","NA|NA|NA","Waning"
16,2022-01-23,2022,"2022","EH","1",-33.989663249911,122.218262184344,15,"Yes","No","Yes","0",2022-01-23,"January",19015,1,1,"LuckyBay","Boat","Yes","Yes",NA,NA,NA,0,-34.0352034027057,122.238631482513,"Extractive","Fishing","04:30","09:00","06:45",6.75,4.5,"Demersal","Both",45,9,6,0,15,15,"0",0,0,3.33,0,0,"Naniigue",NA,NA,"LowCatch",NA,"20-29",25,NA,NA,"None",NA,"35-44","19","Esperance","Male",0,2,0,2,2,2,4,8,"Df511","NA|NA|Have been deprecated twice ever, say it’s really rare. Also concern for marine park - not sure if commercial fishers will be impacted e.g. will purse-line fishers be allowed to operate in marine parks. Said that a valuable source of info is the fishing club.","Waning"
17,2022-01-23,2022,"2022","EH","1",-33.989663249911,122.218262184344,15,"Yes","No","Yes","0",2022-01-23,"January",19015,1,2,"LuckyBay","Boat","Yes","Yes",NA,NA,NA,0,-34.0297296172338,122.244896247965,"Extractive","Fishing","09:00","10:00","09:30",9.5,1,"Trolling","Both",0,0,0,0,0,0,"0",0,0,0,0,0,NA,NA,NA,"Weather",NA,"20-29",25,NA,NA,"None",NA,"35-44","19","Esperance","Male",0,2,0,2,2,2,4,8,"Df511","NA|NA|Have been deprecated twice ever, say it’s really rare. Also concern for marine park - not sure if commercial fishers will be impacted e.g. will purse-line fishers be allowed to operate in marine parks. Said that a valuable source of info is the fishing club.","Waning"
18,2022-01-23,2022,"2022","EH","1",-33.8653721025551,121.893653217464,16,"Yes","No","Yes","0",2022-01-23,"January",19015,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8663206659574,121.900625406202,"Extractive","Fishing","11:00","12:00","11:30",11.5,1,"Casting","Bait",8,0,0,0,0,0,"0",0,0,0,0,0,NA,NA,NA,"ActivityChange",NA,"10-14",38,NA,NA,"None",NA,"35-44","19","Esperance","Male",1,1,1,1,2,2,4,3,"GJ315","NA|NA|NA","Waning"
19,2022-01-23,2022,"2022","EH","1",-33.8658564300139,121.894180863608,17,"Yes","No","Yes","0",2022-01-23,"January",19015,1,1,"EsperanceBR","Boat","Yes","Yes","2",2,0,0,-33.9182448460485,121.902737804474,"Extractive","Fishing","10:00","12:00","11:00",11,2,"Casting","Bait",15,3,4,0,7,7,"0",0,0,3.5,0,0,"Black ark break sea cod,",NA,NA,"Weather",NA,"0-4",30,NA,NA,"None",NA,"35-44","19","Esperance","Male",0,2,0,0,2,0,2,3,"BR445","NA|NA|NA","Waning"
20,2022-01-23,2022,"2022","EH","1",-33.8681733813924,121.89422355155,18,"Yes","No","Yes","1",2022-01-22,"January",19014,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9914785187218,122.110308911163,"Extractive","Fishing","07:30","19:00","13:15",13.25,11.5,"Spearing","Bait",12,3,0,0,3,3,"0",0,0,0.26,0,0,"Abalone, harlequin, queen snapper",0,"NaturalSurroundings","EndOfDay",NA,"10-14",35,21,30,"DM",500,"35-44","19","Esperance","Male",1,1,2,0,2,2,4,3,"DD038","Thinks shark culls in recreational areas, they also swam throughout the day|NA|Commercial diver in the past","Waning"
21,2022-01-23,2022,"2022","EH","1",-33.8663605361748,121.89428659352,19,"Yes","No","Yes","0",2022-01-23,"January",19015,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9745238618564,122.009084049104,"Extractive","Fishing","04:30","12:30","08:30",8.5,8,"Casting","Bait",40,7,10,0,17,17,"0",0,0,2.12,0,0,"Harlequin, rake sea cod, nanniguie",NA,NA,"Weather",NA,"60+",20,NA,NA,"None",NA,"18-24","19","Esperance","Male",0,2,0,0,2,0,2,4,"AV079","NA|NA|NA","Waning"
22,2022-01-23,2022,"2022","EH","1",-33.833185642664,121.931260668506,20,"Yes","Yes","No","0",2022-01-23,"January",19015,1,1,"BandyCreekBR",NA,"Yes","Yes",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,0,0,0,0,0,0,0,NA,NA,"NA|NA|NA","Waning"
23,2022-01-23,2022,"2022","EH","1",-33.8336794822774,121.931365582748,21,"Yes","No","No","0",2022-01-23,"January",19015,1,1,"BandyCreekBR",NA,"Yes","Yes",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,0,0,0,0,0,0,0,NA,NA,"NA|NA|NA","Waning"
24,2022-01-23,2022,"2022","EH","1",-33.8339990235536,121.930806039226,22,"Yes","No","No","0",2022-01-23,"January",19015,1,1,"BandyCreekBR",NA,"Yes","Yes",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,0,0,0,0,0,0,0,NA,NA,"NA|NA|NA","Waning"
25,2022-01-20,2022,"2022","NSH","1",-33.8328537935203,121.931274256423,23,"Yes","No","Yes","0",2022-01-20,"January",19012,1,1,"BandyCreekBR","Boat","No","Yes","7",2,4,0,-33.8529186121195,121.996181293354,"Extractive","Fishing","06:15","07:15","06:45",6.75,1,"Demersal","Bait",20,0,2,0,2,2,"0",0,0,2,0,0,"0",NA,NA,"Explore",NA,"10-14",20,NA,NA,"None",0,"45-54","14","PinkLake","Female",1,1,0,4,2,4,6,4,"D1507","NA|NA|Flat rock - 2km off Wyllie point","Full"
26,2022-01-20,2022,"2022","NSH","1",-33.8328537935203,121.931274256423,23,"Yes","No","Yes","0",2022-01-20,"January",19012,1,2,"BandyCreekBR","Boat","No","Yes","7",2,4,0,-33.899863345554,121.987983725313,"Extractive","Fishing","07:30","08:00","07:45",7.75,0.5,"Demersal","Bait",30,0,0,0,0,0,"0",0,0,0,0,0,NA,NA,NA,"Weather",NA,"10-14",20,NA,NA,"None",0,"45-54","14","PinkLake","Female",1,1,0,4,2,4,6,4,"D1507","NA|NA|Flat rock - 2km off Wyllie point","Full"
27,2022-01-20,2022,"2022","NSH","1",-33.8328537935203,121.931274256423,23,"Yes","No","Yes","0",2022-01-20,"January",19012,1,3,"BandyCreekBR","Boat","No","Yes","7",2,4,0,-33.8535197182412,121.987161982424,"Extractive","Fishing","08:15","11:00","09:37",9.62,2.75,"Demersal","Bait",20,1,7,0,8,8,"0",0,0,2.91,0,0,"Herring",NA,NA,"Weather",NA,"10-14",20,NA,NA,"None",0,"45-54","14","PinkLake","Female",1,1,0,4,2,4,6,4,"D1507","NA|NA|Flat rock - 2km off Wyllie point","Full"
28,2022-01-20,2022,"2022","NSH","1",-33.8330267116199,121.931409901133,24,"Yes","No","Yes","0",2022-01-20,"January",19012,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9736627220033,122.088953259219,"Extractive","Fishing","05:00","10:30","07:45",7.75,5.5,"Demersal","Bait",20,24,24,0,48,48,"0",0,0,8.73,0,0,"School whiting",NA,NA,"Weather",NA,"40-59",55,NA,NA,"None",0,"55-64","19","Esperance","Female",1,0,0,0,1,0,1,6,"GF954","NA|NA|NA","Full"
29,2022-01-20,2022,"2022","NSH","1",-33.8330255094951,121.931554591877,25,"Yes","No","Yes","0",2022-01-20,"January",19012,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9254901829534,121.766190801863,"NonExtractive","Diving","06:30","07:00","06:45",6.75,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,"Other","Other",NA,"30-39",30,125,20,"I",550,"35-44","19","Esperance","Male",0,1,0,0,1,0,1,8,"Dm262","NA|Shell diving x commercial but for fun today|Wasn’t an instructor but very experience commercial tech diver with over 5000 dives","Full"
30,2022-01-20,2022,"2022","NSH","1",-33.8331887199782,121.931633240279,26,"Yes","No","Yes","0",2022-01-20,"January",19012,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9689002074294,122.031922989364,"Extractive","Fishing","10:00","12:00","11:00",11,2,"Squidding","Lure",30,1,0,0,1,1,"0",0,0,0.5,0,0,"Nannygui - sweet lips emp",NA,NA,"Weather",NA,"30-39",30,NA,NA,"None",0,"55-64","19","Esperance","Male",0,1,0,0,1,0,1,5,"GQ273","Jigging|NA|MP is a good thing we can’t keep raping and pillaging the ocean, as a red fisher we go out for enjoyment. We’ve been told we will be consider so just have to hope that’s true.","Full"
31,2022-01-20,2022,"2022","EH","1",-33.8644885776094,121.89421383627,27,"Yes","No","Yes","1",2020-01-20,"January",18281,1,1,"EsperanceBR","Boat","No","Yes","4",1,0,1,-33.9248249237348,121.907974846037,"Extractive","Fishing","08:30","12:00","10:15",10.25,3.5,"Demersal","Both",30,6,10,0,16,16,"0",0,0,4.57,0,0,"Nannygai (sweet lip emp), harlequin, swallow",NA,NA,"Weather",NA,"30-39",30,NA,NA,"OW",200,"35-44","10","Castletown","Male",0,2,0,1,2,1,3,4,"Bt632","NA|NA|NA","Full"
32,2022-01-21,2022,"2022","NSH","1",-33.833156547712,121.931259126099,28,"Yes","No","Yes","0",2022-01-21,"January",19013,1,1,"BandyCreekBR","Boat","No","Yes","10",2,8,1,-33.8731964561326,122.022362846819,"Extractive","Fishing","05:30","07:00","06:15",6.25,1.5,"Demersal","Bait",49,2,1,0,3,3,"0",0,0,2,0,0,"Break sea cod",NA,NA,"Explore",NA,"5-9",40,NA,NA,"OW",6,"35-44","15","Esperance","Male",0,1,0,0,1,0,1,4,"GJ987","NA|NA|NA","Waning"
33,2022-01-21,2022,"2022","NSH","1",-33.833156547712,121.931259126099,28,"Yes","No","Yes","0",2022-01-21,"January",19013,1,2,"BandyCreekBR","Boat","No","Yes","10",2,8,1,-33.9271078780122,121.89403980026,"Extractive","Fishing","07:30","08:30","08:00",8,1,"Demersal","Bait",40,2,2,0,4,4,"0",0,0,4,0,0,"Harelequin",NA,NA,"Necessity",NA,"5-9",40,NA,NA,"OW",6,"35-44","15","Esperance","Male",0,1,0,0,1,0,1,4,"GJ987","NA|NA|NA","Waning"
34,2022-01-21,2022,"2022","NSH","1",-33.8330509182754,121.931378572387,29,"Yes","No","Yes","0",2022-01-21,"January",19013,1,1,"BandyCreekBR","Boat","No","Yes","7",3,3,0,-33.8456152931751,121.910229522178,"NonExtractive","TowSport","09:00","11:00","10:00",10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Access","Weather",NA,"10-14",30,1,0,"None",0,"25-34","5","Esperance","Female",1,1,2,2,2,4,6,5,"49621/Pegasus","NA|NA|NA","Waning"
35,2022-01-21,2022,"2022","NSH","1",-33.833053503104,121.931520350793,30,"Yes","No","Yes","0",2022-01-21,"January",19013,1,1,"BandyCreekBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9235037810963,121.986051185032,"Extractive","Fishing","09:45","11:00","10:22",10.37,1.25,"Cray","Bait",18,0,0,0,0,0,"0",0,0,0,0,0,NA,NA,NA,"Weather",NA,"20-29",10,NA,NA,"None",0,"25-34","19","Esperance","Female",1,1,0,0,2,0,2,3,"42950","Cray pot|NA|NA","Waning"
36,2022-01-21,2022,"2022","NSH","1",-33.8655253820636,121.893974597842,31,"Yes","No","Yes","0",2022-01-21,"January",19013,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8643236889083,121.905139888764,"Extractive","Fishing","06:30","08:00","07:15",7.25,1.5,"Demersal","Bait",4,2,1,0,3,3,"0",0,0,2,0,0,"King George whiting",NA,NA,"LowCatch",NA,"40-59",45,NA,NA,"None",0,"45-54","19","Esperance","Male",1,2,0,0,3,0,3,3,"BA299","NA|NA|NA","Waning"
37,2022-01-22,2022,"2022","NSH","1",-33.8655253820636,121.893974597842,32,"Yes","No","Yes","0",2022-01-22,"January",19014,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8989201327676,121.814859195524,"Extractive","Fishing","06:00","07:30","06:45",6.75,1.5,"Demersal","Bait",30,10,7,0,17,17,"0",0,0,11.33,0,0,"Whiting and herring",NA,NA,"Necessity",NA,"20-29",30,NA,NA,"None",0,"35-44","19","Esperance","Male",1,1,0,0,2,0,2,3,"BT630","NA|NA|NA","Waning"
38,2022-01-22,2022,"2022","NSH","1",-33.8655253820636,121.893974597842,33,"Yes","No","Yes","0",2022-01-22,"January",19014,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8930934713682,121.914067358634,"Extractive","Fishing","07:00","08:00","07:30",7.5,1,"Trolling","Lure",0,0,0,0,0,0,"0",0,0,0,0,0,NA,NA,NA,"LowCatch",NA,"10-14",20,NA,NA,"None",0,"25-34","19","Esperance","Male",0,1,0,0,1,0,1,3,"DX354","NA|NA|NA","Waning"
39,2022-01-22,2022,"2022","NSH","1",-33.8655253820636,121.893974597842,34,"Yes","No","No","0",2022-01-22,"January",19014,1,1,"EsperanceBR",NA,"Yes","Yes",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,0,0,0,0,0,0,0,NA,NA,"NA|NA|NA","Waning"
40,2022-01-22,2022,"2022","NSH","1",-33.8638078029448,121.89401561402,35,"Yes","No","Yes","0",2022-01-22,"January",19014,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9192256904982,121.981084345029,"Extractive","Fishing","09:00","10:30","09:45",9.75,1.5,"Demersal","Bait",24,2,5,0,7,7,"0",0,0,4.67,0,0,"Harlequin, sweep",NA,NA,"Weather",NA,"40-59",26,NA,NA,"None",0,"45-54","19","Esperance","Female",1,2,0,0,3,0,3,4,"86310","NA|NA|NA","Waning"
41,2022-01-22,2022,"2022","NSH","1",-33.8644885776094,121.89421383627,36,"Yes","No","Yes","0",2022-01-22,"January",19014,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8672873777255,121.924435647168,"NonExtractive","Other","11:00","11:30","11:15",11.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Access","EndOfDay",NA,"0-4",40,0,0,"None",0,"35-44","19","Esperance","Male",0,1,0,0,1,0,1,3,"BW453","NA|Going on a multi day trip to middle island tomorrow so took the boat out to check everything was functioning properly|NA","Waning"
42,2022-01-22,2022,"2022","NSH","1",-33.8643385454864,121.893927226084,37,"Yes","No","Yes","0",2022-01-22,"January",19014,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9157625515744,121.902118796971,"Extractive","Fishing","09:00","11:40","10:20",10.33,2.67,"Demersal","Bait",25,8,20,0,28,28,"0",0,0,10.49,0,0,"Herring",NA,NA,"EndOfDay",NA,"20-29",40,NA,NA,"None",0,"55-64","19","Esperance","Female",1,1,0,0,2,0,2,6,NA,"NA|NA|From Kalgoorlie - have 2 holiday homes here. Fishing avidity depends how often they get down here in a year","Waning"
43,2022-01-22,2022,"2022","NSH","1",-33.8645346428248,121.894146180553,38,"Yes","No","Yes","0",2022-01-22,"January",19014,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-34.0230489034754,121.981507465901,"Extractive","Fishing","06:00","11:00","08:30",8.5,5,"Demersal","Bait",40,8,6,0,14,14,"0",0,0,2.8,0,0,"Break sea cod, blue grouper",NA,NA,"EndOfDay",NA,"10-14",40,NA,NA,"None",0,"45-54","19","Esperance","Male",0,4,0,0,4,0,4,6,"BJ468","NA|NA|NA","Waning"
44,2022-01-22,2022,"2022","NSH","1",-33.8654891865764,121.893983569317,39,"Yes","No","Yes","0",2022-01-22,"January",19014,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.9007428739043,121.840106770589,"NonExtractive","Other","10:00","12:15","11:07",11.12,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Megafauna","EndOfDay",NA,"0-4",20,50,4,"None",0,"25-34","19","Esperance","Male",1,1,0,0,2,0,2,2,"Er673","NA|Jet skiing, tried to find dolphins - put point in middle of transect, went from boat ramp to twilight and back|JetSki","Waning"
45,2022-01-22,2022,"2022","NSH","1",-33.8645657201971,121.894243516607,40,"Yes","No","Yes","0",2022-01-22,"January",19014,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8632540398249,121.930048393827,"Extractive","Fishing","07:00","12:30","09:45",9.75,5.5,"Squidding","Lure",30,5,0,0,5,5,"0",0,0,0.91,0,0,"Squid, snook, yellowtail scad",NA,NA,"Weather",NA,"20-29",40,NA,NA,"None",0,"55-64","19","Esperance","Male",0,1,0,2,1,2,3,4,"DP921","NA|NA|NA","Waning"
46,2022-01-22,2022,"2022","NSH","1",-33.8645696907421,121.894212358542,41,"Yes","No","Yes","0",2022-01-22,"January",19014,1,1,"EsperanceBR","Boat","Yes","Yes",NA,NA,NA,0,-33.8579619716197,121.912405140287,"Extractive","Fishing","11:00","11:30","11:15",11.25,0.5,"Demersal","Bait",0,0,1,0,1,1,"0",0,0,2,0,0,NA,NA,NA,"LowCatch",NA,"10-14",15,NA,NA,"None",0,"25-34","19","Esperance","Female",1,1,0,0,2,0,2,4,"AQ064","Don’t know depth|NA|NA","Waning"
