OBJECTID,exGUID,# Is this a boat based or shore based activity?,"If RECALL, what date did they go fishing?",What type of fishing did you do?,Did you use bait or lure?,What time did you START fishing at this site?,What time did you STOP fishing at this site?,What was your maximum hook depth (m) at this site?,Number of fish kept undamaged at this site?,How many fish did you release at this site?,How many shark bite offs did you get at this site?,What species of fish did you keep? ,Why did you leave this site?,Comments,GlobalID,CreationDate,Creator,EditDate,Editor,Did anything detract from the experience you had at this site?,"If of Aboriginal or Torres Strait Islander origin, was this activity undertaken for a customary purpose?",x,y
93,2242e510-eb13-4c0e-9000-9656a79ad96c,Boat,,Casting,Both,08:00,08:30,40,0,0,0,0,LowCatch,,e4ba5e67-70eb-4728-a0fa-ca805d28095f,2/17/2022 5:13:41 AM,Nicole.Hamre_UWA,2/17/2022 5:17:04 AM,Nicole.Hamre_UWA,,,121.926797841768,-34.1357772461529
94,2242e510-eb13-4c0e-9000-9656a79ad96c,Boat,,Casting,Both,08:40,11:00,70,3,1,0,"Break sea cod, queen snapper ",Weather,,d7c911e8-c055-43bc-9771-54e0a9d4edcd,2/17/2022 5:15:15 AM,Nicole.Hamre_UWA,2/17/2022 5:15:15 AM,Nicole.Hamre_UWA,,,121.82813163676,-34.2516343854631
95,00ebd7d6-c03f-43aa-ae64-1fe5ab20fcff,Boat,,Casting,Both,07:30,09:20,20,2,5,0,"Herring, black arse, flatly",ActivityChange,,00c8e5b7-af53-403d-9a86-7ada1bc03634,2/18/2022 1:41:23 AM,Nicole.Hamre_UWA,2/18/2022 1:41:23 AM,Nicole.Hamre_UWA,,,121.949034742802,-33.8638690257964
96,a275649f-2910-4fa3-abd1-778727ac2efc,Boat,,Casting,Bait,07:30,11:00,30,0,0,0,,Weather,"Checking out the artificial reef, but no luck with catching anything ",71b2e38c-948d-43d0-a354-f5f69ac08f10,2/18/2022 3:14:38 AM,Nicole.Hamre_UWA,2/18/2022 3:17:05 AM,Nicole.Hamre_UWA,,,121.989716440749,-33.9024671036727
97,cafab483-d30b-4a36-8873-84384ed691c1,Boat,,Casting,Bait,08:00,11:00,70,15,6,0,"Red snapper, black ass, break sea cod, queeny, ",Weather,,adb2a7a7-89b6-4952-962e-78d6662ed830,2/18/2022 4:47:08 AM,Nicole.Hamre_UWA,2/18/2022 4:47:08 AM,Nicole.Hamre_UWA,,,122.107096518639,-34.1985083163575
98,e8769595-a7cf-4616-b37c-fceb5542f34a,Boat,,Trolling,Lure,08:00,10:00,0,5,1,0,Herring,Weather,Saw pod dolphin - not direct conflict but worried about getting in way off sailing club,a3efd9ac-1c48-4235-b698-9ba75d25548a,2/19/2022 2:33:24 AM,Nicole.Hamre_UWA,2/19/2022 2:37:07 AM,Nicole.Hamre_UWA,ConflictDifferent,,121.914762261202,-33.8629952704877
99,4da40b00-6cd5-4896-aea9-ae5dd656ecdc,Boat,,Casting,Bait,09:46,10:30,8,0,0,0,,EndOfDay,,9961e7ab-1014-4d0f-904f-2255b04c523d,2/19/2022 2:44:03 AM,Nicole.Hamre_UWA,2/19/2022 2:44:03 AM,Nicole.Hamre_UWA,,,121.898810454494,-33.8644506272708
100,82356359-03c8-4040-9730-e90cdfb90f38,Boat,,Demersal,Bait,06:00,09:30,20,2,6,0,"Samson, queen snapper,",EndOfDay,,8b843165-4a33-4dd8-97be-c38ffed4b46c,2/19/2022 3:24:16 AM,Nicole.Hamre_UWA,2/19/2022 3:24:16 AM,Nicole.Hamre_UWA,,,121.863847258271,-33.9239095290822
101,05a82126-6c04-46d6-8c92-aebbb78f2a8b,Boat,2/19/2022 3:28:01 AM,Demersal,Bait,09:00,11:00,24,0,0,0,,ActivityChange,,e74d86ed-4c42-4179-8790-c180e0276549,2/19/2022 3:29:06 AM,Nicole.Hamre_UWA,2/19/2022 3:29:06 AM,Nicole.Hamre_UWA,,,121.895356805027,-33.8812865468637
102,e2c71f7c-ed3b-4b6c-a4dd-23495340d369,Boat,,Demersal,Bait,07:00,08:00,60,2,0,0,"Swallow tail, nannygui",LowCatch,,4e21f92f-3ca1-498e-8262-245cdd2fa0c0,2/19/2022 4:10:25 AM,Nicole.Hamre_UWA,2/19/2022 5:04:10 AM,Nicole.Hamre_UWA,,,121.93638070091,-34.1384036131576
103,03725eb2-3931-4f63-aa4f-7b85b962b03e,Boat,,Demersal,Bait,10:00,11:00,40,2,0,0,"Nannagui, black arse",ActivityChange,,f3bf78d3-d558-4609-9e90-994c4bdf2669,2/19/2022 4:31:32 AM,Nicole.Hamre_UWA,2/19/2022 4:31:32 AM,Nicole.Hamre_UWA,,,122.01131530437,-33.9713020280841
104,03725eb2-3931-4f63-aa4f-7b85b962b03e,Boat,,Trolling,Lure,11:20,11:45,0,0,0,0,,ActivityChange,Between woody and cull island,80350577-9f53-4b21-862e-0522da7286bf,2/19/2022 4:32:25 AM,Nicole.Hamre_UWA,2/19/2022 7:03:14 AM,Nicole.Hamre_UWA,,,121.952538066409,-33.9456512403989
105,03725eb2-3931-4f63-aa4f-7b85b962b03e,Boat,,Casting,Lure,12:00,12:15,0,5,0,0,Herring,Weather,,6c564de3-06ee-44b3-9636-ef698931438f,2/19/2022 4:33:17 AM,Nicole.Hamre_UWA,2/19/2022 4:33:17 AM,Nicole.Hamre_UWA,,,121.905655508262,-33.9143667756437
106,8e74fb7b-1697-45ff-99e2-a74617ea22ce,Boat,,Demersal,Bait,07:30,12:00,40,25,15,0,"Nannagui, queen snapper, sweep, queenie",Other,Motor problem,9d10463b-8dd4-4dc3-9b70-94f586a916c2,2/19/2022 5:30:40 AM,Nicole.Hamre_UWA,2/19/2022 5:30:40 AM,Nicole.Hamre_UWA,Other,,121.983862497335,-34.1127653266187
107,08f70467-6c0b-4af2-bc5e-a892ab8a700d,Boat,,Demersal,Bait,08:00,12:30,20,13,6,0,"Whiting, herring",EndOfDay,Too hot,21f282fe-afdc-4645-9ed7-593d2cf62b25,2/19/2022 5:42:20 AM,Nicole.Hamre_UWA,2/19/2022 5:42:20 AM,Nicole.Hamre_UWA,Safety,,121.806719750279,-33.9193448027645
108,cc6c0986-c741-4f81-8a96-1b78bf3d6e51,Boat,,Demersal,Bait,07:30,09:00,40,7,3,0,"Queen snapper, break sea cod",LowCatch,,adaa7d8c-809d-4a7f-8a61-be6570cc545e,2/19/2022 5:55:40 AM,Nicole.Hamre_UWA,2/19/2022 5:55:40 AM,Nicole.Hamre_UWA,,,121.770110287093,-33.9544532594134
109,cc6c0986-c741-4f81-8a96-1b78bf3d6e51,Boat,,Demersal,Bait,10:00,10:00,40,0,0,0,,LowCatch,,fdb4d11d-0922-4db2-b2e8-daf836d1ce72,2/19/2022 5:56:35 AM,Nicole.Hamre_UWA,2/19/2022 5:56:35 AM,Nicole.Hamre_UWA,,,121.882036916574,-34.0473175907079
110,3c09cff3-29fc-4311-99d5-7185c3a16a96,Boat,,Demersal,Both,07:30,13:00,76,3,2,0,Break sea,EndOfDay,,d032ee70-7ad8-482a-b2b4-f901c9a43c69,2/19/2022 6:16:41 AM,Nicole.Hamre_UWA,2/19/2022 6:16:41 AM,Nicole.Hamre_UWA,,,122.024640016776,-34.4321807377211
111,d2d03996-faca-47e5-a2ee-0dfa613c95ef,Boat,,Demersal,Both,06:45,12:00,80,45,25,0,"Nannagui, breaksea, yellowtail king fish, queeni fish, sansom fish",EndOfDay,Bagged out on nannygui and kingfish ,a26d4b08-1908-47c4-9e48-433aed910519,2/19/2022 6:32:39 AM,Nicole.Hamre_UWA,2/19/2022 6:37:57 AM,Nicole.Hamre_UWA,,,121.952469339002,-34.4488695741258
112,3a5f1a2b-9ccd-4c77-b7b5-2ffb891a1601,Boat,,Demersal,Bait,08:30,13:30,60,70,20,1,"Blackwater, nannagui, Samson, duh fish",EndOfDay,,d827ad34-ee13-41d4-ad8c-f207fe4894dc,2/19/2022 6:51:08 AM,Nicole.Hamre_UWA,2/19/2022 6:54:28 AM,Nicole.Hamre_UWA,,,121.978287440392,-34.4701541301251
113,49e1e9cb-9b9b-47c2-ba99-33679c1094ee,Boat,,Casting,Bait,10:30,11:45,12,10,5,0,Whiting,Weather,,cecaf479-c725-4add-bdb1-4270ac64973d,2/22/2022 4:05:20 AM,Nicole.Hamre_UWA,2/22/2022 4:05:20 AM,Nicole.Hamre_UWA,,,121.854989103307,-33.8886857709626
114,8111a384-2bf9-4c4a-9b1e-abab8c98f4d7,Boat,,Casting,Lure,20:00,11:45,9,0,0,0,,Weather,"Too many bouys, ",20661b49-a9f2-4750-b19b-6a29cbe2425d,2/22/2022 4:10:04 AM,Nicole.Hamre_UWA,2/22/2022 4:10:04 AM,Nicole.Hamre_UWA,Safety,,121.942497548868,-33.8695020466854
115,c9d6c970-69c5-4d98-b565-d07085adcfbd,Boat,,Casting,Bait,06:00,09:00,70,27,14,0,"Nannygui, break ",BagLimit,Too many octopus pots ,3888f305-9c1e-4bca-a4fc-65b070fc1ffd,2/22/2022 4:15:24 AM,Nicole.Hamre_UWA,2/22/2022 4:15:24 AM,Nicole.Hamre_UWA,Safety,,122.093112202964,-34.1797535438884
116,1329c3a8-8bc5-4ae3-a9b5-deb11cb5d8b4,Boat,2/22/2022 5:29:01 AM,Demersal,Bait,06:30,11:30,50,14,6,0,"Nannagui, queen snapper, black arse, harlequin ",Weather,,656b3b33-9028-4412-afe0-37d46c968d49,2/22/2022 5:30:37 AM,Nicole.Hamre_UWA,2/22/2022 5:30:37 AM,Nicole.Hamre_UWA,,,121.669028711712,-34.1746964797865
117,587038c5-3b90-4e50-a999-a0fc76affc7a,Boat,,Trolling,Lure,09:30,12:30,30,0,0,0,,Weather,,4a12dac8-4eb6-4899-8f6c-a86eea18de17,2/22/2022 5:51:02 AM,Nicole.Hamre_UWA,2/22/2022 5:51:02 AM,Nicole.Hamre_UWA,,,121.902322220468,-33.9185661819637
118,587038c5-3b90-4e50-a999-a0fc76affc7a,Boat,,Casting,Bait,11:30,13:30,9,8,4,0,"King George, herring ",EndOfDay,,918cbc2c-b627-451b-9558-3c987be938dd,2/22/2022 5:52:35 AM,Nicole.Hamre_UWA,2/22/2022 5:52:35 AM,Nicole.Hamre_UWA,,,121.930558822859,-33.8524904259922
119,ca992115-75a7-4a71-9f7d-0fe33b578681,Boat,,Demersal,Bait,06:00,11:00,45,15,3,0,"Nannagui even, harlequin, queen snapper, swallowtail, ",EndOfDay,,f067a340-31a6-42c3-8872-a3eef12940ea,2/22/2022 6:09:42 AM,Nicole.Hamre_UWA,2/22/2022 6:09:42 AM,Nicole.Hamre_UWA,,,121.776679382899,-34.132818097155
120,4ebfe7ef-b690-4de7-9e0c-c2bbb1ba1825,Boat,,Casting,Both,10:30,13:00,30,4,5,0,"Black ass, fox fish, ",LowCatch,,ce5cc871-76b6-4510-b1aa-5b9d5060ec06,2/22/2022 6:24:16 AM,Nicole.Hamre_UWA,2/22/2022 6:24:16 AM,Nicole.Hamre_UWA,,,122.00163457288,-34.0367794180525
121,500d4e4a-ff0b-409f-8611-45cd731b7efe,Boat,,Casting,Bait,07:00,10:15,20,24,24,0,"Whiting, squid",ActivityChange,,e7ee4522-1c2b-4d50-91fa-69d9258503b2,2/16/2022 2:43:58 AM,Nicole.Hamre_UWA,2/16/2022 2:43:58 AM,Nicole.Hamre_UWA,,,121.843616725559,-33.8886674234712
122,bba4a32c-e66a-4526-aac6-308d754f0fe0,Boat,,Casting,Bait,07:30,11:0,3,7,5,0,Herring,Weather,,85a3fc0c-0ea3-4797-af65-8397faaec0ee,2/16/2022 3:19:33 AM,Nicole.Hamre_UWA,2/16/2022 3:19:33 AM,Nicole.Hamre_UWA,,,121.923587161433,-33.8486593136376
123,d560306f-cdd5-4496-b846-ca6c9efd9fad,Boat,2/16/2022 3:34:27 AM,Casting,Bait,09:00,10:30,8,0,6,0,Herring,Weather,,ea9af9c4-272a-4154-a0a4-9abdbb0dc51c,2/16/2022 3:39:16 AM,Nicole.Hamre_UWA,2/16/2022 3:39:16 AM,Nicole.Hamre_UWA,,,121.931845248974,-33.8647860422777
124,f5deb850-9c45-49ed-ba4f-68861d2d8004,Boat,2/16/2022 3:51:23 AM,Casting,Both,06:00,10:30,5,9,2,0,"Herring, squid",Weather,,1710a72d-1a9f-44e5-a26e-7cda8368dd83,2/16/2022 3:52:59 AM,Nicole.Hamre_UWA,2/16/2022 3:52:59 AM,Nicole.Hamre_UWA,,,121.964546836756,-33.8568836639643
125,a53d7962-02a9-4e66-b64a-d9ec17107611,Boat,2/16/2022 3:56:31 AM,Squidding,Lure,09:30,09:45,18,0,0,0,,Weather,,2314ced0-e925-4b3f-957d-3a575a8c9c90,2/16/2022 3:57:38 AM,Nicole.Hamre_UWA,2/16/2022 3:57:38 AM,Nicole.Hamre_UWA,,,121.912387327593,-33.88708279279
126,a53d7962-02a9-4e66-b64a-d9ec17107611,Boat,,Casting,Lure,09:50,11:30,3,9,0,0,Herring,ActivityChange,,98af99b7-5c81-4b3d-a9f0-a9045f017b1d,2/16/2022 3:59:23 AM,Nicole.Hamre_UWA,2/16/2022 3:59:23 AM,Nicole.Hamre_UWA,,,121.903007212821,-33.8697185886002
127,f5deb850-9c45-49ed-ba4f-68861d2d8004,Boat,2/16/2022 4:02:17 AM,Casting,Bait,10:30,11:30,4,2,0,0,Squid,Weather,,c8635b7e-4e76-41d2-bed4-b68425c230a5,2/16/2022 4:03:00 AM,Nicole.Hamre_UWA,2/16/2022 4:03:00 AM,Nicole.Hamre_UWA,,,121.903876412809,-33.8676436681573
128,e9b77b44-583b-48dc-bdee-85a9594bac79,Boat,2/16/2022 4:06:19 AM,Trolling,Lure,08:00,09:30,50,1,1,0,Tuna blue fin,Explore,,ab378076-00c0-4bec-8d89-d9f675744197,2/16/2022 4:08:10 AM,Nicole.Hamre_UWA,2/16/2022 4:08:10 AM,Nicole.Hamre_UWA,,,121.890040145781,-33.9243471037108
129,e9b77b44-583b-48dc-bdee-85a9594bac79,Boat,,Casting,Bait,10:30,11:30,14,12,0,0,"Mackerel, sand whiting ",ActivityChange,,ce4c2cb3-77e5-441b-8e25-16c8d428b04f,2/16/2022 4:09:37 AM,Nicole.Hamre_UWA,2/16/2022 4:09:37 AM,Nicole.Hamre_UWA,,,121.8407692835,-33.8881645691295
130,777906ad-730b-4b2a-a042-20158febdb2a,Boat,2/16/2022 4:21:56 AM,Casting,Bait,07:45,12:00,17,30,12,0,Whiting ,Weather,,c2bc09b7-8d23-498c-811e-d61b2a13871d,2/16/2022 4:26:09 AM,Nicole.Hamre_UWA,2/16/2022 4:26:09 AM,Nicole.Hamre_UWA,,,121.797286070763,-33.9043300807332
131,e2100749-6809-4183-8d75-b1eb2623cdc4,Boat,2/16/2022 4:53:40 AM,Casting,Bait,07:00,08:00,45,6,3,0,"Sea sweep, break sea cod",Explore,,5179a363-be1f-468e-abe9-6f51216b97c2,2/16/2022 4:56:02 AM,Nicole.Hamre_UWA,2/16/2022 4:56:02 AM,Nicole.Hamre_UWA,,,121.951177360401,-34.1457098319384
132,e2100749-6809-4183-8d75-b1eb2623cdc4,Boat,2/16/2022 4:56:27 AM,Casting,Bait,08:30,12:00,50,6,8,0,"Break sea cod, nanniguie, swallowtail",ActivityChange,,55449ed6-c400-4f22-9a25-2a80f27fba42,2/16/2022 4:58:03 AM,Nicole.Hamre_UWA,2/16/2022 4:58:03 AM,Nicole.Hamre_UWA,,,122.046211528493,-34.1489135521649
133,e8464e00-20ab-471a-9bc3-360628bc350b,Boat,,Casting,Bait,07:45,11:00,4,18,8,0,Herring,BagLimit,,82d92656-a592-4557-a956-050c38b51a49,3/9/2022 3:00:30 AM,Nicole.Hamre_UWA,3/9/2022 3:00:30 AM,Nicole.Hamre_UWA,,,121.912548927326,-33.8542812860323
134,8dad0574-ea07-4dcd-9ebb-ad0107d5738e,Boat,,Diving,NA,10:25,11:00,18,1,0,0,Boar fish,Other,,2196091a-f39b-42c1-8d77-2a982f1a582e,3/10/2022 3:39:52 AM,Nicole.Hamre_UWA,3/10/2022 3:39:52 AM,Nicole.Hamre_UWA,No,,121.891299294552,-33.9120348631796
135,8dad0574-ea07-4dcd-9ebb-ad0107d5738e,Boat,3/5/2022 3:40:29 AM,Diving,NA,10:00,10:30,15,10,0,0,Abalone,Other,Bad bus,1f352cca-5ad1-40d4-becd-25ae7ce1330e,3/10/2022 3:41:15 AM,Nicole.Hamre_UWA,3/10/2022 3:41:15 AM,Nicole.Hamre_UWA,Other,,122.029341198898,-33.8541424873511
136,98b8b5ca-52a6-4d73-b426-89826e18128d,Boat,,Trolling,Lure,09:00,12:00,0,17,2,0,Herring,EndOfDay,,ff94835f-9150-48f2-96e0-4327660a5b03,3/10/2022 5:08:00 AM,Nicole.Hamre_UWA,3/10/2022 5:08:00 AM,Nicole.Hamre_UWA,No,,121.947240122664,-33.8827097827344
137,ad756891-36d6-442d-b159-d2e510301221,Boat,,Trolling,Lure,11:30,13:00,0,16,5,0,"Herring, king George",Weather,,e63247de-11c3-4bc3-846b-f6f105cff0ff,3/10/2022 5:15:44 AM,Nicole.Hamre_UWA,3/10/2022 5:15:44 AM,Nicole.Hamre_UWA,No,,121.910542639852,-33.8606155853598
138,89d10b01-c100-4498-becf-b82a4bf0d26f,Boat,,Diving,NA,09:30,11:30,33,6,0,0,"Crays, abalone ",EndOfDay,,a889cc23-d45a-43b6-b0a8-18d3088146c6,3/11/2022 3:45:09 AM,Nicole.Hamre_UWA,3/11/2022 5:18:14 AM,Nicole.Hamre_UWA,No,,121.90217040249,-33.9208030470181
139,7138d321-8db7-44a3-b0aa-538acfe02de4,Boat,,Casting,Bait,10:00,12:00,7,2,12,0,"Whiting, ",EndOfDay,,a42c33e6-80b3-42f2-91ab-a86b7f4eb74f,3/11/2022 3:53:48 AM,Nicole.Hamre_UWA,3/11/2022 3:53:48 AM,Nicole.Hamre_UWA,,,121.894948213507,-33.8804134195443
140,88870620-8e0f-445c-9913-a33e44d500e2,Boat,,Trolling,Lure,08:00,11:40,30,0,0,0,,Weather,,3005a3ab-6db3-4ea7-98d1-93c2a5a131f3,3/11/2022 3:57:21 AM,Nicole.Hamre_UWA,3/11/2022 3:57:21 AM,Nicole.Hamre_UWA,,,122.021296460339,-33.8769452209865
141,e0910706-d726-4010-bbfd-bdd7928cac6e,Boat,,Demersal,Bait,07:00,11:00,60,20,5,0,Nannegoie ,EndOfDay,,2aded400-6d81-4f4d-9335-599c57409147,3/11/2022 4:34:51 AM,Nicole.Hamre_UWA,3/11/2022 4:34:51 AM,Nicole.Hamre_UWA,No,,121.77998743522,-34.141373223101
142,815033d5-9f70-4487-a728-d14dc51eb08e,Boat,,Demersal,Bait,07:00,11:00,15,18,0,0,Whiting,ActivityChange,,6a43fec5-c1f7-4cf0-b30c-9ef6716505da,3/11/2022 4:47:55 AM,Nicole.Hamre_UWA,3/11/2022 4:47:55 AM,Nicole.Hamre_UWA,No,,121.996272556796,-33.833741287114
143,16402c26-fbe0-41d1-8987-ef8b2e58e268,Boat,,Demersal,Both,05:30,12:00,55,25,12,0,"Nannagui, break sea, swallowtail, sweep, ",Weather,,f8a7db3e-c71c-45d3-8da3-6d74a762d399,3/11/2022 5:00:25 AM,Nicole.Hamre_UWA,3/11/2022 5:00:25 AM,Nicole.Hamre_UWA,,,122.11352702865,-34.2042057139703
144,e162f75c-9e9a-4d59-9996-a55d4bdceb9f,Boat,,Demersal,Bait,08:00,12:00,60,30,10,0,"Nannagui, black ass, harlequin, sweet, ",BagLimit,,05ed24b2-9ed5-4f6d-b90a-e8b8235015ce,3/11/2022 5:05:34 AM,Nicole.Hamre_UWA,3/11/2022 5:05:34 AM,Nicole.Hamre_UWA,No,,122.265121195851,-34.1297439743997
145,da6e33c6-2b31-48c2-b7da-fe74a0b5e435,Boat,,Squidding,Lure,08:30,10:00,3,6,0,0,Squid,Weather,,171e86b4-34c5-4354-977a-010ef34136b8,3/12/2022 3:07:08 AM,Nicole.Hamre_UWA,3/12/2022 3:07:08 AM,Nicole.Hamre_UWA,No,,121.937275015097,-33.853373910955
146,f9fea0a2-797e-4012-a20c-77f140e8afaa,Boat,,Demersal,Both,07:30,10:30,35,6,2,0,"Queenie, nannygui, sweep ",ActivityChange,,819bedd5-4d4b-41ef-aee2-25255d6a5d86,3/12/2022 4:11:01 AM,Nicole.Hamre_UWA,3/12/2022 4:11:01 AM,Nicole.Hamre_UWA,No,,122.10272960682,-33.9869159568124
147,770ad937-d86f-414c-bf4a-4f6ab192176d,Boat,,Demersal,Bait, 06:0,09:00,15,17,2,0,Whiting,Explore,,e6b47979-b072-4abc-b0e1-dcff23573f2b,3/12/2022 4:35:49 AM,Nicole.Hamre_UWA,3/12/2022 4:35:49 AM,Nicole.Hamre_UWA,No,,122.002677660655,-33.8396674960316
148,770ad937-d86f-414c-bf4a-4f6ab192176d,Boat,,Trolling,Bait,10:00,12:15,35,0,0,0,,EndOfDay,,c60fd1e9-e847-4bff-a551-dd3e226e4264,3/12/2022 4:36:47 AM,Nicole.Hamre_UWA,3/12/2022 4:36:47 AM,Nicole.Hamre_UWA,,,121.992510459997,-33.9243972176665
149,2bac57ed-edf9-4393-9f8d-c27e2b733d11,Boat,,Demersal,Both,07:30,12:30,50,8,6,0,"Nannygui, black as blue grouper ",EndOfDay,,887ca475-0baf-42a2-93bc-582a3f118661,3/12/2022 5:32:31 AM,Nicole.Hamre_UWA,3/12/2022 5:32:31 AM,Nicole.Hamre_UWA,No,,122.105345261976,-34.0663451967987
150,6989c75c-5493-4583-bad9-39d2a8f79b96,Boat,,Demersal,Bait,09:00,13:15,2,2,1,0,"Queen, black ass",EndOfDay,,774b0199-2e8d-458b-a028-91a6f7f73e9e,3/12/2022 5:38:03 AM,Nicole.Hamre_UWA,3/12/2022 5:38:03 AM,Nicole.Hamre_UWA,No,,121.87292888084,-33.9265243945114
151,6c243cb5-b6ce-4b8c-9f9f-c3f40742a68e,Boat,,Demersal,Bait,08:00,14:00,33,5,12,0,"Queenie, black ass, nannygui ",EndOfDay,,404019b6-6ff1-4b50-bdb5-a3fb13afacea,3/12/2022 6:24:52 AM,Nicole.Hamre_UWA,3/12/2022 6:24:52 AM,Nicole.Hamre_UWA,No,,122.087588017616,-33.9961569276322
152,a340d541-752e-4d35-a556-3f344b640220,Boat,,Demersal,Bait,07:30,08:30,30,2,2,0,"Queenie, nannagui even ",LowCatch,,1c3365f0-c5e0-4f74-a595-1cd6f2e75aba,3/12/2022 6:40:24 AM,Nicole.Hamre_UWA,3/12/2022 6:40:24 AM,Nicole.Hamre_UWA,No,,121.980238189524,-33.8613279563546
153,a340d541-752e-4d35-a556-3f344b640220,Boat,,Demersal,Bait,09:00,13:30,40,6,4,0,"Nannagui, black ass, harlequin ",EndOfDay,,80845636-e707-4fcc-909f-115664b2f0c6,3/12/2022 6:42:32 AM,Nicole.Hamre_UWA,3/12/2022 6:42:32 AM,Nicole.Hamre_UWA,No,,122.175040761342,-34.0525954927706
154,e136992d-e229-462e-bc82-824809d83ed1,Boat,,Demersal,Bait,10:00,14:00,60,30,15,2,"Queenie, nannagui even, blue grouper ",BagLimit,,8ef93329-0cfc-4c74-b076-189db4d89fba,3/12/2022 7:23:11 AM,Nicole.Hamre_UWA,3/12/2022 7:23:11 AM,Nicole.Hamre_UWA,No,,121.826431902071,-34.0671418503705
155,0e3ee5cb-185b-4972-a837-d1ca84e6cc12,Boat,,Trolling,Lure,09:00,10:00,0,2,0,0,Blue fish tuna,Other,,278bca3c-0914-423e-b5d1-2eec4b84ab9d,3/9/2022 1:54:28 AM,Nicole.Hamre_UWA,3/9/2022 1:54:28 AM,Nicole.Hamre_UWA,No,No,121.871885355586,-33.9266405448699
156,c2ca509e-eb8a-4aa6-aae2-2b36289cc47a,Boat,,Trolling,Lure,09:30,11:30,0,2,0,0,Oriental Benito,EndOfDay,,85560f8e-9b36-4fc8-ab98-df760f437ff1,3/9/2022 3:58:35 AM,Nicole.Hamre_UWA,3/9/2022 3:58:35 AM,Nicole.Hamre_UWA,No,No,121.886768843537,-33.9303991269271
157,56457d9b-2660-40e3-bd9a-272827d09af5,Boat,,Trolling,Lure,07:00,10:00,15,3,0,0,"Tuna, Benito ",EndOfDay,,04169f09-b267-4105-bcfb-3e6ad27e1f48,3/10/2022 2:34:40 AM,Nicole.Hamre_UWA,3/10/2022 2:34:40 AM,Nicole.Hamre_UWA,No,,121.997247563951,-33.9413585784669
158,efddb797-1c2e-4cb3-af04-3bc6a29c4c20,Boat,,Demersal,Bait,07:00,10:30,32,1,1,0,Queeny,ActivityChange,,67bf5060-be30-40c0-9125-b48c9c99af3e,3/10/2022 2:47:50 AM,Nicole.Hamre_UWA,3/10/2022 2:47:50 AM,Nicole.Hamre_UWA,No,,122.005535041674,-33.9159717859817
159,2e7257f7-9ed2-4623-a625-1fc038e4c219,Boat,,Demersal,Bait,05:00,11:45,6,18,12,0,Whiting squid,Weather,,e02204a5-d78f-4e3f-961b-61dd22af1dc3,3/10/2022 4:15:42 AM,Nicole.Hamre_UWA,3/10/2022 4:15:42 AM,Nicole.Hamre_UWA,No,,122.098536867555,-33.972195097889
160,f71c1a9e-093f-4e6c-9963-4b5e1c8b932d,Boat,,Demersal,Bait,08:30,12:15,8,50,50,0,"Herring, sandwhiting ",Weather,,abc91af0-8b74-4bec-88b4-6ab979f9bdc1,3/10/2022 4:38:06 AM,Nicole.Hamre_UWA,3/10/2022 4:38:06 AM,Nicole.Hamre_UWA,,,122.005439957696,-33.8387966754551
161,67a38e21-eaa7-49a9-84c7-a6d146f08412,Boat,,Casting,Bait,07:30,12:40,10,34,12,0,"Herring, mackerel ",ActivityChange,,d6f31db8-bcb0-458e-81e7-d754d4cec985,3/10/2022 4:43:32 AM,Nicole.Hamre_UWA,3/10/2022 4:43:32 AM,Nicole.Hamre_UWA,,,121.902619843101,-33.919567259219
162,5248bf72-4f16-4e85-8971-bf3d1b1df700,Boat,,Demersal,Bait,09:30,13:00,20,20,10,0,"Herring, whiting ",EndOfDay,,077bae4d-b9be-496f-9738-26796dd69b63,3/10/2022 5:29:26 AM,Nicole.Hamre_UWA,3/10/2022 5:29:26 AM,Nicole.Hamre_UWA,,,121.811523546956,-33.9009529824973
163,f25e0634-5d70-419e-a875-9c0ad821d158,Boat,,Demersal,Bait,07:30,13:00,70,20,8,0,"Nanniguie, blackasd ",Weather,,72a01567-017b-447c-9d47-5f233fb11f9c,3/10/2022 6:13:02 AM,Nicole.Hamre_UWA,3/10/2022 6:13:02 AM,Nicole.Hamre_UWA,,,122.047747047554,-34.2401223922515
164,26ad0a3e-a8b0-453d-9172-3f1ec0412814,Boat,,Demersal,Both,06:30,09:30,12,30,12,0,"Herring, king George",EndOfDay,,3f3167ac-33cd-4439-8198-ab60175d8552,3/11/2022 2:04:03 AM,Nicole.Hamre_UWA,3/11/2022 2:04:03 AM,Nicole.Hamre_UWA,No,No,121.992795918543,-33.8533366494758
165,269cf01c-6ccb-48e9-b705-21e13819b151,Boat,,Demersal,Bait,10:00,11:00,35,0,5,0,0,Weather,,59fc5d95-5f69-427b-9648-fca99fa4eee3,3/11/2022 4:31:54 AM,Nicole.Hamre_UWA,3/11/2022 4:31:54 AM,Nicole.Hamre_UWA,No,No,121.89278361054,-33.9322241195413
166,c01501e7-f69b-43dc-b803-fb5662b835d4,Boat,,Demersal,Bait,07:00,11:00,77,30,8,0,"Nanniguie, break sea cod, sweep, queenie",EndOfDay,,50d81933-b181-4cd9-89cc-3a5ae4693604,3/11/2022 4:43:30 AM,Nicole.Hamre_UWA,3/11/2022 4:43:30 AM,Nicole.Hamre_UWA,No,No,121.805748603185,-34.1472639421198
