"","mObjID","mGlobID","# Interviewer","# Site","Screen: 18+","Screen: Have you been surveyed in the last 2 weeks?","Agreement to participate","Are you/have you been a resident, got a holiday home here or been here over 3 months?","If here for less than 3 months, how many DAYS will you be in the area in total on this trip?","While you are on your trip, do you have access to a motorised boat/jetski (private/rental)?","If YES, how many DAYS out of your trip will you be going out on a boat in total?","How many DAYS of your trip will you be doing coastal shore based activities in total?","Excluding this trip, how many times have you been to the area in the last 12 month?","created_date","Are you of Aboriginal or Torres Strait Islander origin?","Do you identify as a TO in this region?","mLong","mLat","exObjID","exGUID","# Is this a boat based or shore based activity?","If RECALL, what date did they go fishing?","What type of fishing did you do?","Did you use bait or lure?","What time did you START fishing at this site?","What time did you STOP fishing at this site?","What was your maximum hook depth (m) at this site?","Number of fish kept undamaged at this site?","How many fish did you release at this site?","How many shark bite offs did you get at this site?","What species of fish did you keep?","Why did you leave this site?","Comments.x","exGlobID","Did anything detract from the experience you had at this site?","If of Aboriginal or Torres Strait Islander origin, was this activity undertaken for a customary purpose?.x","exLong","exLat","exActivityType","nexObjID","nexGlobID","nexGUID","# Is this a boat-based or shore-based activity?","If RECALL, what date did they participant do the activity?","What activity did you do?","What time did you START the activity?","What time did you STOP the activity?","If DIVING, what was your maximum depth (m)?","Why did you CHOOSE this site?","Why did you LEAVE this site?","How many DAYS have you done this activity in the last 12 months?","How many YEARS have you been doing this activity?","Comments.y","Did anything detract from your experience at this site?","If of Aboriginal or Torres Strait Islander origin, was this activity undertaken for a customary purpose?.y","nexLong","nexLat","nexActivityType","aObjID","aGlobID","aGUID","How many days have you fished in the last 12 months?","How many years have you been fishing for?","Are you a scuba diver? If so, what is your certification?","If SCUBA DIVER, how many dives have you done?","What year were you born?","What is your postcode?","If VISITOR, where are you staying?","# Female or Male","# Number of females in party (excluding participant)","# Number of males in party (excluding participant)","# Number of girls in party","# Number of boys in party","# Boat Length (m)","# Boat number and/or name","Comments"
"73",65,"be8a3801-d779-4c30-b1dd-24c6590bab15","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/19/2022 4:08:37 AM",NA,NA,121.931221449857,-33.8335092861205,62,"be8a3801-d779-4c30-b1dd-24c6590bab15","Boat",NA,"Casting","Bait","08:20","11:45",23,15,15,1,"Whiting","Weather","Sea sickness,","99344c64-3864-4484-a7b7-f160a83ec55c","Conditions",NA,121.89892337542,-33.8909370409846,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,"29cc3340-3b71-4a25-ade7-72fb6a981c31","be8a3801-d779-4c30-b1dd-24c6590bab15",12,45,"None",NA,1968,6450,"Esperance","Female",1,2,1,2,7,NA,NA
"74",66,"3783f8f8-18d2-41a6-a1c1-51b39a4320f8","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/19/2022 4:16:11 AM",NA,NA,121.931194534535,-33.8337800569839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"5ec5edb8-e992-42db-abd7-1b9bfa2ac93f","3783f8f8-18d2-41a6-a1c1-51b39a4320f8","Boat",NA,"Other","10:30",12:00:00,NA,"NaturalSurroundings","ActivityChange",12,12,"Swinging",NA,NA,121.855225272192,-33.8886475062523,"NonExtractive",56,"b8792bf2-ba32-40ab-a98f-d885c7584ddd","3783f8f8-18d2-41a6-a1c1-51b39a4320f8",12,12,"None",NA,1976,6450,"Esperance","Female",NA,1,1,1,6,"Du613",NA
"75",67,"97586454-4fd6-452b-a16b-87203e01e829","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/19/2022 4:24:53 AM",NA,NA,121.931163887611,-33.8334443896335,63,"97586454-4fd6-452b-a16b-87203e01e829","Boat",NA,"Trolling","Lure","08:30","09:30",24,0,0,0,NA,"Explore",NA,"81e3c235-22cd-4f92-9648-ea33d4c08246",NA,NA,122.006442084091,-34.0334604472799,"Extractive",15,"2e645247-15a3-45fa-a626-145257974d19","97586454-4fd6-452b-a16b-87203e01e829","Boat",NA,"Other","07:30",08:00:00,NA,"Explore","ActivityChange",1,1,"Photography",NA,NA,122.094299573649,-33.9870467713118,"NonExtractive",57,"e5fbef54-47d8-4f12-9ca2-a23df5c2f5f4","97586454-4fd6-452b-a16b-87203e01e829",40,50,"None",NA,1963,6450,"Esperance","Male",NA,NA,NA,NA,7,"Go967",NA
"76",67,"97586454-4fd6-452b-a16b-87203e01e829","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/19/2022 4:24:53 AM",NA,NA,121.931163887611,-33.8334443896335,64,"97586454-4fd6-452b-a16b-87203e01e829","Boat",NA,"Demersal","Bait","10:00","10:45",25,0,2,0,NA,"Explore",NA,"1741ebed-e6b8-4ffa-9a2a-97cd02c7e7d0",NA,NA,121.969091113741,-34.0187487014679,"Extractive",15,"2e645247-15a3-45fa-a626-145257974d19","97586454-4fd6-452b-a16b-87203e01e829","Boat",NA,"Other","07:30",08:00:00,NA,"Explore","ActivityChange",1,1,"Photography",NA,NA,122.094299573649,-33.9870467713118,"NonExtractive",57,"e5fbef54-47d8-4f12-9ca2-a23df5c2f5f4","97586454-4fd6-452b-a16b-87203e01e829",40,50,"None",NA,1963,6450,"Esperance","Male",NA,NA,NA,NA,7,"Go967",NA
"77",67,"97586454-4fd6-452b-a16b-87203e01e829","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/19/2022 4:24:53 AM",NA,NA,121.931163887611,-33.8334443896335,65,"97586454-4fd6-452b-a16b-87203e01e829","Boat",NA,"Demersal","Bait","11:00","11:30",25,0,5,0,NA,"EndOfDay",NA,"868c507a-81f8-49f0-b3ed-0b8fcd653da4",NA,NA,122.017998016397,-33.9552514634618,"Extractive",15,"2e645247-15a3-45fa-a626-145257974d19","97586454-4fd6-452b-a16b-87203e01e829","Boat",NA,"Other","07:30",08:00:00,NA,"Explore","ActivityChange",1,1,"Photography",NA,NA,122.094299573649,-33.9870467713118,"NonExtractive",57,"e5fbef54-47d8-4f12-9ca2-a23df5c2f5f4","97586454-4fd6-452b-a16b-87203e01e829",40,50,"None",NA,1963,6450,"Esperance","Male",NA,NA,NA,NA,7,"Go967",NA
"78",68,"443c5b72-922d-489e-9b6b-323f1cf6b92d","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/19/2022 4:40:22 AM",NA,NA,121.931293686084,-33.8336817096611,66,"443c5b72-922d-489e-9b6b-323f1cf6b92d","Boat",NA,"Trolling","Lure","08:30","09:00",2,0,0,0,NA,"LowCatch",NA,"319fba48-446c-4079-b582-d717e35fb4ab",NA,NA,121.902414649025,-33.9181602385661,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,"834c3542-24fb-4744-b0ab-bfd2e47e1740","443c5b72-922d-489e-9b6b-323f1cf6b92d",30,9,"None",NA,2000,6450,"Esperance","Male",NA,1,NA,NA,4,"Gn359",NA
"79",68,"443c5b72-922d-489e-9b6b-323f1cf6b92d","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/19/2022 4:40:22 AM",NA,NA,121.931293686084,-33.8336817096611,67,"443c5b72-922d-489e-9b6b-323f1cf6b92d","Boat",NA,"Casting","Bait","09:30","11:00",11,4,3,0,"Herring","Weather",NA,"a08d4f92-a959-42f4-b88b-5f3189b4cb69",NA,NA,121.855746132461,-33.8890662918526,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,"834c3542-24fb-4744-b0ab-bfd2e47e1740","443c5b72-922d-489e-9b6b-323f1cf6b92d",30,9,"None",NA,2000,6450,"Esperance","Male",NA,1,NA,NA,4,"Gn359",NA
"80",69,"fcedcde4-5035-49e4-abdb-aee8f3cdf541","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/19/2022 4:50:14 AM",NA,NA,121.931069646252,-33.8336790345621,68,"fcedcde4-5035-49e4-abdb-aee8f3cdf541","Boat",NA,"Trolling","Lure","08:00","09:00",5,0,0,0,NA,"Explore",NA,"90bfd2a4-e427-45b7-8930-624913bb379c",NA,NA,122.002831539368,-34.0464593205531,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,"b5d63352-93c4-4716-bf8e-518df3374c11","fcedcde4-5035-49e4-abdb-aee8f3cdf541",3,30,"None",NA,1985,6450,"Esperance","Male",NA,1,NA,NA,4,"83430",NA
"81",69,"fcedcde4-5035-49e4-abdb-aee8f3cdf541","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/19/2022 4:50:14 AM",NA,NA,121.931069646252,-33.8336790345621,69,"fcedcde4-5035-49e4-abdb-aee8f3cdf541","Boat",NA,"Demersal","Bait","09:30","12:00",20,0,15,0,NA,"Weather",NA,"1cf4f421-4158-40b4-aada-29430f93a398",NA,NA,122.0470904761,-33.964424974512,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,"b5d63352-93c4-4716-bf8e-518df3374c11","fcedcde4-5035-49e4-abdb-aee8f3cdf541",3,30,"None",NA,1985,6450,"Esperance","Male",NA,1,NA,NA,4,"83430",NA
"82",70,"3d61651b-35c8-42f5-ae6b-1465e738d0f6","EH","BandyCreekBR","Yes","No","NE","Yes",NA,"Yes",NA,NA,0,"2/19/2022 4:56:36 AM",NA,NA,121.930828465667,-33.8331800133575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",71,"da74e667-bb5f-4409-ba2c-9c3f043fa2f8","EH","BandyCreekBR","Yes","Yes","Yes","Yes",NA,"Yes",NA,NA,0,"2/19/2022 5:03:00 AM",NA,NA,121.930884710983,-33.8333449069617,70,"da74e667-bb5f-4409-ba2c-9c3f043fa2f8","Boat",NA,"Casting","Bait","04:30","12:00",50,2,5,0,"Blue fin tuna","Weather",NA,"73c79657-66ed-4746-abb5-72555a35aeac",NA,NA,121.887053038154,-33.9168055338437,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"b47dae0d-7595-41a4-af94-6c09e27e818f","da74e667-bb5f-4409-ba2c-9c3f043fa2f8",12,40,"None",NA,1976,6450,"Esperance","Male",NA,NA,NA,NA,5,"Cu900",NA
"84",72,"88ae9399-037e-41e0-a7d7-5970e27d8280","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/19/2022 5:07:31 AM",NA,NA,121.931306569722,-33.8339600627586,71,"88ae9399-037e-41e0-a7d7-5970e27d8280","Boat",NA,"Trolling","Lure","07:00","08:30",3,0,0,0,NA,"Weather",NA,"d8baeeb2-b54a-48a9-a503-8b98d79ca240","Conditions",NA,121.905240388685,-33.9181679793588,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"99ceb7aa-5f41-417d-8de9-25c91c74c032","88ae9399-037e-41e0-a7d7-5970e27d8280",20,40,"None",NA,1975,6450,"Esperance","Male",NA,NA,NA,1,6,"Silver ace",NA
"85",72,"88ae9399-037e-41e0-a7d7-5970e27d8280","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/19/2022 5:07:31 AM",NA,NA,121.931306569722,-33.8339600627586,72,"88ae9399-037e-41e0-a7d7-5970e27d8280","Boat",NA,"Trolling","Lure","09:00","11:00",3,5,2,0,"Blue fin tuna","ActivityChange",NA,"3d20668f-f2c1-4746-9e0d-9971614608e8",NA,NA,122.022944230183,-33.8791346291289,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"99ceb7aa-5f41-417d-8de9-25c91c74c032","88ae9399-037e-41e0-a7d7-5970e27d8280",20,40,"None",NA,1975,6450,"Esperance","Male",NA,NA,NA,1,6,"Silver ace",NA
"86",72,"88ae9399-037e-41e0-a7d7-5970e27d8280","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/19/2022 5:07:31 AM",NA,NA,121.931306569722,-33.8339600627586,73,"88ae9399-037e-41e0-a7d7-5970e27d8280","Boat",NA,"Demersal","Lure","11:00","12:00",25,1,2,0,"Harlequin","ActivityChange",NA,"e6c7da05-1db8-4415-8857-c352be50ba6d",NA,NA,122.013731575753,-33.9679144749454,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"99ceb7aa-5f41-417d-8de9-25c91c74c032","88ae9399-037e-41e0-a7d7-5970e27d8280",20,40,"None",NA,1975,6450,"Esperance","Male",NA,NA,NA,1,6,"Silver ace",NA
"87",73,"a1e5b056-77da-48e8-be2c-6f5762c26e08","EH","BandyCreekBR","Yes","No","Yes","Yes","2","Yes","2","2",0,"2/19/2022 5:13:41 AM",NA,NA,121.931258867384,-33.8325130319403,74,"a1e5b056-77da-48e8-be2c-6f5762c26e08","Boat",NA,"Demersal","Bait","06:00","12:45",28,5,25,0,"Black ass, queens,","Weather",NA,"480da055-1405-40f5-9747-5eb944fd6768",NA,NA,121.865630286549,-33.8909658470603,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,"bedd093e-44ee-48d2-91f9-855a94aa5e23","a1e5b056-77da-48e8-be2c-6f5762c26e08",280,45,"None",NA,1961,6430,"Esperance","Male",NA,1,NA,NA,7,"Eo195",NA
"88",74,"7ea34af3-4664-4006-967e-cd1bde677861","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/19/2022 5:17:54 AM",NA,NA,121.9308571884,-33.8336591694317,75,"7ea34af3-4664-4006-967e-cd1bde677861","Boat",NA,"Demersal","Bait","06:00","12:30",60,40,10,0,"Sand whiting,","Weather",NA,"96f17c37-8530-4647-865f-ae33c7c00fd0",NA,NA,121.863691875778,-33.8914058219327,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,"cac3e0c1-f9dd-4c1a-b31d-04d4fe8ed2ee","7ea34af3-4664-4006-967e-cd1bde677861",4,45,"None",NA,1958,6450,"Esperance","Male",NA,1,NA,NA,6,"90529",NA
"89",75,"271b9b6c-327a-4c5c-b585-4f33c4abfa3f","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/19/2022 5:23:56 AM",NA,NA,121.931703691553,-33.8337725450758,76,"271b9b6c-327a-4c5c-b585-4f33c4abfa3f","Boat",NA,"Demersal","Bait","7:30","13:00",50,10,2,0,"Nanniguie, queen fish, break sea cod, swallowtail,","Weather",NA,"181e4789-1c1e-4407-8bdc-af8e544c2920",NA,NA,122.030060341606,-34.043049303391,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,"39a49bf6-5348-4ea7-b764-30d57373ff35","271b9b6c-327a-4c5c-b585-4f33c4abfa3f",8,50,"None",NA,1951,6450,"Esperance","Male",NA,2,NA,NA,6,"54607",NA
"90",76,"2c63b783-efcb-4aa7-ad8d-f9b5486436f0","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/19/2022 5:29:27 AM",NA,NA,121.930832903344,-33.8338607135089,77,"2c63b783-efcb-4aa7-ad8d-f9b5486436f0","Boat",NA,"Demersal","Bait","07:00","11:30",60,29,15,1,"Harlequin, western blue devil, cuttlefish, black ass, queen snapper","BagLimit",NA,"34c83b2a-f37f-4bff-8eb9-4f021c4c24b8",NA,NA,122.244547476157,-34.1633939343294,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,"d1bc3080-f98e-4f13-afc5-228d4c9cbb08","2c63b783-efcb-4aa7-ad8d-f9b5486436f0",15,40,"None",NA,1969,6450,"Esperance","Male",NA,2,NA,NA,6,"33261",NA
"91",77,"7ad0b93e-4ba7-486f-b539-40142d477788","EH","BandyCreekBR","Yes","Yes","Yes","Yes",NA,"Yes",NA,NA,0,"2/19/2022 5:36:51 AM",NA,NA,121.929719281649,-33.8344245929533,78,"7ad0b93e-4ba7-486f-b539-40142d477788","Boat",NA,"Casting","Bait","07:00","12:30",55,10,5,0,"Nanneguie, break sea cod, blue grouper, queeny","Weather",NA,"641be7ac-5da2-40a8-a075-06c468818c00",NA,NA,121.989951753539,-34.1207957681094,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,"824e5e65-7d6b-403a-a69a-3a4db7088bc7","7ad0b93e-4ba7-486f-b539-40142d477788",100,35,"None",NA,1971,6450,"Esperance","Male",NA,1,NA,NA,6,"Gs185",NA
"92",78,"c567f82a-55d0-4314-85ee-560d20d3ad5a","EH","BandyCreekBR","Yes","No","Yes","Yes","4","Yes","4","0",2,"2/19/2022 6:17:18 AM",NA,NA,121.931357559894,-33.8336210852582,79,"c567f82a-55d0-4314-85ee-560d20d3ad5a","Boat",NA,"Demersal","Bait","08:30","13:00",25,8,0,0,"Black ass cod, harlequin, salmon","Weather",NA,"3e50b82e-cac9-4b05-9a53-164a647be3db",NA,NA,121.676358121811,-34.0090171108147,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,"66030fc3-43ca-471f-af14-2ca5df03bb42","c567f82a-55d0-4314-85ee-560d20d3ad5a",8,40,"None",NA,1968,6420,"Esperance","Male",NA,1,NA,NA,4,"E8416","No to the marine park, they like fishing. They believe there should be places to wash down your boat. More toilet facilities needed too. Seemed to listen when told that marine parks are not all no fishing zones."
"93",79,"0a5b8863-8140-4542-91eb-ceee62f8b002","EH","BandyCreekBR","Yes","No","Yes","No","7","Yes","1","7",0,"2/19/2022 6:28:16 AM",NA,NA,121.931157424232,-33.8331749869776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"2695611d-70ed-4d19-9d4a-8afc1b58004e","0a5b8863-8140-4542-91eb-ceee62f8b002","Boat",NA,"Snorkeling","07:30",10:00:00,NA,"NaturalSurroundings","EndOfDay",100,12,NA,NA,NA,122.001141846946,-33.9578697133729,"NonExtractive",68,"39d1c7df-daa5-494f-b026-2beb2453fef8","0a5b8863-8140-4542-91eb-ceee62f8b002",35,20,"OW",10,1993,4565,"Esperance","Male",2,NA,NA,NA,8,"Ey801",NA
"94",80,"dcf47047-6c74-4e58-9e25-dfbb783e3919","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/19/2022 7:02:13 AM",NA,NA,121.931311333488,-33.8332592511842,80,"dcf47047-6c74-4e58-9e25-dfbb783e3919","Boat",NA,"Demersal","Both","06:30","14:00",65,9,12,0,"Nanniguie, gummy shark, black ass,","Weather",NA,"88d9dd83-9064-45de-a9ae-5cd019ef96c7","Conditions",NA,122.233677217128,-34.2468074095418,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,"a9e3d8c1-6da3-484c-8666-7564fc556730","dcf47047-6c74-4e58-9e25-dfbb783e3919",50,20,"None",NA,1998,6450,"Esperance","Male",NA,3,NA,NA,8,"Eu799","Asked about marine park and were very willing to listen"
"95",81,"76ddcb46-0c4e-4441-bd9e-3d890a74d6e6","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/22/2022 1:56:47 AM",NA,NA,121.894188276505,-33.8651313677191,81,"76ddcb46-0c4e-4441-bd9e-3d890a74d6e6","Boat",NA,"Casting","Lure","08:00","09:55",0,24,100,0,"Herring","EndOfDay",NA,"fc7b9398-3e40-46b4-8894-3d321d50b3b9",NA,NA,121.902528916526,-33.8532964240394,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"8b991af8-0f28-406b-99f2-5df2e08010a5","76ddcb46-0c4e-4441-bd9e-3d890a74d6e6",0,62,"None",0,1952,6450,"Esperance","Male",0,2,0,0,NA,"90856",NA
"96",82,"15590a95-c762-42b4-8e38-6f479473bd1e","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/22/2022 3:43:15 AM",NA,NA,121.893983569317,-33.8654891865764,82,"15590a95-c762-42b4-8e38-6f479473bd1e","Boat","2/22/2022 3:43:57 AM","Cray",NA,"10:40","11:10",26,10,0,0,"Abalone","BagLimit","Scuba diving","5160b5dd-2842-4cc8-8721-deec50860fae",NA,NA,121.901858942208,-33.9254288679162,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,"5e5ab559-af5c-47d7-b4e1-3eac708af8ba","15590a95-c762-42b4-8e38-6f479473bd1e",42,40,"AOW",500,1963,0,"Esperance","Male",1,0,0,0,4,"GB557","Avidity for extractive diving, only fishing he does"
"97",82,"15590a95-c762-42b4-8e38-6f479473bd1e","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/22/2022 3:43:15 AM",NA,NA,121.893983569317,-33.8654891865764,83,"15590a95-c762-42b4-8e38-6f479473bd1e","Boat","2/19/2022 3:51:30 AM","Cray",NA,"09:00","09:39",29,2,0,0,"Cray","Other","No air, scuba diving","98018f20-4c01-43d6-a007-443a168388b7",NA,NA,122.22561431104,-33.9922200531184,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,"5e5ab559-af5c-47d7-b4e1-3eac708af8ba","15590a95-c762-42b4-8e38-6f479473bd1e",42,40,"AOW",500,1963,0,"Esperance","Male",1,0,0,0,4,"GB557","Avidity for extractive diving, only fishing he does"
"98",82,"15590a95-c762-42b4-8e38-6f479473bd1e","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/22/2022 3:43:15 AM",NA,NA,121.893983569317,-33.8654891865764,84,"15590a95-c762-42b4-8e38-6f479473bd1e","Boat","2/19/2022 3:52:48 AM","Cray",NA,"11:00","11:30",24,4,0,0,"4 abalone, 1 cray","Other","No air, scuba diving","95a399a8-272a-43ef-8786-8478be7d293c",NA,NA,122.227685148755,-33.9901177127873,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,"5e5ab559-af5c-47d7-b4e1-3eac708af8ba","15590a95-c762-42b4-8e38-6f479473bd1e",42,40,"AOW",500,1963,0,"Esperance","Male",1,0,0,0,4,"GB557","Avidity for extractive diving, only fishing he does"
"99",83,"1ad75c2b-5aaf-47dd-a8cc-2c8069b590d2","NSH","EsperanceBR","Yes","Yes","Yes","Yes",NA,"Yes",NA,NA,0,"2/22/2022 4:17:09 AM",NA,NA,121.894190158476,-33.8646769916126,85,"1ad75c2b-5aaf-47dd-a8cc-2c8069b590d2","Boat",NA,"Demersal","Bait","08:30","12:00",45,5,2,0,"Blue morwong, breaksea cod, blue devil","EndOfDay",NA,"8a478cfb-3cea-4bbc-af50-17664b89238a",NA,NA,121.87663777851,-33.9280215239494,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,"e418fa23-ffd7-43a1-bea6-654b6ec17070","1ad75c2b-5aaf-47dd-a8cc-2c8069b590d2",100,60,"None",0,1951,0,"Esperance","Male",0,1,0,0,4,"DX350",NA
"100",84,"282d3f35-d0cd-4678-9cbf-455d021c089f","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/22/2022 4:48:36 AM",NA,NA,121.894188276505,-33.8651313677191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"dd176bc7-de51-43a7-a986-727b273c2e1f","282d3f35-d0cd-4678-9cbf-455d021c089f","Boat",NA,"JetSki","11:90",12:45:00,NA,"Access","Weather",1,4,NA,NA,NA,121.906288136021,-33.8798356647241,"NonExtractive",73,"ee43f073-aa6a-4f62-aca9-00e6ba964e3a","282d3f35-d0cd-4678-9cbf-455d021c089f",7,27,"None",NA,1990,0,"Esperance","Male",0,0,0,0,3,"Gm620",NA
"101",85,"f961cc07-f0c7-4fbd-a3d2-d9890a9f2f4a","NSH","EsperanceBR","Yes","No","No","No",NA,"Yes",NA,NA,0,"2/26/2022 1:35:50 AM",NA,NA,121.89375221091,-33.8637716507393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",86,"175d1c3c-38b0-4ae7-a973-9af6e2eb2509","NSH","EsperanceBR","Yes","No","Yes","No","2","Yes","1","0",6,"2/26/2022 1:54:12 AM",NA,NA,121.894219027634,-33.8657920906764,86,"175d1c3c-38b0-4ae7-a973-9af6e2eb2509","Boat",NA,"Demersal","Bait","07:00","09:45",50,1,2,0,"Blue fin tuna","ActivityChange",NA,"c3b46cdc-2fa2-4771-a3da-6c1784422d12","Conditions",NA,121.859800253593,-33.8913999302527,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,"28823897-7edd-4978-8077-23523e1ac8ef","175d1c3c-38b0-4ae7-a973-9af6e2eb2509",6,50,"None",0,1959,6071,"Esperance","Male",1,1,0,0,5,"75708",NA
"103",87,"bba0a9bd-5d4d-4e86-bc35-7ac22f1c0ec8","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,0,"2/17/2022 2:12:40 AM",NA,NA,121.931554546961,-33.8333601957516,87,"bba0a9bd-5d4d-4e86-bc35-7ac22f1c0ec8","Boat","2/17/2022 2:13:36 AM","Trolling","Lure","07:00","10:00",30,1,0,0,"Snook","EndOfDay",NA,"75fb2b7d-16b8-40e0-8bee-ea8430c590f1",NA,NA,121.912876722573,-33.9157347334301,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,"d3f8107a-8cb0-48a7-8091-2e4e7fe1d60b","bba0a9bd-5d4d-4e86-bc35-7ac22f1c0ec8",52,20,"OW",400,1989,6450,"Esperance","Male",NA,NA,NA,NA,4,"Ey540",NA
