GlobalID,GUID for meta,# Interviewer,# Site,Screen: 18+,Screen: Have you done this survey recently? ,Agreement to participate,"Are you/have you been a resident, got a holiday home here or been here over 3 months?","If here for less than 3 months, how many DAYS will you be in the area in total on this trip?","While you are on your trip, do you have access to a motorised boat/jetski (private/rental)?","If YES, how many DAYS out of your trip will you be going out on a boat in total? ",How many DAYS of your trip will you be doing coastal shore based activities in total? ,"Excluding this trip, how many times have you been to the area in the last 12 month?",created_user,created_date,last_edited_user,last_edited_date,Are you of Aboriginal or Torres Strait Islander origin?,Are you a Traditional Owner of the region?,x,y
05A82126-6C04-46D6-8C92-AEBBB78F2A8B,NA,NSH,EsperanceBR,Yes,No,Yes,Yes,5,Yes,1,3,0,Nicole.Hamre_UWA,19/2/22,Nicole.Hamre_UWA,19/2/22,NA,NA,121.8936012,-33.86464255
4E0C97DF-F4E1-45B4-AD54-C0DC16F8470C,NA,NSH,EsperanceBR,Yes,No,No,Yes,NA,Yes,1,3,0,Nicole.Hamre_UWA,19/2/22,Nicole.Hamre_UWA,19/2/22,NA,NA,121.8938262,-33.86465725
38649731-BAD5-4AB5-99D2-470BE1D85D8B,NA,NSH,EsperanceBR,Yes,Yes,No,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,19/2/22,Nicole.Hamre_UWA,19/2/22,NA,NA,121.8938262,-33.86465725
99541474-93FF-4B55-AF57-8615892206F5,NA,NSH,EsperanceBR,Yes,Yes,No,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,19/2/22,Nicole.Hamre_UWA,19/2/22,NA,NA,121.8943645,-33.86557763
E2C71F7C-ED3B-4B6C-A4DD-23495340D369,NA,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,19/2/22,Nicole.Hamre_UWA,19/2/22,NA,NA,121.8941883,-33.86513137
03725EB2-3931-4F63-AA4F-7B85B962B03E,NA,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,19/2/22,Nicole.Hamre_UWA,19/2/22,NA,NA,121.893999,-33.8657242
8E74FB7B-1697-45FF-99E2-A74617EA22CE,NA,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,19/2/22,Nicole.Hamre_UWA,19/2/22,NA,NA,121.9311038,-33.8339322
08F70467-6C0B-4AF2-BC5E-A892AB8A700D,NA,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,19/2/22,Nicole.Hamre_UWA,19/2/22,NA,NA,121.9312818,-33.83347821
CC6C0986-C741-4F81-8A96-1B78BF3D6E51,NA,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,19/2/22,Nicole.Hamre_UWA,19/2/22,NA,NA,121.9314985,-33.83340552
D7FF377E-DADF-427C-90D5-15E4B96A29F3,NA,NSH,BandyCreekBR,Yes,Yes,No,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,19/2/22,Nicole.Hamre_UWA,19/2/22,NA,NA,121.9311038,-33.8339322
3C09CFF3-29FC-4311-99D5-7185C3A16A96,NA,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,19/2/22,Nicole.Hamre_UWA,19/2/22,NA,NA,121.930806,-33.83399902
DB10FEC0-C528-4A62-B252-D28B6C06E265,NA,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,19/2/22,Nicole.Hamre_UWA,19/2/22,NA,NA,121.9314655,-33.83356267
D2D03996-FACA-47E5-A2EE-0DFA613C95EF,NA,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,19/2/22,Nicole.Hamre_UWA,19/2/22,NA,NA,121.9311038,-33.8339322
3A5F1A2B-9CCD-4C77-B7B5-2FFB891A1601,NA,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,19/2/22,Nicole.Hamre_UWA,19/2/22,NA,NA,121.9315095,-33.83333774
49E1E9CB-9B9B-47C2-BA99-33679C1094EE,NA,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,22/2/22,Nicole.Hamre_UWA,22/2/22,NA,NA,121.9306815,-33.83362759
8111A384-2BF9-4C4A-9B1E-ABAB8C98F4D7,NA,EH,BandyCreekBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,22/2/22,Nicole.Hamre_UWA,22/2/22,NA,NA,121.9310715,-33.83368661
C9D6C970-69C5-4D98-B565-D07085ADCFBD,NA,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,22/2/22,Nicole.Hamre_UWA,22/2/22,NA,NA,121.9310483,-33.83317657
1329C3A8-8BC5-4AE3-A9B5-DEB11CB5D8B4,NA,EH,BandyCreekBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,22/2/22,Nicole.Hamre_UWA,22/2/22,NA,NA,121.9313615,-33.83376437
A5F28630-2646-4BFB-949F-5FED2CB9034F,NA,EH,BandyCreekBR,Yes,Yes,No,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,22/2/22,Nicole.Hamre_UWA,22/2/22,NA,NA,121.9312854,-33.83416388
587038C5-3B90-4E50-A999-A0FC76AFFC7A,NA,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,22/2/22,Nicole.Hamre_UWA,22/2/22,NA,NA,121.9312684,-33.8333128
CA992115-75A7-4A71-9F7D-0FE33B578681,NA,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,22/2/22,Nicole.Hamre_UWA,22/2/22,NA,NA,121.9312026,-33.8336957
179F0557-CEF4-499A-8141-BEF2378755F0,NA,EH,BandyCreekBR,Yes,No,NE,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,22/2/22,Nicole.Hamre_UWA,22/2/22,NA,NA,121.9311236,-33.83378855
4EBFE7EF-B690-4DE7-9E0C-C2BBB1BA1825,NA,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,22/2/22,Nicole.Hamre_UWA,22/2/22,NA,NA,121.9310312,-33.83398305
3C86553B-97C3-4872-9981-C3DD447AA113,NA,EH,BandyCreekBR,Yes,No,Yes,Yes,4,Yes,1,3,1,Nicole.Hamre_UWA,26/2/22,Nicole.Hamre_UWA,26/2/22,NA,NA,121.9310958,-33.83348614
995AB30B-17BD-4B63-B227-E7AEB2F2B864,NA,EH,BandyCreekBR,No,No,NE,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,26/2/22,Nicole.Hamre_UWA,26/2/22,NA,NA,121.9313872,-33.83343144
3EECDD3D-D852-403A-9293-74A5F58FD342,NA,EH,BandyCreekBR,Yes,Yes,No,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,26/2/22,Nicole.Hamre_UWA,26/2/22,NA,NA,121.9313872,-33.83346372
EE39040D-535F-4F9C-98CF-F6E3DFB4DA8C,NA,EH,BandyCreekBR,No,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,26/2/22,Nicole.Hamre_UWA,26/2/22,NA,NA,121.9314119,-33.83361761
500D4E4A-FF0B-409F-8611-45CD731B7EFE,NA,EH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,16/2/22,Nicole.Hamre_UWA,16/2/22,NA,NA,121.8947068,-33.86570267
BBA4A32C-E66A-4526-AAC6-308D754F0FE0,NA,EH,EsperanceBR,Yes,No,Yes,No,5,Yes,2,0,0,Nicole.Hamre_UWA,16/2/22,Nicole.Hamre_UWA,16/2/22,NA,NA,121.894402,-33.86555483
D560306F-CDD5-4496-B846-CA6C9EFD9FAD,NA,EH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,16/2/22,Nicole.Hamre_UWA,16/2/22,NA,NA,121.8941205,-33.86547515
F5DEB850-9C45-49ED-BA4F-68861D2D8004,NA,EH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,16/2/22,Nicole.Hamre_UWA,16/2/22,NA,NA,121.8941581,-33.86799144
A53D7962-02A9-4E66-B64A-D9EC17107611,NA,EH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,16/2/22,Nicole.Hamre_UWA,16/2/22,NA,NA,121.894786,-33.86809474
E9B77B44-583B-48DC-BDEE-85A9594BAC79,NA,EH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,16/2/22,Nicole.Hamre_UWA,16/2/22,NA,NA,121.8937,-33.86659516
8E9EE990-5EB8-45F7-9619-D77E261F9C2D,NA,EH,EsperanceBR,Yes,No,No,No,0,No,0,0,0,Nicole.Hamre_UWA,16/2/22,Nicole.Hamre_UWA,16/2/22,NA,NA,121.893358,-33.86615849
777906AD-730B-4B2A-A042-20158FEBDB2A,NA,EH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,16/2/22,Nicole.Hamre_UWA,16/2/22,NA,NA,121.8943222,-33.86656977
E2100749-6809-4183-8D75-B1EB2623CDC4,NA,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,16/2/22,Nicole.Hamre_UWA,16/2/22,NA,NA,121.931431,-33.83220054
E4074320-0FF9-4182-9B05-235D79945572,NA,NSH,BandyCreekBR,Yes,No,Yes,Yes,4,Yes,1,All,0,Nicole.Hamre_UWA,16/2/22,Nicole.Hamre_UWA,16/2/22,NA,NA,121.9316239,-33.83288507
0E3EE5CB-185B-4972-A837-D1CA84E6CC12,NA,NSH,BandyCreekBR,Yes,No,Yes,Yes,Refusal,Refusal,Refusal,Refusal,0,Nicole.Hamre_UWA,9/3/22,Nicole.Hamre_UWA,9/3/22,No,No,121.931256,-33.833995
C2CA509E-EB8A-4AA6-AAE2-2B36289CC47A,NA,NSH,BandyCreekBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,9/3/22,Nicole.Hamre_UWA,9/3/22,No,No,121.9311236,-33.83378855
56457D9B-2660-40E3-BD9A-272827D09AF5,NA,EH,BandyCreekBR,Yes,No,Yes,No,9,Yes,5,4,1,Nicole.Hamre_UWA,10/3/22,Nicole.Hamre_UWA,10/3/22,No,NA,121.9314046,-33.8335473
EFDDB797-1C2E-4CB3-AF04-3BC6A29C4C20,NA,EH,BandyCreekBR,Yes,Yes,Yes,Yes,7,Yes,1,0,0,Nicole.Hamre_UWA,10/3/22,Nicole.Hamre_UWA,10/3/22,No,NA,121.9318017,-33.83405121
2E7257F7-9ED2-4623-A625-1FC038E4C219,NA,EH,BandyCreekBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,10/3/22,Nicole.Hamre_UWA,10/3/22,NA,NA,121.9314903,-33.83360523
67A38E21-EAA7-49A9-84C7-A6D146F08412,NA,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,10/3/22,Nicole.Hamre_UWA,10/3/22,No,NA,121.9312965,-33.8332696
5248BF72-4F16-4E85-8971-BF3D1B1DF700,NA,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,10/3/22,Nicole.Hamre_UWA,10/3/22,No,NA,121.9314813,-33.83399953
F25E0634-5D70-419E-A875-9C0AD821D158,NA,EH,BandyCreekBR,Yes,No,Yes,No,7,Yes,3,0,0,Nicole.Hamre_UWA,10/3/22,Nicole.Hamre_UWA,10/3/22,No,NA,121.9310327,-33.83380394
F71C1A9E-093F-4E6C-9963-4B5E1C8B932D,NA,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,10/3/22,Nicole.Hamre_UWA,10/3/22,No,No,121.9305108,-33.83357221
26AD0A3E-A8B0-453D-9172-3F1EC0412814,NA,NSH,BandyCreekBR,Yes,No,Yes,No,4,Yes,2,0,6,Nicole.Hamre_UWA,11/3/22,Nicole.Hamre_UWA,11/3/22,No,No,121.93062,-33.8336487
7A85D6A7-763B-452C-BC9B-431FA6DCD28D,NA,NSH,BandyCreekBR,Yes,No,Yes,No,10,Yes,5,All,5,Nicole.Hamre_UWA,11/3/22,Nicole.Hamre_UWA,11/3/22,No,No,121.9313409,-33.8333665
9A205460-EDB9-45E7-9836-2B44C6BDD1F0,NA,NSH,BandyCreekBR,Yes,No,No,Refusal,Refusal,Refusal,Refusal,Refusal,0,Nicole.Hamre_UWA,11/3/22,Nicole.Hamre_UWA,11/3/22,PNTS,PNTS,121.9305164,-33.83372733
8EC60E3A-1140-4006-9A86-0B62C6EB0413,NA,NSH,BandyCreekBR,Yes,Yes,No,Refusal,Refusal,Refusal,Refusal,Refusal,0,Nicole.Hamre_UWA,11/3/22,Nicole.Hamre_UWA,11/3/22,No,No,121.930972,-33.83377059
269CF01C-6CCB-48E9-B705-21E13819B151,NA,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,11/3/22,Nicole.Hamre_UWA,11/3/22,No,Yes,121.9311328,-33.83370614
C01501E7-F69B-43DC-B803-FB5662B835D4,NA,NSH,BandyCreekBR,Yes,No,Yes,No,4,Yes,2,0,15,Nicole.Hamre_UWA,11/3/22,Nicole.Hamre_UWA,11/3/22,No,No,121.9339968,-33.83073025
84DA0731-8397-436F-8EFB-FE5B75BF0DD1,NA,NSH,BandyCreekBR,No,Yes,NE,No,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,11/3/22,Nicole.Hamre_UWA,11/3/22,No,No,121.9309661,-33.83340201
90B2EFC5-B0A1-4239-A75D-0108D83DB123,NA,NSH,BandyCreekBR,Yes,Yes,No,Refusal,Refusal,Refusal,Refusal,Refusal,0,Nicole.Hamre_UWA,11/3/22,Nicole.Hamre_UWA,11/3/22,No,No,121.9308428,-33.83343255
D31B2D8E-6618-494A-ABD9-5DB4BD30A022,NA,NSH,BandyCreekBR,Yes,Yes,No,Refusal,Refusal,Refusal,Refusal,Refusal,0,Nicole.Hamre_UWA,11/3/22,Nicole.Hamre_UWA,11/3/22,No,No,121.9310028,-33.83350446
968AA520-FE38-41C7-AB66-EA28C1AFB40B,NA,NSH,BandyCreekBR,Yes,No,Yes,No,5,Yes,3,0,7,Nicole.Hamre_UWA,11/3/22,Nicole.Hamre_UWA,11/3/22,No,No,121.9312694,-33.83413655
FD6D4685-2C6E-4C91-81D8-EEB784E45E49,NA,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,No,NA,NA,0,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,12/3/22,No,No,121.8938588,-33.86465876
64D588D0-A5FE-4CA2-A913-6D7347287DBB,NA,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,12/3/22,No,No,121.8922563,-33.86587329
8D7DE1F4-DD3A-44E4-9829-416427AC0BB7,NA,NSH,EsperanceBR,Yes,No,Yes,Yes,4,Yes,2,2,0,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,12/3/22,No,No,121.8941507,-33.86532685
DA74B573-68DA-4EA1-88E4-4BDD2169A8C8,NA,NSH,EsperanceBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,12/3/22,No,No,121.8939785,-33.86509504
A116B566-61CA-40BD-B010-3E554B487803,NA,NSH,EsperanceBR,No,No,NE,Refusal,Refusal,Refusal,Refusal,Refusal,0,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,12/3/22,No,No,121.8941376,-33.86512945
0DE21CFA-1216-4EC0-BBFF-693203C681DA,NA,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,No,NA,NA,0,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,12/3/22,No,No,121.8939227,-33.86570268
A767FC2F-346F-479E-8D09-0359C55E118E,NA,NSH,EsperanceBR,Yes,No,Yes,No,2,Yes,2,0,1,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,12/3/22,Yes,No,121.8940774,-33.86482421
8AA45386-165E-476C-AE9A-7A2A90AF877E,NA,NSH,EsperanceBR,No,No,Yes,No,4,Yes,2,0,1,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,12/3/22,No,No,121.8938843,-33.86485128
F04B5F9D-9758-4179-8283-4246C8EB6B78,NA,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,No,NA,NA,0,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,12/3/22,No,No,121.8929715,-33.86316496
DFA61E9C-2BD8-4587-BC9D-847D157D8525,NA,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,No,NA,NA,0,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,12/3/22,No,No,121.8938588,-33.86465876
EBF4F30F-2174-4C7F-BC4C-3B0499B51276,NA,NSH,EsperanceBR,Yes,Yes,Yes,Yes,NA,No,NA,NA,0,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,12/3/22,No,No,121.8944626,-33.86568526
DCDD2CFE-F78B-4990-8EFD-B935553933B4,NA,NSH,EsperanceBR,Yes,No,Yes,No,5,Yes,4,All,0,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,12/3/22,No,No,121.8940369,-33.86500335
33EF847C-1863-4D4C-B2C0-4878FAA682C5,NA,NSH,EsperanceBR,Yes,Yes,No,Refusal,Refusal,Refusal,Refusal,Refusal,0,Nicole.Hamre_UWA,14/3/22,Nicole.Hamre_UWA,14/3/22,No,No,121.8940385,-33.86490772
16402C26-FBE0-41D1-8987-EF8B2E58E268,NA,EH,BandyCreekBR,Yes,No,Yes,Yes,3,Yes,3,0,1,Nicole.Hamre_UWA,11/3/22,Nicole.Hamre_UWA,11/3/22,No,NA,121.9309985,-33.83387274
2BAC57ED-EDF9-4393-9F8D-C27E2B733D11,NA,EH,BandyCreekBR,Yes,No,Yes,Yes,4,Yes,4,NA,0,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,12/3/22,No,NA,121.9305858,-33.83333591
572A4C44-7466-4257-B1AD-49732D4C5649,NA,EH,BandyCreekBR,Yes,No,Yes,Yes,4,Yes,2,0,1,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,12/3/22,No,NA,121.9304982,-33.83389176
6989C75C-5493-4583-BAD9-39D2A8F79B96,NA,EH,BandyCreekBR,Yes,No,Yes,Yes,4,Yes,4,0,0,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,12/3/22,No,NA,121.9314972,-33.83404842
6C243CB5-B6CE-4B8C-9F9F-C3F40742A68E,NA,EH,BandyCreekBR,Yes,No,Yes,Yes,4,Yes,2,0,1,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,12/3/22,No,NA,121.9309998,-33.83385304
7138D321-8DB7-44A3-B0AA-538ACFE02DE4,NA,EH,EsperanceBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,11/3/22,Nicole.Hamre_UWA,11/3/22,NA,NA,121.8939011,-33.8655123
770AD937-D86F-414C-BF4A-4F6AB192176D,NA,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,12/3/22,No,NA,121.9307829,-33.83445199
7A929DA3-150D-42DA-AB7F-32BCC0218816,NA,NSH,EsperanceBR,Yes,Yes,No,Refusal,Refusal,Refusal,Refusal,Refusal,0,Nicole.Hamre_UWA,10/3/22,Nicole.Hamre_UWA,10/3/22,PNTS,PNTS,121.8938643,-33.86528925
815033D5-9F70-4487-A728-D14DC51EB08E,NA,EH,BandyCreekBR,Yes,No,Yes,Yes,5,Yes,3,1,0,Nicole.Hamre_UWA,11/3/22,Nicole.Hamre_UWA,11/3/22,No,NA,121.9314746,-33.83296001
88870620-8E0F-445C-9913-A33E44D500E2,NA,EH,EsperanceBR,Yes,No,No,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,11/3/22,Nicole.Hamre_UWA,11/3/22,No,NA,121.8939974,-33.86580178
89D10B01-C100-4498-BECF-B82A4BF0D26F,NA,EH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,11/3/22,Nicole.Hamre_UWA,11/3/22,No,NA,121.893955,-33.86489451
8DAD0574-EA07-4DCD-9EBB-AD0107D5738E,NA,NSH,EsperanceBR,Yes,Yes,Yes,Yes,NA,No,NA,NA,0,Nicole.Hamre_UWA,10/3/22,Nicole.Hamre_UWA,10/3/22,No,No,121.8938983,-33.86519147
98B8B5CA-52A6-4D73-B426-89826E18128D,NA,NSH,EsperanceBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,10/3/22,Nicole.Hamre_UWA,10/3/22,No,No,121.8937387,-33.86530091
A340D541-752E-4D35-A556-3F344B640220,NA,EH,BandyCreekBR,Yes,No,Yes,Yes,2,Yes,2,0,0,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,12/3/22,No,NA,121.9316957,-33.83424898
AD756891-36D6-442D-B159-D2E510301221,NA,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,10/3/22,Nicole.Hamre_UWA,10/3/22,No,No,121.8944451,-33.86666961
B65F27B9-0049-4706-9713-289F2921DBE5,NA,EH,BandyCreekBR,Yes,No,NE,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,12/3/22,NA,NA,121.9989416,-33.9320749
D6DD4CCB-66D7-46E1-BFBC-DBD2D7FEA794,NA,EH,BandyCreekBR,Yes,No,No,Refusal,Refusal,Refusal,Refusal,Refusal,0,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,12/3/22,NA,NA,121.9308694,-33.83452037
DA6E33C6-2B31-48C2-B7DA-FE74A0B5E435,NA,EH,BandyCreekBR,Yes,No,Yes,No,5,Yes,2,1,0,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,12/3/22,No,NA,121.9303296,-33.83504528
E0910706-D726-4010-BBFD-BDD7928CAC6E,NA,EH,BandyCreekBR,Yes,No,Yes,Yes,4,Yes,2,0,1,Nicole.Hamre_UWA,11/3/22,Nicole.Hamre_UWA,11/3/22,No,NA,121.9316313,-33.83372549
E136992D-E229-462E-BC82-824809D83ED1,NA,EH,BandyCreekBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,12/3/22,No,NA,121.9314425,-33.83375138
E162F75C-9E9A-4D59-9996-A55D4BDCEB9F,NA,EH,BandyCreekBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,11/3/22,Nicole.Hamre_UWA,11/3/22,No,NA,121.9309824,-33.83471821
E8464E00-20AB-471A-9BC3-360628BC350B,NA,EH,EsperanceBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,9/3/22,Nicole.Hamre_UWA,9/3/22,No,No,121.8943822,-33.86569815
F9FEA0A2-797E-4012-A20C-77F140E8AFAA,NA,EH,BandyCreekBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,12/3/22,No,NA,121.9317279,-33.83457748
FA6C82BF-9B3C-4AE1-925B-34AB6A904F5F,NA,EH,BandyCreekBR,Yes,No,No,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,12/3/22,Nicole.Hamre_UWA,12/3/22,NA,NA,121.9315924,-33.83475391
E20955C6-4068-4948-B964-8733C57456B0,NA,EH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,15/3/22,Nicole.Hamre_UWA,15/3/22,No,NA,121.8943043,-33.86555241
4F32B570-333C-4069-A5B5-61A901F58084,NA,EH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,15/3/22,Nicole.Hamre_UWA,15/3/22,No,NA,121.8934191,-33.86682841
C36CA304-69B5-4C71-88F3-8B9309AF3B68,NA,EH,EsperanceBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,15/3/22,Nicole.Hamre_UWA,15/3/22,No,NA,121.8953131,-33.86878047
34E6EA76-A0D9-4C61-ACA9-39A5A3696C72,NA,EH,EsperanceBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,15/3/22,Nicole.Hamre_UWA,15/3/22,No,NA,121.8937138,-33.86746794
F46B03E7-2958-45BB-847D-6966AB6D6559,NA,EH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,15/3/22,Nicole.Hamre_UWA,15/3/22,No,NA,121.8920814,-33.86783922
67FE0C09-EADD-481E-985A-DBC6CBF06166,NA,EH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,15/3/22,Nicole.Hamre_UWA,15/3/22,No,NA,121.8929693,-33.86795265
A0C5B463-A32A-4C5D-A209-A5B125BE2378,NA,EH,EsperanceBR,Yes,No,Yes,Yes,6,Yes,2,3,0,Nicole.Hamre_UWA,15/3/22,Nicole.Hamre_UWA,15/3/22,No,NA,121.8918519,-33.86736807
97246A80-BE4B-442F-B4E0-BB9D0000E224,NA,EH,EsperanceBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,15/3/22,Nicole.Hamre_UWA,15/3/22,No,NA,121.8936112,-33.8680799
5AA9063F-AEB6-49A6-ADA2-955BF628C841,NA,EH,EsperanceBR,Yes,No,Yes,Yes,4,Yes,3,1,0,Nicole.Hamre_UWA,15/3/22,Nicole.Hamre_UWA,15/3/22,No,NA,121.8928574,-33.86686094
1E6D8A89-5E0A-4DAD-BD48-D544E185F95C,NA,EH,EsperanceBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,15/3/22,Nicole.Hamre_UWA,15/3/22,No,NA,121.8937731,-33.86785597
7CB51318-863B-4561-9A7C-1531C3309708,NA,EH,EsperanceBR,Yes,Yes,Yes,Yes,9,Yes,6,NA,0,Nicole.Hamre_UWA,15/3/22,Nicole.Hamre_UWA,15/3/22,No,NA,121.8936847,-33.86514766
6439B27F-3F8B-456B-BB14-CD70DEB3FD70,NA,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,15/3/22,Nicole.Hamre_UWA,15/3/22,No,NA,121.9307486,-33.83386579
