OBJECTID,GlobalID,GUID for meta,# Interviewer,# Site,Screen: 18+,Screen: Have you been surveyed in the last 2 weeks?,Agreement to participate,"Are you/have you been a resident, got a holiday home here or been here over 3 months?","If here for less than 3 months, how many DAYS will you be in the area in total on this trip?","While you are on your trip, do you have access to a motorised boat/jetski (private/rental)?","If YES, how many DAYS out of your trip will you be going out on a boat in total? ",How many DAYS of your trip will you be doing coastal shore based activities in total? ,"Excluding this trip, how many times have you been to the area in the last 12 month?",created_user,created_date,last_edited_user,last_edited_date,Are you of Aboriginal or Torres Strait Islander origin?,Do you identify as a TO in this region?,x,y
87,bba0a9bd-5d4d-4e86-bc35-7ac22f1c0ec8,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.931554546961,-33.8333601966246
88,1adcb2a0-ecb1-47df-b8d0-a777e6de2176,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.931631622413,-33.8331969282656
89,04176d5c-585d-4a82-a942-f3c8dddf0890,,EH,BandyCreekBR,Yes,Yes,Yes,Yes,7,Yes,2,7,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.930904880856,-33.8332986086554
90,e5379b65-1d61-4294-985a-65399a766c26,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.931310454037,-33.8330929069341
91,fa64a3e7-2973-4381-914d-fcdffe228ab8,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.930971801752,-33.8335526020319
92,a1317a62-1007-43e4-b57b-6f082494e665,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.931014457355,-33.833446109738
93,2242e510-eb13-4c0e-9000-9656a79ad96c,,EH,BandyCreekBR,Yes,Yes,Yes,Yes,14,Yes,5,7,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.931146692958,-33.8331372847679
94,00ebd7d6-c03f-43aa-ae64-1fe5ab20fcff,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.931156523222,-33.8331268141323
95,a275649f-2910-4fa3-abd1-778727ac2efc,,EH,BandyCreekBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.931232881818,-33.833586212063
96,cafab483-d30b-4a36-8873-84384ed691c1,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.931301224746,-33.8332003779314
97,0c7d9c06-fce7-4549-bb10-b5c7d625891b,,NSH,EsperanceBR,Yes,No,Yes,No,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.893601184348,-33.8646425473175
98,51dfa3f7-82df-41cf-a0f8-1aa93ffd6a6c,,NSH,EsperanceBR,Yes,No,Yes,No,3,Yes,1,All,3,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.89421383627,-33.8644885784829
99,e8769595-a7cf-4616-b37c-fceb5542f34a,,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.893826233886,-33.8646572546557
100,4da40b00-6cd5-4896-aea9-ae5dd656ecdc,,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.894178860365,-33.8647509043203
101,4c37abe2-3fbd-4ed5-bba2-f35cff58bb67,,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.894364547524,-33.8655776297251
102,82356359-03c8-4040-9730-e90cdfb90f38,,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.893826233886,-33.8646572546557
103,05a82126-6c04-46d6-8c92-aebbb78f2a8b,,NSH,EsperanceBR,Yes,No,Yes,Yes,5,Yes,1,3,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.893601184348,-33.8646425473175
104,4e0c97df-f4e1-45b4-ad54-c0dc16f8470c,,NSH,EsperanceBR,Yes,No,No,Yes,NA,Yes,1,3,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.893826233886,-33.8646572546557
105,38649731-bad5-4ab5-99d2-470be1d85d8b,,NSH,EsperanceBR,Yes,Yes,No,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.893826233886,-33.8646572546557
106,99541474-93ff-4b55-af57-8615892206f5,,NSH,EsperanceBR,Yes,Yes,No,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.894364547524,-33.8655776297251
107,e2c71f7c-ed3b-4b6c-a4dd-23495340d369,,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.894188276505,-33.8651313685926
108,03725eb2-3931-4f63-aa4f-7b85b962b03e,,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.89399898261,-33.8657242008755
109,8e74fb7b-1697-45ff-99e2-a74617ea22ce,,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.93110378942,-33.8339321964257
110,08f70467-6c0b-4af2-bc5e-a892ab8a700d,,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.931281839102,-33.8334782132454
111,cc6c0986-c741-4f81-8a96-1b78bf3d6e51,,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.931498530715,-33.8334055249716
112,d7ff377e-dadf-427c-90d5-15e4b96a29f3,,NSH,BandyCreekBR,Yes,Yes,No,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.93110378942,-33.8339321964257
113,3c09cff3-29fc-4311-99d5-7185c3a16a96,,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.930806039226,-33.8339990244266
114,db10fec0-c528-4a62-b252-d28b6c06e265,,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.931465546375,-33.8335626719096
115,d2d03996-faca-47e5-a2ee-0dfa613c95ef,,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.93110378942,-33.8339321964257
116,3a5f1a2b-9ccd-4c77-b7b5-2ffb891a1601,,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.931509518908,-33.833337738392
117,49e1e9cb-9b9b-47c2-ba99-33679c1094ee,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.930681462659,-33.8336275862154
118,8111a384-2bf9-4c4a-9b1e-abab8c98f4d7,,EH,BandyCreekBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.931071470731,-33.8336866100316
119,c9d6c970-69c5-4d98-b565-d07085adcfbd,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.931048309468,-33.8331765742645
120,1329c3a8-8bc5-4ae3-a9b5-deb11cb5d8b4,,EH,BandyCreekBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.931361540329,-33.8337643661988
121,a5f28630-2646-4bfb-949f-5fed2cb9034f,,EH,BandyCreekBR,Yes,Yes,No,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.931285418889,-33.8341638806339
122,587038c5-3b90-4e50-a999-a0fc76affc7a,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.931268361678,-33.8333127983078
123,ca992115-75a7-4a71-9f7d-0fe33b578681,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.931202597813,-33.833695698651
124,179f0557-cef4-499a-8141-bef2378755f0,,EH,BandyCreekBR,Yes,No,NE,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.931123571221,-33.8337885532444
125,4ebfe7ef-b690-4de7-9e0c-c2bbb1ba1825,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.931031199257,-33.8339830522415
126,3c86553b-97c3-4872-9981-c3dd447aa113,,EH,BandyCreekBR,Yes,No,Yes,Yes,4,Yes,1,3,1,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.93109579621,-33.8334861393169
127,995ab30b-17bd-4b63-b227-e7aeb2f2b864,,EH,BandyCreekBR,No,No,NE,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.931387156688,-33.8334314358276
128,3eecdd3d-d852-403a-9293-74a5f58fd342,,EH,BandyCreekBR,Yes,Yes,No,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.931387156688,-33.8334637214119
129,ee39040d-535f-4f9c-98cf-f6e3dfb4da8c,,EH,BandyCreekBR,No,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.931411935817,-33.8336176051423
130,500d4e4a-ff0b-409f-8611-45cd731b7efe,,EH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.894706828105,-33.86570266713
131,bba4a32c-e66a-4526-aac6-308d754f0fe0,,EH,EsperanceBR,Yes,No,Yes,No,5,Yes,2,0,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.894402027034,-33.865554830127
132,d560306f-cdd5-4496-b846-ca6c9efd9fad,,EH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.894120546228,-33.8654751500862
133,f5deb850-9c45-49ed-ba4f-68861d2d8004,,EH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.894158124553,-33.8679914361542
134,a53d7962-02a9-4e66-b64a-d9ec17107611,,EH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.894786030767,-33.86809474295
135,e9b77b44-583b-48dc-bdee-85a9594bac79,,EH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.893700000826,-33.8665951557294
136,8e9ee990-5eb8-45f7-9619-d77e261f9c2d,,EH,EsperanceBR,Yes,No,No,No,0,No,0,0,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.893357985248,-33.8661584908078
137,777906ad-730b-4b2a-a042-20158febdb2a,,EH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.894322194653,-33.8665697733343
138,e2100749-6809-4183-8d75-b1eb2623cdc4,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.931431010644,-33.8322005383667
139,e4074320-0ff9-4182-9b05-235d79945572,,NSH,BandyCreekBR,Yes,No,Yes,Yes,4,Yes,1,All,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.931623851986,-33.8328850713346
140,0e3ee5cb-185b-4972-a837-d1ca84e6cc12,,NSH,BandyCreekBR,Yes,No,Yes,Yes,Refusal,Refusal,Refusal,Refusal,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,No,121.931255964927,-33.8339949987349
141,c2ca509e-eb8a-4aa6-aae2-2b36289cc47a,,NSH,BandyCreekBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,No,121.931123571221,-33.8337885532444
144,56457d9b-2660-40e3-bd9a-272827d09af5,,EH,BandyCreekBR,Yes,No,Yes,No,9,Yes,5,4,1,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,,121.93140464509,-33.8335472988361
145,efddb797-1c2e-4cb3-af04-3bc6a29c4c20,,EH,BandyCreekBR,Yes,Yes,Yes,Yes,7,Yes,1,0,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,,121.931801685174,-33.8340512076728
146,2e7257f7-9ed2-4623-a625-1fc038e4c219,,EH,BandyCreekBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.931490331792,-33.8336052302815
147,f71c1a9e-093f-4e6c-9963-4b5e1c8b932d,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,No,121.93051083845,-33.8335722112428
148,67a38e21-eaa7-49a9-84c7-a6d146f08412,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,,121.931296541829,-33.8332696010468
149,5248bf72-4f16-4e85-8971-bf3d1b1df700,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,,121.931481292943,-33.8339995325816
150,f25e0634-5d70-419e-a875-9c0ad821d158,,EH,BandyCreekBR,Yes,No,Yes,No,7,Yes,3,0,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,,121.931032668002,-33.8338039434369
151,26ad0a3e-a8b0-453d-9172-3f1ec0412814,,NSH,BandyCreekBR,Yes,No,Yes,No,4,Yes,2,0,6,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,No,121.93062003586,-33.8336486960021
152,7a85d6a7-763b-452c-bc9b-431fa6dcd28d,,NSH,BandyCreekBR,Yes,No,Yes,No,10,Yes,5,All,5,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,No,121.931340868298,-33.8333664997332
153,9a205460-edb9-45e7-9836-2b44c6bdd1f0,,NSH,BandyCreekBR,Yes,No,No,Refusal,Refusal,Refusal,Refusal,Refusal,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,PNTS,PNTS,121.930516402615,-33.8337273334562
154,8ec60e3a-1140-4006-9a86-0b62c6eb0413,,NSH,BandyCreekBR,Yes,Yes,No,Refusal,Refusal,Refusal,Refusal,Refusal,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,No,121.930972046992,-33.8337705924198
155,269cf01c-6ccb-48e9-b705-21e13819b151,,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,Yes,121.931132848123,-33.8337061356383
156,c01501e7-f69b-43dc-b803-fb5662b835d4,,NSH,BandyCreekBR,Yes,No,Yes,No,4,Yes,2,0,15,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,No,121.933996834454,-33.8307302502413
157,84da0731-8397-436f-8efb-fe5b75bf0dd1,,NSH,BandyCreekBR,No,Yes,NE,No,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,No,121.930966085772,-33.8334020141261
158,90b2efc5-b0a1-4239-a75d-0108d83db123,,NSH,BandyCreekBR,Yes,Yes,No,Refusal,Refusal,Refusal,Refusal,Refusal,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,No,121.930842751575,-33.8334325513882
159,d31b2d8e-6618-494a-abd9-5db4bd30a022,,NSH,BandyCreekBR,Yes,Yes,No,Refusal,Refusal,Refusal,Refusal,Refusal,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,No,121.931002848426,-33.8335044628514
160,968aa520-fe38-41c7-ab66-ea28c1afb40b,,NSH,BandyCreekBR,Yes,No,Yes,No,5,Yes,3,0,7,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,No,121.931269389351,-33.8341365492576
161,fd6d4685-2c6e-4c91-81d8-eeb784e45e49,,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,No,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,No,121.893858829256,-33.8646587584337
162,64d588d0-a5fe-4ca2-a913-6d7347287dbb,,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,No,121.892256337198,-33.8658732929534
163,8d7de1f4-dd3a-44e4-9829-416427ac0bb7,,NSH,EsperanceBR,Yes,No,Yes,Yes,4,Yes,2,2,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,No,121.894150693689,-33.865326853205
165,da74b573-68da-4ea1-88e4-4bdd2169a8c8,,NSH,EsperanceBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,No,121.893978501022,-33.865095040165
166,a116b566-61ca-40bd-b010-3e554b487803,,NSH,EsperanceBR,No,No,NE,Refusal,Refusal,Refusal,Refusal,Refusal,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,No,121.894137555828,-33.8651294500927
167,0de21cfa-1216-4ec0-bbff-693203c681da,,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,No,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,No,121.893922700371,-33.8657026835401
168,a767fc2f-346f-479e-8d09-0359c55e118e,,NSH,EsperanceBR,Yes,No,Yes,No,2,Yes,2,0,1,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Yes,No,121.894077352534,-33.8648242074198
169,8aa45386-165e-476c-ae9a-7a2a90af877e,,NSH,EsperanceBR,No,No,Yes,No,4,Yes,2,0,1,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,No,121.893884303681,-33.864851275367
170,f04b5f9d-9758-4179-8283-4246c8eb6b78,,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,No,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,No,121.892971514741,-33.8631649642094
171,dfa61e9c-2bd8-4587-bc9d-847d157d8525,,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,No,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,No,121.893858829256,-33.8646587584337
172,ebf4f30f-2174-4c7f-bc4c-3b0499b51276,,NSH,EsperanceBR,Yes,Yes,Yes,Yes,NA,No,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,No,121.894462599535,-33.8656852567845
173,dcdd2cfe-f78b-4990-8efd-b935553933b4,,NSH,EsperanceBR,Yes,No,Yes,No,5,Yes,4,All,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,No,121.894036935533,-33.8650033481684
174,33ef847c-1863-4d4c-b2c0-4878faa682c5,,NSH,EsperanceBR,Yes,Yes,No,Refusal,Refusal,Refusal,Refusal,Refusal,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,No,121.894038461771,-33.8649077191105
175,16402c26-fbe0-41d1-8987-ef8b2e58e268,,EH,BandyCreekBR,Yes,No,Yes,Yes,3,Yes,3,0,1,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,,121.930998485309,-33.8338727370038
176,2bac57ed-edf9-4393-9f8d-c27e2b733d11,,EH,BandyCreekBR,Yes,No,Yes,Yes,4,Yes,4,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,,121.930585792979,-33.8333359146911
177,572a4c44-7466-4257-b1ad-49732d4c5649,,EH,BandyCreekBR,Yes,No,Yes,Yes,4,Yes,2,0,1,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,,121.930498159628,-33.8338917603819
178,6989c75c-5493-4583-bad9-39d2a8f79b96,,EH,BandyCreekBR,Yes,No,Yes,Yes,4,Yes,4,0,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,,121.931497161683,-33.8340484184185
179,6c243cb5-b6ce-4b8c-9f9f-c3f40742a68e,,EH,BandyCreekBR,Yes,No,Yes,Yes,4,Yes,2,0,1,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,No,,121.930999765408,-33.8338530427961
180,7138d321-8db7-44a3-b0aa-538acfe02de4,,EH,EsperanceBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,Nicole.Hamre_UWA,4/26/2022 7:30:14 AM,,,121.893901147093,-33.8655122958739
