OBJECTID,GlobalID,aGUID,How many days have you fished in the last 12 months?,How many years have you been fishing for?,"Are you a scuba diver? If so, what is your certification?","If SCUBA DIVER, how many dives have you done?",What year were you born?,What is your postcode?,"If VISITOR, where are you staying?",# Female or Male,# Number of females in party (excluding participant),# Number of males in party (excluding participant),# Number of girls in party,# Number of boys in party,# Boat Length (m),# Boat number,Comments,created_date,created_user,last_edited_date,last_edited_user
197,00000000-0000-0000-0000-000000000000,7F991869-47B8-45AB-9E80-7D6DD424209C,5,6,None,0,1965,0,Esperance,Female,0,2,0,0,8,DW010,,15/3/22 5:32,Nicole.Hamre_UWA,15/3/22 5:32,Nicole.Hamre_UWA
198,00000000-0000-0000-0000-000000000000,5F68C899-068D-48C4-B20A-1ED05C5B4C51,15,59,None,0,1953,0,Esperance,Male,0,2,0,0,6,,,15/3/22 4:17,Nicole.Hamre_UWA,15/3/22 4:21,Nicole.Hamre_UWA
199,00000000-0000-0000-0000-000000000000,EF921A93-6341-4FB9-9F7B-6D777F9EEE79,40,20,OW,500,1986,0,Esperance,Male,0,1,0,0,5,EH423,Made a comment about big whaler taking fish more often. Live here whole life used to never happen at all and it’s the common but has noticed it increase in the last couple of years. Nothing like Exmouth but noticeable increase. ,17/3/22 5:17,Nicole.Hamre_UWA,17/3/22 5:17,Nicole.Hamre_UWA
200,00000000-0000-0000-0000-000000000000,691F3E20-93AD-4933-997A-598C707EE239,6,35,None,,1982,6450,Esperance,Male,1,,2,,3,Df551,,18/3/22 3:52,Nicole.Hamre_UWA,18/3/22 3:52,Nicole.Hamre_UWA
201,00000000-0000-0000-0000-000000000000,6F05F333-CE59-461B-96F9-F503E2C0C7D3,6,1,None,0,1965,0,Esperance,Male,0,0,0,0,5,DF149,,15/3/22 3:27,Nicole.Hamre_UWA,15/3/22 3:27,Nicole.Hamre_UWA
202,00000000-0000-0000-0000-000000000000,5CD49537-7E2B-4A94-BF16-317BC1A36BC0,35,20,None,,1999,6450,Esperance,Male,1,1,,,3,Av079,,19/3/22 2:04,Nicole.Hamre_UWA,19/3/22 2:06,Nicole.Hamre_UWA
203,00000000-0000-0000-0000-000000000000,6C6B96B8-5F50-4C63-BC38-3A3F487FC8E3,1,10,None,,1951,6450,Esperance,Female,,1,,,4,Gd088,,18/3/22 5:01,Nicole.Hamre_UWA,18/3/22 5:01,Nicole.Hamre_UWA
204,00000000-0000-0000-0000-000000000000,F2AC6606-CC60-48C0-80AE-A49EEA03AAAD,19,60,None,0,1945,0,Esperance,Male,0,0,0,0,5,DQ898,,15/3/22 5:07,Nicole.Hamre_UWA,15/3/22 5:07,Nicole.Hamre_UWA
205,00000000-0000-0000-0000-000000000000,196B8C8C-48B6-4FB5-B644-9645C4A6EA29,12,20,None,,1988,6450,Esperance,Male,,2,,,4,As103,,20/3/22 3:50,Nicole.Hamre_UWA,20/3/22 3:50,Nicole.Hamre_UWA
206,00000000-0000-0000-0000-000000000000,F871F9D8-D18A-40CE-BB7B-3599B6BC4F79,30,40,I,500,1974,6450,Esperance,Male,1,1,,,4,72014,,18/3/22 5:17,Nicole.Hamre_UWA,18/3/22 5:17,Nicole.Hamre_UWA
207,00000000-0000-0000-0000-000000000000,12A570B4-E31B-4C72-ACBD-84B8B255FF30,4,40,None,,1963,6450,Esperance,Male,,2,,,4,Ax495,,10/4/22 5:51,Nicole.Hamre_UWA,10/4/22 5:51,Nicole.Hamre_UWA
208,00000000-0000-0000-0000-000000000000,EAC1699C-2C6C-4B21-B05B-20A009F08F9E,12,40,None,,1973,6450,Esperance,Female,,2,,,5,69817,,10/4/22 6:04,Nicole.Hamre_UWA,10/4/22 6:04,Nicole.Hamre_UWA
209,00000000-0000-0000-0000-000000000000,EE314161-001F-423D-8269-9D161BC96D70,20,25,OW,70,1991,6450,Esperance,Male,,3,,,7,Bi410,,10/4/22 6:38,Nicole.Hamre_UWA,10/4/22 6:38,Nicole.Hamre_UWA
210,00000000-0000-0000-0000-000000000000,1BC4681B-A173-4F36-81B2-D7A75DC28684,5,25,None,,1991,6450,Esperance,Male,,1,,,5,Ap678,,10/4/22 7:14,Nicole.Hamre_UWA,10/4/22 7:14,Nicole.Hamre_UWA
211,00000000-0000-0000-0000-000000000000,D73D0B6C-9FF0-409E-B96E-9949CEDFC986,40,60,None,,1941,6450,Esperance,Female,,1,,,3,Bh050,,15/4/22 2:14,Nicole.Hamre_UWA,15/4/22 2:14,Nicole.Hamre_UWA
212,00000000-0000-0000-0000-000000000000,62745BEC-B1E1-45DB-A08F-58EC1A62B5EC,10,40,OW,5,1979,6450,Esperance,Male,,,,,3,Be711,,15/4/22 2:39,Nicole.Hamre_UWA,15/4/22 2:39,Nicole.Hamre_UWA
213,00000000-0000-0000-0000-000000000000,BC2318C7-A060-47FA-8C6D-ED03EDFBA7B9,20,10,None,,2004,6011,Esperance,Male,,1,,1,3,Jj912,,15/4/22 3:28,Nicole.Hamre_UWA,15/4/22 3:28,Nicole.Hamre_UWA
214,00000000-0000-0000-0000-000000000000,0B08C1AF-2919-49B0-80F1-2BC5A795E5E5,24,30,None,,1980,6450,Esperance,Female,,1,,1,4,Ea403,,15/4/22 3:54,Nicole.Hamre_UWA,15/4/22 3:54,Nicole.Hamre_UWA
215,00000000-0000-0000-0000-000000000000,530A9485-BA3D-4D46-9E96-ACC2C9814E55,60,50,None,,1963,6450,Esperance,Male,,,,,3,Gf954,,15/4/22 4:29,Nicole.Hamre_UWA,15/4/22 4:29,Nicole.Hamre_UWA
216,00000000-0000-0000-0000-000000000000,0B6A26FC-2D7A-4DAF-BDE8-79FD6B795D7A,50,20,None,,1994,6450,Esperance,Male,,2,,,5,Ei686,,15/4/22 4:36,Nicole.Hamre_UWA,15/4/22 4:36,Nicole.Hamre_UWA
217,00000000-0000-0000-0000-000000000000,FE86052C-ED43-44B2-A6B0-36F53DFB9A24,20,10,None,,1983,6450,Esperance,Female,,1,1,1,6,Bt135,,15/4/22 4:58,Nicole.Hamre_UWA,15/4/22 4:58,Nicole.Hamre_UWA
218,00000000-0000-0000-0000-000000000000,C7CEF302-53D6-4EF0-98F9-94C2E965C5CE,12,50,None,,1947,6450,Esperance,Male,,2,,,7,Dv847,,15/4/22 5:13,Nicole.Hamre_UWA,15/4/22 5:13,Nicole.Hamre_UWA
219,00000000-0000-0000-0000-000000000000,AC2879D5-6A34-4CD7-8637-A112A8386693,3,8,None,,1976,6450,Esperance,Male,,2,,,8,Ev 721,,15/4/22 5:25,Nicole.Hamre_UWA,15/4/22 5:25,Nicole.Hamre_UWA
220,00000000-0000-0000-0000-000000000000,5CBBCD1C-7EAC-4435-A3EB-A1AD2DEFC165,10,50,None,,1966,6450,Esperance,Male,1,,,1,7,By102,,15/4/22 5:30,Nicole.Hamre_UWA,15/4/22 5:30,Nicole.Hamre_UWA
221,00000000-0000-0000-0000-000000000000,8CA182D2-E573-4842-803D-3D246D00D7C4,1,1,None,,1955,6450,Esperance,Female,,1,,,,,Kalgoorlie didn’t finish survey ,15/4/22 5:47,Nicole.Hamre_UWA,15/4/22 5:47,Nicole.Hamre_UWA
222,00000000-0000-0000-0000-000000000000,213B89B9-A061-46D6-9D81-1DA2454E2854,10,15,None,,1977,6450,Esperance,Male,,2,,,9,Eo948,,15/4/22 5:50,Nicole.Hamre_UWA,15/4/22 5:50,Nicole.Hamre_UWA
223,00000000-0000-0000-0000-000000000000,048FAB52-81C6-4CB1-936F-AF8371CA17E3,2,60,None,,1949,6450,Esperance,Male,,1,,,7,Dg315,,15/4/22 5:58,Nicole.Hamre_UWA,15/4/22 5:58,Nicole.Hamre_UWA
224,00000000-0000-0000-0000-000000000000,398B4E99-903B-4496-BC49-A98D270E0957,25,47,OW,10,1972,6450,Esperance,Male,1,,,1,5,Dz251,,15/4/22 6:02,Nicole.Hamre_UWA,15/4/22 6:02,Nicole.Hamre_UWA
225,00000000-0000-0000-0000-000000000000,20C6CF7D-2C3A-4641-9E8D-44847C499600,1,60,None,,1959,6450,Esperance,Male,,1,,,7,3226,,15/4/22 6:06,Nicole.Hamre_UWA,15/4/22 6:06,Nicole.Hamre_UWA
226,00000000-0000-0000-0000-000000000000,C60FCCA5-525B-4F11-97B6-BBCBED31E5DF,100,20,None,,1996,6450,Esperance,Male,2,1,,,5,Dj564,,15/4/22 6:10,Nicole.Hamre_UWA,15/4/22 6:10,Nicole.Hamre_UWA
227,00000000-0000-0000-0000-000000000000,BBA47F52-25B3-4F74-B0DD-259D4C45790A,7,10,None,,1964,6450,Esperance,Male,,2,,,8,Force 10,,15/4/22 6:13,Nicole.Hamre_UWA,15/4/22 6:13,Nicole.Hamre_UWA
228,00000000-0000-0000-0000-000000000000,E7531437-45E3-42C1-8E38-8412BD1759FF,15,55,None,,1958,6450,Esperance,Male,,2,,,6,52492,,15/4/22 6:19,Nicole.Hamre_UWA,15/4/22 6:19,Nicole.Hamre_UWA
229,00000000-0000-0000-0000-000000000000,BD02C618-9921-4485-8CA4-B4F976187273,15,30,None,,1985,6450,Esperance,Male,,1,,,4,33452,,15/4/22 6:29,Nicole.Hamre_UWA,15/4/22 6:29,Nicole.Hamre_UWA
230,00000000-0000-0000-0000-000000000000,B5D87152-43D2-4885-9615-53C5A6D25BCD,12,40,None,,1977,6450,Esperance,Male,,1,,1,3,Bk463,,15/4/22 6:33,Nicole.Hamre_UWA,15/4/22 6:33,Nicole.Hamre_UWA
231,00000000-0000-0000-0000-000000000000,7C3BADAA-8EB8-4E4E-89CD-1C76BC4668B2,40,20,None,,1999,6450,Esperance,Male,,1,,,3,Av079,,15/4/22 6:36,Nicole.Hamre_UWA,15/4/22 6:41,Nicole.Hamre_UWA
232,00000000-0000-0000-0000-000000000000,23152F3E-9ECC-4E7C-BC0D-60D49739CD0D,10,40,None,,1958,6450,Esperance,Male,,2,,,7,Gd617,,15/4/22 6:40,Nicole.Hamre_UWA,15/4/22 6:42,Nicole.Hamre_UWA
233,00000000-0000-0000-0000-000000000000,F3669DA2-3F16-4AA9-9692-AC179C47F32C,6,48,DM,500,1968,6450,Esperance,Male,,1,,2,5,El608,,15/4/22 6:52,Nicole.Hamre_UWA,15/4/22 6:52,Nicole.Hamre_UWA
234,00000000-0000-0000-0000-000000000000,56ADECD6-71FB-4139-91E2-B597D64C0770,25,30,AOW,500,1993,6430,Esperance,Male,,1,,,7,Eo239,,15/4/22 7:13,Nicole.Hamre_UWA,15/4/22 7:13,Nicole.Hamre_UWA
235,00000000-0000-0000-0000-000000000000,1ADC2F92-3F14-4E68-A2CA-EA383A339768,10,17,None,,1972,6450,Esperance,Male,1,1,1,,4,Ea099,,15/4/22 7:54,Nicole.Hamre_UWA,15/4/22 7:54,Nicole.Hamre_UWA
236,00000000-0000-0000-0000-000000000000,14E17438-3700-45C3-AC6F-D187E8E7DC1C,12,46,None,,1970,6450,Esperance,Male,,1,,1,9,Eb757,,15/4/22 8:11,Nicole.Hamre_UWA,15/4/22 8:11,Nicole.Hamre_UWA
237,00000000-0000-0000-0000-000000000000,6A4A6782-1694-4116-A96A-EC8CCC27776E,6,25,None,,1991,6450,Esperance,Male,,1,,,8,Ap678,,15/4/22 8:22,Nicole.Hamre_UWA,15/4/22 8:22,Nicole.Hamre_UWA
238,00000000-0000-0000-0000-000000000000,75915138-F54F-4AEB-B270-827C7C62C71E,1,1,None,,1976,6450,Esperance,Female,1,2,,,8,Gj914,,15/4/22 8:29,Nicole.Hamre_UWA,15/4/22 8:29,Nicole.Hamre_UWA
239,00000000-0000-0000-0000-000000000000,6C90B398-CD00-4F55-B737-74F0F190422C,1,50,None,,1952,6308,Esperance,Male,,1,,,3,Bl147,,16/4/22 1:51,Nicole.Hamre_UWA,16/4/22 1:51,Nicole.Hamre_UWA
240,00000000-0000-0000-0000-000000000000,323B6228-C942-4F03-B824-D68869617B0C,200,30,OW,500,1982,6450,Esperance,Male,,,,,2,Red blow up boat,Rubber blow up boat ,16/4/22 3:12,Nicole.Hamre_UWA,16/4/22 3:12,Nicole.Hamre_UWA
241,00000000-0000-0000-0000-000000000000,C73F7BE9-CA48-47A5-AA44-065982C0EB7D,60,50,None,,1963,6450,Esperance,Male,,,,,3,Gf954,,16/4/22 3:17,Nicole.Hamre_UWA,16/4/22 3:35,Nicole.Hamre_UWA
242,00000000-0000-0000-0000-000000000000,ABC2BF10-E1B6-48EB-A07A-E0083F3E0C5A,12,30,None,,1987,6450,Esperance,Male,,2,,2,3,Ew547,,16/4/22 4:40,Nicole.Hamre_UWA,16/4/22 4:40,Nicole.Hamre_UWA
243,00000000-0000-0000-0000-000000000000,DBFF0C9F-3BA8-4702-AA67-6090927E3107,12,20,None,,1957,6450,Esperance,Male,,1,,,7,Dv957,,16/4/22 4:48,Nicole.Hamre_UWA,16/4/22 4:48,Nicole.Hamre_UWA
244,00000000-0000-0000-0000-000000000000,524696E0-82EA-4C76-A245-6260F653B258,4,40,None,,1972,6112,Esperance,Male,,,,,2,Gu853,Jet ski,16/4/22 5:05,Nicole.Hamre_UWA,16/4/22 5:05,Nicole.Hamre_UWA
245,00000000-0000-0000-0000-000000000000,0B70C41F-1E32-4C3D-9AE2-A5967B98C950,6,55,None,,1961,6450,Esperance,Male,1,3,2,1,5,Ant,,16/4/22 5:16,Nicole.Hamre_UWA,16/4/22 5:16,Nicole.Hamre_UWA
246,00000000-0000-0000-0000-000000000000,AF150A0D-D6D4-4CD9-BAF3-CF637838D775,6,30,None,,1986,6450,Esperance,Male,,1,,2,5,Bt135,,16/4/22 5:52,Nicole.Hamre_UWA,16/4/22 5:52,Nicole.Hamre_UWA
247,00000000-0000-0000-0000-000000000000,B0124CF8-94EB-4708-B39D-A720E778334E,24,45,None,,1969,6450,Esperance,Male,,1,,1,5,Chloe sue,,16/4/22 6:02,Nicole.Hamre_UWA,16/4/22 6:02,Nicole.Hamre_UWA
248,00000000-0000-0000-0000-000000000000,7C69C81D-3C09-469E-9A97-5716E3FC72D7,35,40,AOW,250,1978,6450,Esperance,Male,1,,,,9,Gj417,,16/4/22 6:18,Nicole.Hamre_UWA,16/4/22 6:18,Nicole.Hamre_UWA
249,00000000-0000-0000-0000-000000000000,AB7D3D77-CBDF-4630-99A4-54130DC2E359,12,10,None,,1973,6450,Esperance,Male,,1,,,7,Gj194,,16/4/22 6:22,Nicole.Hamre_UWA,16/4/22 6:22,Nicole.Hamre_UWA
250,00000000-0000-0000-0000-000000000000,B7AE74C4-3B39-4D96-A367-269DAC4049D6,3,12,None,,1972,6450,Esperance,Female,1,2,,,5,Dm247,,16/4/22 6:34,Nicole.Hamre_UWA,16/4/22 6:34,Nicole.Hamre_UWA
251,00000000-0000-0000-0000-000000000000,26A14717-2139-45EA-A7AA-95F0B2DF441E,10,5,None,,1989,6430,Esperance,Male,,1,,,4,72045,,16/4/22 6:44,Nicole.Hamre_UWA,16/4/22 6:44,Nicole.Hamre_UWA
252,00000000-0000-0000-0000-000000000000,C6E12DEE-DD3F-4472-A9E2-B6111B582C47,6,45,DM,450,1963,6450,Esperance,Male,,,,1,5,A1404,,16/4/22 6:58,Nicole.Hamre_UWA,16/4/22 6:58,Nicole.Hamre_UWA
253,00000000-0000-0000-0000-000000000000,5ED0FAF2-4356-4A17-B4A2-C5FDEF7CE010,20,35,None,,1979,6450,Esperance,Male,,2,,,13,Gn707,,16/4/22 7:06,Nicole.Hamre_UWA,16/4/22 7:06,Nicole.Hamre_UWA
254,00000000-0000-0000-0000-000000000000,88B62671-C257-4F0A-B8EA-CF41FB7C584E,1,30,I,500,1986,6450,Esperance,Female,,1,2,,7,GI459,,16/4/22 7:14,Nicole.Hamre_UWA,16/4/22 7:14,Nicole.Hamre_UWA
255,00000000-0000-0000-0000-000000000000,09DCE737-8229-429B-9430-4A4B31F4B19F,50,27,None,,1985,6430,Esperance,Female,,2,,,5,Dn978,,16/4/22 7:50,Nicole.Hamre_UWA,16/4/22 7:50,Nicole.Hamre_UWA
256,00000000-0000-0000-0000-000000000000,51B63E4E-F91D-4110-B527-E5895B154122,2,40,None,,1965,6450,Esperance,Male,,1,,2,5,Bx052,,16/4/22 7:53,Nicole.Hamre_UWA,16/4/22 7:53,Nicole.Hamre_UWA
257,00000000-0000-0000-0000-000000000000,2554BB3D-B172-4E0A-A31F-F0AEFB0FE636,100,28,None,,1988,6450,Esperance,Female,1,1,,,4,Hook in-in,Hates the marine park,16/4/22 7:58,Nicole.Hamre_UWA,16/4/22 7:58,Nicole.Hamre_UWA
258,00000000-0000-0000-0000-000000000000,CFC1C208-99EA-400C-A44E-59F7568436C9,52,48,None,0,1971,6450,Esperance,Male,0,0,0,0,4,DE059,,18/4/22 1:59,Nicole.Hamre_UWA,18/4/22 1:59,Nicole.Hamre_UWA
259,00000000-0000-0000-0000-000000000000,35A2D570-AA32-4742-8780-CE1936174F5E,1,55,None,0,1957,6450,Esperance,Male,0,1,0,0,4,90856,"Sara, surveyed boat before but new person",18/4/22 2:25,Nicole.Hamre_UWA,18/4/22 2:25,Nicole.Hamre_UWA
260,00000000-0000-0000-0000-000000000000,C5E9BA25-E6A4-4BD1-A85B-93AA29E204CF,8,40,None,0,1962,6450,Esperance,Male,0,2,0,0,5,GR383,,18/4/22 3:22,Nicole.Hamre_UWA,18/4/22 3:22,Nicole.Hamre_UWA
261,00000000-0000-0000-0000-000000000000,78DA4AC9-7A19-456C-9EFD-70A2827639D8,30,30,None,0,1970,6450,Esperance,Male,0,0,0,0,4,BT630,,18/4/22 4:05,Nicole.Hamre_UWA,18/4/22 4:05,Nicole.Hamre_UWA
262,00000000-0000-0000-0000-000000000000,4C47C3D8-0F8A-42F9-B444-E80C9FE0912F,12,30,None,0,1982,6450,Esperance,Male,2,2,1,1,7,GD031,,18/4/22 4:31,Nicole.Hamre_UWA,18/4/22 4:31,Nicole.Hamre_UWA
263,00000000-0000-0000-0000-000000000000,0A746C95-EB73-45C3-A5BE-338F291883EE,20,20,None,0,2002,6330,Esperance,Male,0,1,0,0,3,DD117,,18/4/22 4:43,Nicole.Hamre_UWA,18/4/22 4:43,Nicole.Hamre_UWA
264,00000000-0000-0000-0000-000000000000,1965DC34-C1DD-4374-8FAA-82ABDB43CB46,20,35,None,0,1981,6450,Esperance,Male,0,1,0,1,4,DP921,,18/4/22 4:54,Nicole.Hamre_UWA,18/4/22 5:01,Nicole.Hamre_UWA
265,00000000-0000-0000-0000-000000000000,467CD45A-DD62-49E6-A272-CB9FF2B1C2CD,20,60,None,0,1955,6450,Esperance,Male,0,1,0,0,,DM815,,18/4/22 5:29,Nicole.Hamre_UWA,18/4/22 5:29,Nicole.Hamre_UWA
266,00000000-0000-0000-0000-000000000000,FD180512-D4B4-4D2C-B9B7-FFB78DC1A633,10,40,None,0,1966,6442,Esperance,Male,1,0,0,0,6,44996,,19/4/22 0:47,Nicole.Hamre_UWA,19/4/22 0:47,Nicole.Hamre_UWA
267,00000000-0000-0000-0000-000000000000,E2D541F3-587C-40EF-9330-3C34F5D52444,60,21,OW,5,2000,6008,Esperance,Male,9,4,0,0,6,DX416,,19/4/22 2:35,Nicole.Hamre_UWA,19/4/22 2:35,Nicole.Hamre_UWA
268,00000000-0000-0000-0000-000000000000,13C582EB-CB2A-4399-9532-923B3E14FCAF,51,30,None,,1976,6450,Esperance,Male,,1,,2,5,Ge716,,19/4/22 5:10,Nicole.Hamre_UWA,19/4/22 5:10,Nicole.Hamre_UWA
269,00000000-0000-0000-0000-000000000000,60BF6D99-857D-4210-852F-DC3456D4236D,35,40,None,0,1980,6450,Esperance,Male,0,2,0,0,5,86481,,19/4/22 5:41,Nicole.Hamre_UWA,19/4/22 5:41,Nicole.Hamre_UWA
