,GlobalID.y,GlobalID.x,OBJECTID.x,Date,CreationDate.x,EditDate.x,,Interviewer,Transect,Access,ScreenOne,ScreenTwo,Agreement,TotDaysInArea,BoatAccess,DaysOnBoat,DaysOnShore,DaysOnShore_Other,TimesInTwenty,TimesInNineteen,TimesInNineteen_Other,Covid,x.x,y.x,MetaComments,OBJECTID.y,Comments,CreationDate.y,EditDate.y,EXTRACTIVE SURVEY,"If RECALL, date",What type of fishing did you do at this site?,"If OTHER, fishing type",Did you use a bait or lure?,What time did you (if spearfishing)/ your lines get in the water?,What time did you (if spearfishing)/your lines get out the water??,Max depth of hook at this site?,# fish you kept undamaged at this site?,"If OTHER, # kept undamaged",# released undamaged at this site?,"If OTHER, # released undamaged",# depredated,"If OTHER, # depredated",What species did you catch?,Why did you leave this site?,"If OTHER, why did you leave this site?",NON_EXTRACTIVE SURVEY,"If RECALL, date_1",What activity did you do?,,"If OTHER, activity",What time did you start the activity?,What time did you end the activity?,"If DIVING, max depth",Why did you choose this site?,"If OTHER, why this site",Why did you leave this site?_1,"If OTHER, why did you leave this site?_1",x.y,y.y,OBJECTID,GlobalID.y.y,CreationDate,EditDate,# times fished from boat in last 12 months?,# times doing NEX last 12 months??,# years fishing?,# years doing NEX?,"Are you a diver? If so, what is your certification?","If DIVING, # dives?",What year were you born?,Home postcode,"If VISITOR, where are you staying?","If OTHER, where are you staying",FINISH SURVEY,Male or Female,Describe party,Boat length,Boat Type,Boat name or number,SurveyType ,SurveyType_two,Shift
306,NA,b83f074c-f9dc-4dc0-b692-d44171dd79aa,128,10/01/2020,10/01/2020 03:30,10/01/2020 03:30,Morning,Sam,Tantabiddi,TantBR,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.978601,-21.91259663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boat,Refusal ,Morning
307,NA,b9179fd5-a280-4b85-b20b-e6394bd36db0,126,10/01/2020,10/01/2020 02:42,10/01/2020 02:42,Morning,Sam,Tantabiddi,TantBR,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.9787939,-21.91270161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boat,Refusal ,Morning
291,NA,44a160bb-e78e-49fb-bd26-e383c9877d06,280,10/02/2020,10/02/2020 03:05,10/02/2020 03:05,Morning,Nicole,Tantabiddi,TantBR,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.9791319,-21.91266969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boat,Refusal ,Morning
273,NA,99279eac-05b9-4b1c-affb-6afeb08177a9,261,10/01/2020,10/01/2020 02:06,10/01/2020 02:06,Morning,Nicole,Tantabiddi,Turquoise Bay 1,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,113.8856511,-22.10023074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shore,Refusal ,Morning
315,NA,7036febc-9142-47d5-a8f0-142616f428aa,267,10/01/2020,10/01/2020 03:03,10/01/2020 03:03,Morning,Nicole,Tantabiddi,Turquoise Bay 1,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.8857842,-22.09912362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shore,Refusal ,Morning
284,NA,54a32672-1c2e-4bf8-b450-57ff0040c545,159,10/03/2020,10/03/2020 08:53,10/03/2020 08:56,Afternoon,Sam,Tantabiddi,Turquoise Bay 2,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.9203682,-22.02511286,Had dog in national park - told em to leave,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shore,Refusal ,Afternoon
309,NA,ea41a0e8-3a30-43b7-a3e4-977fd252827b,117,9/30/2020 8:45:21 AM,9/30/2020 8:49:18 AM,9/30/2020 8:49:18 AM,Afternoon,Gabby,Bundegi,Wobiri,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.1327136,-21.80396083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shore,Refusal ,Afternoon
257,f0f3b691-4f9f-4340-8d0b-e742fd10eed3,c73eb852-2721-4b9f-872a-1e8c577c5e84,143,10/01/2020,10/01/2020 08:18,10/01/2020 08:29,Afternoon,Gabby,Bundegi,BunBR,Yes,Yes,Yes,15,Yes,5,15,NA,0,0,NA,No,114.1704731,-21.83651,NA,268,NA,10/01/2020 08:25,10/01/2020 08:25,NA,NA,Demersal,NA,Bait,10,330,NA,NA,NA,NA,NA,NA,NA,Red snapper,End of day,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,114.1656352,-21.7543712,237,ee73b2b4-20cf-4d08-9787-7714af5c34d9,10/01/2020 08:31,10/01/2020 08:31,1 a month,NA,40,NA,None,NA,1978,6163,Exmouth,NA,NA,Male,4 adults,7,G,NA,Boat,Extractive,Afternoon
46,34b9dbb9-e353-4173-aad9-fd3832a089a8,31293709-fdf2-4e73-94df-1b1cb56c5740,78,9/27/2020 7:46:45 AM,9/27/2020 7:53:06 AM,9/27/2020 7:53:06 AM,Afternoon,Sam,CoralBay,Bills Bay,Yes,No,Yes,14,No,2,10,NA,NA,1,NA,No,113.7682277,-23.14260997,NA,221,NA,9/27/2020 7:55:09 AM,9/27/2020 7:55:09 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,12,16,NA,Biodiveristy,NA,Weather,NA,113.7683965,-23.14260292,194,4866975b-eea7-4308-a1f7-2f546294b6fe,9/27/2020 7:57:01 AM,9/27/2020 7:57:01 AM,NA,NA,20,NA,OW,26,1976,6153,BayView,NA,NA,NA,NA,NA,NA,NA,Shore,Non-extractive,Afternoon
2,0081b0b5-d4a3-426f-88df-0efca3348787,6ff2e8a5-da42-44fc-9999-e10415ab9c0a,84,9/27/2020 7:52:03 AM,9/27/2020 7:53:24 AM,9/27/2020 7:53:24 AM,Afternoon,Nicole,CoralBay,Bills Bay,Yes,Yes,Yes,14,No,0,14,NA,NA,0,NA,No,113.7687808,-23.14233467,NA,226,NA,9/27/2020 7:54:23 AM,9/27/2020 7:55:35 AM,Don_—Èt fish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,,Relaxing,11,Still there 4,NA,Access,NA,NA,NA,113.7689402,-23.14133642,199,4494a328-1bf9-4333-8290-9ea43623be6e,9/27/2020 7:55:21 AM,9/27/2020 7:55:21 AM,NA,NA,NA,NA,NA,NA,1979,6076,CoralBay,NA,NA,Female,"2couple, 4 kids",NA,NA,NA,Shore,Non-extractive,Afternoon
185,aa3e9ec8-1e7a-43c7-9a00-79911b42841a,fc6f225a-0c27-4cce-bd35-4e5911ac58df,85,9/27/2020 7:55:46 AM,9/27/2020 8:01:21 AM,9/27/2020 8:01:21 AM,Afternoon,Nicole,CoralBay,Bills Bay,Yes,No,Yes,7,No,0,7,NA,0,1,NA,No,113.7682552,-23.14249655,NA,227,NA,9/27/2020 8:02:21 AM,9/27/2020 8:02:21 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,Shore,Relaxing,930,NA,NA,Access,NA,NA,NA,113.7696493,-23.14227888,200,cee08624-0727-4004-bd11-bca0f9a4ee10,9/27/2020 8:03:56 AM,9/27/2020 8:03:56 AM,NA,NA,I frequent 20 yrs,NA,OW,NA,1979,6232,CoralBay,NA,NA,Male,"2 couples, kids, canäó»t tell how many",NA,NA,NA,Shore,Non-extractive,Afternoon
94,5daedcc5-28d1-4f6d-a7e1-c15a55fdaafb,551796df-5a02-4267-b150-046404ecae5d,79,9/27/2020 7:58:04 AM,9/27/2020 8:02:15 AM,9/27/2020 8:12:18 AM,Afternoon,Sam,ExmouthS,Bills Bay,Yes,Yes,Yes,7,Yes,4,6,NA,1,0,NA,No,113.7689566,-23.14231012,NA,222,NA,9/27/2020 8:03:36 AM,9/27/2020 8:13:06 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,,NA,1pm,4pm,NA,Access,NA,Weather,NA,113.7686521,-23.14255945,195,aefccc2b-292c-4870-bcd7-02ee4f534e58,9/27/2020 8:08:13 AM,9/27/2020 8:14:26 AM,NA,NA,30,NA,Rescue,100,1973,6071,BayView,NA,NA,Male,3 familes,8,G,NA,Boat,Non-extractive,Afternoon
123,78e158b8-33eb-4973-a3e5-5574f041e894,623f8027-d77d-499c-b550-97535f8da840,86,9/27/2020 8:04:23 AM,9/27/2020 8:05:58 AM,9/27/2020 8:05:58 AM,Afternoon,Nicole,CoralBay,Bills Bay,Yes,No,Yes,7,No,0,7,NA,0,1,NA,No,113.7695981,-23.1422697,NA,228,NA,9/27/2020 8:07:02 AM,9/27/2020 8:07:02 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,,Relaxing,930,5pm,NA,Access,NA,NA,NA,113.7693292,-23.14218869,201,835a61bf-0ea8-42f9-8473-6a9581160a87,9/27/2020 8:07:58 AM,9/27/2020 8:07:58 AM,NA,NA,Not a fisher,NA,NA,NA,1973,6156,NA,NA,NA,Female,"1f, 3kids",NA,NA,NA,Shore,Non-extractive,Afternoon
210,cb1b12d9-d883-4d5f-8785-430138afa7d4,aa99b287-18e4-4c71-b4d7-2da39f14c5bb,87,9/27/2020 8:08:15 AM,9/27/2020 8:27:03 AM,9/27/2020 8:27:03 AM,Afternoon,Nicole,CoralBay,Bills Bay,Yes,No,Yes,5,No,0,5,NA,0,0,NA,Yes,113.769622,-23.14221254,NA,229,NA,9/27/2020 8:29:09 AM,9/27/2020 8:29:09 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,Shore,Relaxing,10:45,12:30 lunch,NA,Access,Best for the kids,NA,NA,113.7702179,-23.14226329,202,4c82829d-0a8a-4700-b426-37e2a28dcfcc,9/27/2020 8:32:37 AM,9/27/2020 8:32:37 AM,NA,NA,Shore fishing 35,NA,NA,NA,1963,6021,CoralBay,NA,NA,Male,"3m, 5f, 4kids",NA,NA,NA,Shore,Non-extractive,Afternoon
184,a80da1cf-60e3-4298-ae28-a40626a38fa7,6eb0139c-7b7b-4916-a2fb-d34c70a39307,80,9/27/2020 8:23:28 AM,9/27/2020 8:35:15 AM,9/27/2020 8:35:15 AM,Afternoon,Sam,CoralBay,Bills Bay,Yes,No,Yes,10,No,0,10,NA,0,1,NA,No,113.7688945,-23.14245426,NA,223,NA,9/27/2020 8:36:07 AM,9/27/2020 8:36:07 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Relaxing,Shore,NA,11am,Still relaxing,NA,Access,NA,EndOfDay,NA,113.7687294,-23.1423594,196,af6d4e6c-3474-491a-9d40-e1f323a65181,9/27/2020 8:38:06 AM,9/27/2020 8:38:06 AM,1,30,5,Whole life,OW,10,1990,6100,CoralBayBackpackers,NA,NA,Female,2 backpackers couple,NA,NA,NA,Shore,Non-extractive,Afternoon
115,7432f506-1f27-45de-bf33-2cb7af216e34,be194b9a-de51-4f31-a9f2-50b01f551602,89,9/27/2020 8:47:41 AM,9/27/2020 8:50:00 AM,9/27/2020 8:50:00 AM,Afternoon,Nicole,CoralBay,Bills Bay,Yes,No,Yes,7,Yes,3,7,NA,0,0,NA,No,113.771014,-23.14174319,NA,230,NA,9/27/2020 8:51:34 AM,9/27/2020 8:51:34 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,,"Kayaking, relaxing",08:30,11 for lunch,NA,Access,NA,EndOfDay,NA,113.7708421,-23.14197579,203,f38a5778-5ab5-4a73-aedf-3043cb2c5297,9/27/2020 8:52:58 AM,9/27/2020 8:52:58 AM,NA,NA,No fishing,NA,NA,NA,1982,6171,CoralBay,NA,NA,Female,"1f, 5kids",NA,NA,NA,Shore,Non-extractive,Afternoon
260,f4bd29bb-791a-4205-ba2e-018f71192d4c,d4e603a8-4bd0-406d-9123-e2e6775e82b7,94,9/28/2020 4:15:36 AM,9/28/2020 4:19:38 AM,9/28/2020 4:19:38 AM,Morning,Gabby,CoralBay,Bills Bay,Yes,No,Yes,12,No,0,12,NA,0,0,NA,No,113.7669724,-23.14326648,NA,233,NA,9/28/2020 4:20:41 AM,9/28/2020 4:20:41 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/2020 4:19:49 AM,Snorkling,Shore,NA,12,1219,NA,Biodiveristy,NA,Other,Cold,113.768065,-23.14183359,206,5c695ad1-9b5b-49db-96b0-850923f2b880,9/28/2020 4:22:03 AM,9/28/2020 4:22:03 AM,0,2 per week,NA,NA,NA,NA,1991,Wembley,CoralBay,NA,NA,Female,1 lady,NA,NA,NA,Shore,Non-extractive,Morning
26,1d162436-1956-430b-8f58-fee0116e94a1,1a805ce7-b339-45e2-b3ee-5b5e2df82ef6,178,9/28/2020 4:15:41 AM,9/28/2020 4:31:24 AM,9/28/2020 4:31:24 AM,Morning,Sam,CoralBay,Bills Bay,Yes,No,Yes,10,No,0,10,NA,0,1,NA,No,113.7697868,-23.14207984,NA,316,NA,9/28/2020 4:32:40 AM,9/28/2020 4:32:40 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,,Relaxing,10am,3pm,NA,Access,NA,EndOfDay,NA,113.769354,-23.14219144,266,5c0aa275-b542-459c-8351-94c2d8b482ef,9/28/2020 4:33:54 AM,9/28/2020 4:33:54 AM,0,NA,0,NA,None,NA,1979,6009,NA,NA,NA,Male,Family of 4,NA,NA,NA,Shore,Non-extractive,Morning
40,2e21ad7b-a4be-4e21-81f1-b38ce6264b10,2b4c33f2-f48d-4284-87e2-364d4ffe8e14,95,9/28/2020 4:22:19 AM,9/28/2020 4:28:31 AM,9/28/2020 4:28:31 AM,Morning,Gabby,CoralBay,Bills Bay,Yes,No,Yes,7,No,0,7,NA,NA,1,NA,No,113.7681464,-23.14175413,NA,234,NA,9/28/2020 4:29:34 AM,9/28/2020 4:33:04 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkling,,Daughter was building sand castles,11am,1230pm,NA,Other,Fish-the snapper,NA,NA,113.7687415,-23.14132087,207,950bacbe-8d49-42f9-b246-8b8fbef30ce7,9/28/2020 4:31:43 AM,9/28/2020 4:31:43 AM,0,Too many to count,NA,Life; snorkelled as a kid,NA,NA,1961,6000,CoralBay,NA,NA,Male,2 adults 1 kid,NA,NA,NA,Shore,Non-extractive,Morning
103,6782b239-cbdb-4fe9-be4b-979a5af25cdd,1ecd8c45-2971-4d47-b4b6-03a82cb8aa80,96,9/28/2020 4:32:35 AM,9/28/2020 4:37:28 AM,9/28/2020 4:37:28 AM,Morning,Gabby,CoralBay,Bills Bay,Yes,No,Yes,11,No,0,11,NA,0,1,NA,Yes,113.7692946,-23.1415735,NA,235,NA,9/28/2020 4:39:03 AM,9/28/2020 4:39:03 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Relaxing,,"Chilling hat the beach, spending time with family and playing footy",10,Still going,NA,NaturalSurroundings,NA,EndOfDay,We will leave at the end of this day,113.7698265,-23.14231681,208,a3b400d9-a06d-465b-9ea5-dbe27ccc9f7d,9/28/2020 4:41:10 AM,9/28/2020 4:41:10 AM,No,Whenever we can,NA,NA,None,NA,1972,Gosnells,CoralBay,NA,NA,Male,7 adults 5 kids,NA,NA,NA,Shore,Non-extractive,Morning
47,35e4d4a4-8d9b-433d-86a1-ff3df5b16d25,b06c12ce-d6e7-4317-b741-f09c2c6d9ffa,179,9/28/2020 4:35:34 AM,9/28/2020 4:36:33 AM,9/28/2020 4:36:33 AM,Morning,Sam,CoralBay,Bills Bay,Yes,No,Yes,8,No,0,8,NA,0,0,NA,No,113.7691454,-23.14195026,NA,317,NA,9/28/2020 4:37:27 AM,9/28/2020 4:37:27 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Relaxing,,Drinking lots,11am,6pm,NA,Access,NA,EndOfDay,NA,113.7698544,-23.14212645,267,f7051947-0b6e-48f0-98c7-702ff22c0939,9/28/2020 4:39:01 AM,9/28/2020 4:39:01 AM,10,NA,40,NA,None,NA,1968,6012,PeoplesPark,NA,NA,Female,Couple,NA,NA,NA,Shore,Non-extractive,Morning
177,a68c79ee-8568-492e-b9b7-cac246cd3173,0d2a767f-1062-43a6-a216-18f97b745fbf,97,9/28/2020 4:56:22 AM,9/28/2020 4:57:32 AM,9/28/2020 4:57:32 AM,Morning,Gabby,CoralBay,Bills Bay,Yes,No,Yes,10,No,0,10,NA,0,1,NA,No,113.7681052,-23.14294778,NA,236,NA,9/28/2020 4:58:57 AM,9/28/2020 4:58:57 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RowSport,Shore,And swimming and relaxing,9am,Prob 430pm end of day we will leave,NA,Other,Good holiday,EndOfDay,NA,113.7741739,-23.14159584,209,e55f50d0-416c-4478-83a7-f5f1695a09a7,9/28/2020 5:00:49 AM,9/28/2020 5:00:49 AM,NA,Once or twice a week and whenever on holiday,None,Life,NA,NA,1984,Rockingham,CoralBay,NA,NA,Female,2 adults 2 kids,NA,NA,NA,Shore,Non-extractive,Morning
173,9ed1da6b-1af0-424c-9feb-7639adea2e03,59ca4696-15d7-4641-b614-d87c84518c3d,135,10/01/2020,10/01/2020 07:30,10/01/2020 07:30,Afternoon,Gabby,Bundegi,BunBR,Yes,No,Yes,Resident,Yes,NA,NA,NA,NA,NA,NA,NA,114.1704932,-21.83538394,NA,262,NA,10/01/2020 07:32,10/01/2020 07:32,NA,NA,Demersal,NA,Bait,1pm,3pm,NA,4,NA,NA,NA,1,NA,Emperors,ActivityChange,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,114.2287417,-21.86676805,233,5f6556f9-d1b7-4159-befb-d0f2edf4c50a,10/01/2020 07:33,10/01/2020 07:33,26,NA,Life,NA,None,NA,1971,Exmouth,NA,NA,NA,Male,4 friends,NA,F,NA,Boat,Extractive,Afternoon
189,ab3139e4-a3eb-4917-97bc-189a424eb6b8,39fde58c-3161-4844-a614-4866f04c2a6a,139,10/01/2020,10/01/2020 07:58,10/01/2020 07:58,Afternoon,Gabby,Bundegi,BunBR,Yes,No,Yes,10,Yes,7,10,NA,0,0,NA,No,114.1709454,-21.83555681,NA,265,NA,10/01/2020 08:02,10/01/2020 08:02,NA,NA,Spearing,NA,NA,1230,1,NA,0,NA,0,NA,0,NA,NA,Other,Saw a shark,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,114.2698706,-21.87761533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boat,Extractive,Afternoon
272,ff56874c-59d6-494f-b2c6-31ca72b77214,0013d533-1167-4438-83e7-008fddab2339,132,10/01/2020,10/01/2020 07:23,10/01/2020 07:23,Afternoon,Gabby,Bundegi,BunBR,Yes,No,Yes,8,Yes,8,8,NA,0,1,NA,No,114.1706939,-21.83579855,NA,261,NA,10/01/2020 07:26,10/01/2020 07:26,NA,NA,Demersal,Bottom bashing and trolling,Bait,11,1500,40m,5,NA,NA,NA,3,NA,"Spangos, 1 cod, 1 red emperor, 1 snapper, 1 rosie",Other,To go kiting or surfing over the other side,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,114.188889,-21.54447857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boat,Extractive,Afternoon
156,90f7063d-d51d-4bac-8b56-4603625f3d4f,38bb9946-46d5-4884-8cd3-41792113578e,131,10/01/2020,10/01/2020 07:10,10/01/2020 07:10,Afternoon,Gabby,Bundegi,BunBR,Yes,No,Yes,9,Yes,9,9,NA,0,0,NA,No,114.1708455,-21.83614682,NA,260,NA,10/01/2020 07:12,10/01/2020 07:21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snorkel,NA,Snorkling,,NA,10am,230pm,NA,Biodiveristy,Cool snorkeling,NA,NA,114.3713519,-21.66220225,232,a0bcc07a-7a04-44f3-a856-6d835dc12602,10/01/2020 07:20,10/01/2020 07:20,NA,Two,NA,NA,None,NA,1990,6725,Exmouth,NA,NA,Female,Girlfriend boyfriend,7,NA,NA,Boat,Non-extractive,Afternoon
35,29fb5014-e643-4864-98c0-7388f1a3ad50,39985122-7bf9-49e4-9738-7a677821a9d1,137,10/01/2020,10/01/2020 07:47,10/01/2020 07:47,Afternoon,Gabby,Bundegi,BunBR,Yes,No,Yes,10,Yes,4,10,NA,0,0,NA,No,114.1706816,-21.83565403,NA,263,NA,10/01/2020 07:49,10/01/2020 07:53,NA,NA,Trolling,NA,Lure,8am,3pm,NA,0,NA,0,NA,0,NA,Zero fish caught,End of day,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,EndOfDay,NA,114.1769868,-21.83225045,234,9cc62f6a-1df7-4d3b-b7fc-fbecb6a81636,10/01/2020 07:51,10/01/2020 07:51,Opportunistically-friends boats,NA,NA,NA,None,NA,1970,6714,Lighthouse,NA,NA,Male,"5; 2 adults, 3 kids",6,G,NA,Boat,Extractive,Afternoon
98,60f423f1-2933-4c7b-810e-c712afe687e9,3e1b977a-b042-447a-a7d6-74a67d1fac67,144,10/01/2020,10/01/2020 08:38,10/01/2020 08:38,Afternoon,Gabby,Bundegi,BunBR,Yes,No,Yes,14,Yes,9,14,NA,0,0,NA,No,114.1708451,-21.83560501,NA,269,NA,10/01/2020 08:41,10/01/2020 08:41,NA,NA,Demersal,NA,Bait,9,4,NA,1,NA,0,NA,0,NA,Long nose emporer,End of day,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,114.2377546,-21.5536179,238,26ed8224-4347-4684-8b04-c15e5e8b148d,10/01/2020 08:45,10/01/2020 08:45,12,NA,Life,NA,None,NA,1972,Cockburn,Exmouth,NA,NA,Male,5 adults 2 female rest male,6,D,NA,Boat,Extractive,Afternoon
221,d085a489-c158-4389-878b-84571af3b573,39fde58c-3161-4844-a614-4866f04c2a6a,139,10/01/2020,10/01/2020 07:58,10/01/2020 07:58,Afternoon,Gabby,Bundegi,BunBR,Yes,No,Yes,10,Yes,7,10,NA,0,0,NA,No,114.1709454,-21.83555681,NA,264,NA,10/01/2020 08:00,10/01/2020 08:00,NA,NA,Spearing,Free dive,NA,930,1130,NA,2,NA,0,NA,0,NA,Emperor,Other,Try a new site,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,114.2815613,-21.87918764,235,76027d95-fd6c-40f0-bb99-1e3ff09b1f3f,10/01/2020 08:04,10/01/2020 08:04,NA,NA,Life,NA,None,NA,1980,Rockingham,Lighthouse,NA,NA,Male,2 guys,4,F,NA,Boat,Extractive,Afternoon
31,260aac34-c4af-4b7a-a408-381addbf0ef7,2bf3eb4e-d010-4e77-8cc7-cb47dde78d54,145,10/01/2020,10/01/2020 08:53,10/01/2020 08:53,Afternoon,Gabby,Bundegi,BunBR,Yes,No,Yes,9,Yes,9,9,NA,0,1,NA,No,114.170599,-21.83600581,NA,270,NA,10/01/2020 08:55,10/01/2020 08:55,NA,NA,Squidding,NA,NA,2,Now,NA,0,NA,0,NA,0,NA,None,End of day,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,114.2165994,-21.95889768,239,81112ffb-2764-41df-80d7-951554b8267a,10/01/2020 08:57,10/01/2020 08:57,NA,NA,30,NA,None,NA,NA,NA,Lighthouse,NA,NA,Male,Mum dad and teenaged boy,3,C,Ey166,Boat,Extractive,Afternoon
116,74b44706-09c6-4e4f-a2a2-5d2e0c0b236d,0d838906-3a3d-4487-a4bf-924225c719ae,140,10/01/2020,10/01/2020 08:07,10/01/2020 08:07,Afternoon,Gabby,Bundegi,BunBR,Yes,No,Yes,9,No,0,9,NA,0,0,NA,NA,114.1710761,-21.83543714,NA,266,NA,10/01/2020 08:08,10/01/2020 08:08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JetSki,,NA,10,1600,NA,Weather,NA,EndOfDay,NA,114.1711025,-21.83532357,236,c45e1502-5366-4641-8996-027df2a52366,10/01/2020 08:10,10/01/2020 08:10,Zero,NA,NA,NA,None,NA,1978,NA,Exmouth,NA,NA,Male,1,NA,NA,NA,Boat,Non-extractive,Afternoon
178,a68f7262-a04c-4645-976c-81c869a10329,03685dcb-d73f-491c-958a-25cd92be36e3,141,10/01/2020,10/01/2020 08:11,10/01/2020 08:11,Afternoon,Gabby,Bundegi,BunBR,Yes,No,Yes,Resident,NA,NA,NA,NA,NA,NA,NA,NA,114.1708578,-21.83572568,NA,267,NA,10/01/2020 08:13,10/01/2020 08:13,NA,NA,Demersal,NA,Bait,1,330,NA,3,NA,0,NA,0,NA,Spangos x2 and a threadfin,End of day,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,114.2607541,-21.8859392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boat,Extractive,Afternoon
