OBJECTID,Date,GlobalID,CreationDate,EditDate,Interviewer,Transect,Access, ScreenOne,ScreenTwo,Agreement,TotDaysInArea,BoatAccess,DaysOnBoat,DaysOnShore,DaysOnShore_Other,TimesInTwenty,TimesInNineteen,TimesInNineteen_Other,Covid,x,y,MetaComments,SurveyType,SurveyType_two
150,10/02/20,b2ce3c74-2c8f-4d26-8780-b78d5a7e4f61,10/02/20 03:31,10/02/20 03:31,Sam,Tantabiddi,OspreyBay,Yes,No,Yes,8,No,0,8,,0,0,,No,113.8406992,-22.23761903,,,
284,10/02/20,6f04a69c-8d35-41b2-9224-90dcc7ba48c8,10/02/20 03:27,10/02/20 03:36,Nicole,Tantabiddi,TantBR,Yes,No,Yes,120,Yes,,120,,0,1,,No,113.9783958,-21.91237712,Come up for 4 months of the year and goes out on the boat at least 2 times a week; was in up for 4 omths in 2019 as well ,,
149,10/02/20,9f11f64d-60f3-4efa-9291-b74665538a9c,10/02/20 03:23,10/02/20 03:23,Sam,Tantabiddi,OspreyBay,Yes,No,Yes,7,No,0,7,,0,1,,No,113.8400306,-22.23808846,,,
283,10/02/20,27b311df-4f7b-4c4d-8d0e-3e480691abcd,10/02/20 03:21,10/02/20 03:21,Nicole,Tantabiddi,TantBR,Yes,No,Yes,7,Yes,2,7,,0,0,,No,113.9784115,-21.91236706,,,
282,10/02/20,f25a9503-668a-4085-af27-dabf1ee635bd,10/02/20 03:15,10/02/20 03:15,Nicole,Tantabiddi,TantBR,Yes,No,Yes,14,Yes,7,7,,1,1,,Yes,113.9784127,-21.9123845,,,
148,10/02/20,e0c0efcd-5b11-48dc-8f7f-ab467c9ab517,10/02/20 03:11,10/02/20 03:11,Sam,Tantabiddi,OspreyBay,Yes,No,Yes,11,No,0,11,,0,0,,Yes,113.8398222,-22.23784436,,,
281,10/02/20,9fd9ae69-0b38-4aa7-9e0e-950fa6a42179,10/02/20 03:08,10/02/20 03:13,Nicole,Tantabiddi,TantBR,Yes,No,Yes,10,Yes,2,10,,0,0,,No,113.9782821,-21.91234075,,,
147,10/02/20,b3c94643-a932-4d71-b5db-950ac2a0eea9,10/02/20 03:00,10/02/20 03:00,Sam,Tantabiddi,OspreyBay,Yes,No,Yes,14,No,0,14,,0,2,,No,113.840453,-22.23789107,,,
279,10/02/20,69b96f65-e476-4579-98f4-acbd159857a1,10/02/20 02:59,10/02/20 02:59,Nicole,Tantabiddi,TantBR,Yes,No,Yes,20,Yes,7,10,,0,1,,No,113.9785117,-21.91242783,,,
278,10/01/20,68f1990b-acd7-48d2-81cc-142b0d4801b7,10/01/20 08:58,10/01/20 08:58,Nicole,Bundegi,BundegiBeach,Yes,No,Yes,14,No,,6,,0,1,,No,114.176867,-21.82707822,,,
145,10/01/20,2bf3eb4e-d010-4e77-8cc7-cb47dde78d54,10/01/20 08:53,10/01/20 08:53,Gabby,Bundegi,BunBR,Yes,No,Yes,9,Yes,9,9,,0,1,,No,114.170599,-21.83600581,,,
277,10/01/20,8e6a7553-9c74-48fc-a877-16dfd4137d2f,10/01/20 08:42,10/01/20 08:42,Nicole,Bundegi,BundegiBeach,Yes,No,Yes,5,No,0,5,,0,0,,Yes,114.1779078,-21.82637754,,,
144,10/01/20,3e1b977a-b042-447a-a7d6-74a67d1fac67,10/01/20 08:38,10/01/20 08:38,Gabby,Bundegi,BunBR,Yes,No,Yes,14,Yes,9,14,,0,0,,No,114.1708451,-21.83560501,,,
141,10/01/20,03685dcb-d73f-491c-958a-25cd92be36e3,10/01/20 08:11,10/01/20 08:11,Gabby,Bundegi,BunBR,Yes,No,Yes,Resident,,,,,,,,,114.1708578,-21.83572568,,,
276,10/01/20,0fe48002-c0aa-4c5d-868e-98cdaeffec65,10/01/20 08:08,10/01/20 08:08,Nicole,Bundegi,BundegiBeach,Yes,No,Yes,Resident,No,0,,,,,,Yes,114.1781392,-21.82629594,,,
140,10/01/20,0d838906-3a3d-4487-a4bf-924225c719ae,10/01/20 08:07,10/01/20 08:07,Gabby,Bundegi,BunBR,Yes,No,Yes,9,No,0,9,,0,0,,,114.1710761,-21.83543714,,,
139,10/01/20,39fde58c-3161-4844-a614-4866f04c2a6a,10/01/20 07:58,10/01/20 07:58,Gabby,Bundegi,BunBR,Yes,No,Yes,10,Yes,7,10,,0,0,,No,114.1709454,-21.83555681,,,
208,09/01/20,9976a9ef-f4d7-420c-a68d-03377155314c,10/01/20 07:58,10/01/20 07:58,Sam,Bundegi,LHBaySZSouth,Yes,No,Yes,120,No,0,120,,0,1,,No,114.1539025,-21.79157999,Comes up for between 1-4 moths every year,,
275,10/01/20,9d622635-9303-439b-8210-d2bf3c7dbf70,10/01/20 07:58,10/01/20 07:58,Nicole,Bundegi,BundegiBeach,Yes,No,Yes,10,No,0,10,,0,0,,No,114.1782631,-21.82625914,,,
274,10/01/20,5294522a-7ed5-4ac8-82c7-4dd5ea437312,10/01/20 07:49,10/01/20 07:49,Nicole,Bundegi,BundegiBeach,Yes,No,Yes,12,No,0,12,,0,0,,No,114.1786329,-21.8259957,,,
137,10/01/20,39985122-7bf9-49e4-9738-7a677821a9d1,10/01/20 07:47,10/01/20 07:47,Gabby,Bundegi,BunBR,Yes,No,Yes,10,Yes,4,10,,0,0,,No,114.1706816,-21.83565403,,,
273,10/01/20,80462b0b-075f-49fc-9fbb-094a8a51fdbb,10/01/20 07:41,10/01/20 07:41,Nicole,Bundegi,BundegiBeach,Yes,No,Yes,6,No,0,6,,,0,,Yes,114.1790747,-21.82574118,,,
135,10/01/20,59ca4696-15d7-4641-b614-d87c84518c3d,10/01/20 07:30,10/01/20 07:30,Gabby,Bundegi,BunBR,Yes,No,Yes,Resident,Yes,,,,,,,,114.1704932,-21.83538394,,,
272,10/01/20,55824bc6-637d-411f-b0c8-459fe27aab56,10/01/20 07:30,10/01/20 07:33,Nicole,Bundegi,BundegiBeach,Yes,No,Yes,5,No,0,5,,0,1,,No,114.1792248,-21.82564785,,,
271,10/01/20,82d6e2fb-b1f2-4b9e-b613-f1d9145e31ad,10/01/20 07:25,10/01/20 07:25,Nicole,Bundegi,BundegiBeach,Yes,No,Yes,5,No,0,3,,,0,,,114.1795088,-21.82544094,,,
132,10/01/20,0013d533-1167-4438-83e7-008fddab2339,10/01/20 07:23,10/01/20 07:23,Gabby,Bundegi,BunBR,Yes,No,Yes,8,Yes,8,8,,0,1,,No,114.1706939,-21.83579855,,,
131,10/01/20,38bb9946-46d5-4884-8cd3-41792113578e,10/01/20 07:10,10/01/20 07:10,Gabby,Bundegi,BunBR,Yes,No,Yes,9,Yes,9,9,,0,0,,No,114.1708455,-21.83614682,,,
129,10/01/20,6ce4af01-fc51-42d6-aa41-887ad88ff809,10/01/20 04:19,10/01/20 04:19,Sam,Tantabiddi,TantBR,Yes,No,Yes,9,Yes,6,3,,0,1,,No,113.9786487,-21.91265991,,,
270,10/01/20,cf99b844-b196-431b-9db6-487965dcc3d1,10/01/20 03:23,10/01/20 03:23,Nicole,Tantabiddi,Turquoise Bay 2,Yes,No,Yes,10,No,0,10,,0,2,,No,113.8873394,-22.09790028,,,
269,10/01/20,9899f5c5-a9bb-4b0c-88dc-c2cd945f6d87,10/01/20 03:17,10/01/20 03:18,Nicole,Tantabiddi,Turquoise Bay 2,Yes,No,Yes,7,No,0,7,,0,0,,Yes,113.8858656,-22.10098563,,,
268,10/01/20,9d53cfd7-471a-4d48-804a-ac1f2830876c,10/01/20 03:05,10/01/20 03:05,Nicole,Tantabiddi,Turquoise Bay 1,Yes,No,Yes,4,No,0,4,,0,0,,Yes,113.8858681,-22.09875536,,,
266,10/01/20,40e545c7-eb4e-4803-8203-0746229320fc,10/01/20 02:51,10/01/20 02:51,Nicole,Tantabiddi,Turquoise Bay 2,Yes,No,Yes,4,No,0,4,,0,0,,No,113.8871786,-22.09800409,,,
265,10/01/20,fbfa52dc-9391-475b-8292-cf81cfefd381,10/01/20 02:39,10/01/20 02:39,Nicole,Tantabiddi,Turquoise Bay 2,Yes,No,Yes,12,No,0,10,,0,0,,No,113.8870121,-22.0978634,,,
264,10/01/20,4208a979-cc4d-4e76-b0cf-4a73b813a6bd,10/01/20 02:24,10/01/20 02:24,Nicole,Tantabiddi,Turquoise Bay 1,Yes,No,Yes,14,No,0,14,,1,3,,No,113.8859618,-22.0984762,,,
125,10/01/20,be6774fb-56d8-4ad1-842d-1d9595b4d33d,10/01/20 02:17,10/01/20 02:17,Sam,Tantabiddi,TantBR,Yes,No,Yes,14,Yes,5,9,,1,1,,Yes,113.9788654,-21.91286088,,,
263,10/01/20,4eb2e66f-c20f-4409-a09d-8e16f61ea253,10/01/20 02:17,10/01/20 02:17,Nicole,Tantabiddi,Turquoise Bay 1,Yes,No,Yes,5,No,0,5,,0,1,,Yes,113.885812,-22.09896927,,,
262,10/01/20,8fbf5c2a-f469-4f94-a0f0-7ed125e98448,10/01/20 02:09,10/01/20 02:09,Nicole,Tantabiddi,Turquoise Bay 1,No,No,Yes,5,No,0,5,,,0,,Yes,113.8856454,-22.10012983,,,
260,10/01/20,6da34e16-7d87-475b-ac04-704029831352,10/01/20 01:58,10/01/20 01:58,Nicole,Tantabiddi,Turquoise Bay 1,Yes,No,Yes,9,No,0,9,,0,0,,Yes,113.885663,-22.10035794,,,
123,10/01/20,628edc2d-2c59-495a-b444-b64b0bd6d090,10/01/20 01:56,10/01/20 01:56,Sam,Tantabiddi,TantBR,Yes,No,Yes,9,Yes,6,3,,0,1,,Yes,113.9789732,-21.91225154,,,
259,10/01/20,0bbcc3cd-9cdb-4901-a8aa-98f429b6118b,10/01/20 01:49,10/01/20 01:49,Nicole,Tantabiddi,Turquoise Bay 1,Yes,No,Yes,10,No,0,10,,0,0,,No,113.8857852,-22.09924118,,,
258,10/01/20,67b70be5-caad-4954-81f8-d5e8b3c7b552,10/01/20 01:32,10/01/20 01:32,Nicole,Tantabiddi,Turquoise Bay 1,Yes,No,Yes,4,No,0,4,,0,0,,No,113.885778,-22.09921381,,,
121,10/01/20,b613bff6-215f-4d98-8da3-00bb83d3833b,10/01/20 01:28,10/01/20 01:28,Sam,Tantabiddi,TantBR,Yes,No,Yes,10,,10,2,,0,0,,No,113.9789215,-21.91253974,,,
120,10/01/20,a5bba7ac-1015-43c0-9244-5895d0301a3e,10/01/20 01:13,10/01/20 01:13,Sam,Tantabiddi,TantBR,Yes,No,Yes,11,Yes,6,5,,0,2,,No,113.9787144,-21.91261979,,,
115,9/30/2020 8:17:25 AM,09f8d610-b9cb-4cb8-bfa2-fb8064a4397a,9/30/2020 8:18:29 AM,9/30/2020 8:18:29 AM,Gabby,Bundegi,Janz,No,,,,,,,,,,,,114.0733101,-21.82720647,,,
