"","mGlobID","# Interviewer","# Site","Screen: 18+","Screen: Have you done this survey recently?","Agreement to participate","Are you/have you been a resident, got a holiday home here or been here over 3 months?","If here for less than 3 months, how many DAYS will you be in the area in total on this trip?","While you are on your trip, do you have access to a motorised boat/jetski (private/rental)?","If YES, how many DAYS out of your trip will you be going out on a boat in total?","How many DAYS of your trip will you be doing coastal shore based activities in total?","Excluding this trip, how many times have you been to the area in the last 12 month?","created_date.x","Are you of Aboriginal or Torres Strait Islander origin?","Are you a Traditional Owner of the region?","mLong","mLat","exGUID","# Is this a boat based or shore based activity?","If RECALL, what date did they go fishing?","What type of fishing did you do?","Did you use bait or lure?","What time did you START fishing at this site?","What time did you STOP fishing at this site?","What was your maximum hook depth (m) at this site?","Number of fish kept undamaged at this site?","How many fish did you release at this site?","How many shark bite offs did you get at this site?","What species of fish did you keep?","Why did you leave this site?","Comments.x","exGlobID","created_date.y","Did anything detract from your experience at this site?.x","If of Aboriginal or Torres Strait Islander origin, was this activity undertaken for a customary purpose?","exLong","exLat","exActivityType","nexGlobID","nexGUID","# Is this a boat-based or shore-based activity?","If RECALL, what date did they participant do the activity?","What activity did you do?","What time did you START the activity?","What time did you STOP the activity?","If DIVING, what was your maximum depth (m)?","Why did you CHOOSE this site?","Why did you LEAVE this site?","How many DAYS have you done this activity in the last 12 months?","How many YEARS have you been doing this activity?","Comments.y","created_date.x.x","Did anything detract from your experience at this site?.y","If of Aboriginal or Torres Strait Islander origin, was this activity undertaken from a customary purpose?","nexLong","nexLat","nexActivityType","OBJECTID","aGUID","How many days have you fished in the last 12 months?","How many years have you been fishing for?","Are you a scuba diver? If so, what is your certification?","If SCUBA DIVER, how many dives have you done?","What year were you born?","What is your postcode?","If VISITOR, where are you staying?","# Female or Male","# Number of females in party (excluding participant)","# Number of males in party (excluding participant)","# Number of girls in party","# Number of boys in party","# Boat Length (m)","# Boat number","Comments","created_date.y.y"
"222","DA6E33C6-2B31-48C2-B7DA-FE74A0B5E435","EH","BandyCreekBR","Yes","No","Yes","No","5","Yes","2","1","0","12/3/22","No",NA,121.9303296,-33.83504528,"DA6E33C6-2B31-48C2-B7DA-FE74A0B5E435","Boat",NA,"Squidding","Lure","8:30","10:00",3,6,0,0,"Squid","Weather",NA,"171E86B4-34C5-4354-977A-010EF34136B8","12/3/22","No",NA,121.937275,-33.85337391,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,"DA6E33C6-2B31-48C2-B7DA-FE74A0B5E435",5,30,"AOW",500,1971,6150,"Esperance","Female",1,1,1,NA,6,"Cg391","Not 100% sure that is the right boat number","12/3/22 3:08"
"223","E0910706-D726-4010-BBFD-BDD7928CAC6E","EH","BandyCreekBR","Yes","No","Yes","Yes","4","Yes","2","0","1","11/3/22","No",NA,121.9316313,-33.83372549,"E0910706-D726-4010-BBFD-BDD7928CAC6E","Boat",NA,"Demersal","Bait","7:00","11:00",60,20,5,0,"Nannegoie","EndOfDay",NA,"2ADED400-6D81-4F4D-9335-599C57409147","11/3/22","No",NA,121.7799874,-34.14137322,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,"E0910706-D726-4010-BBFD-BDD7928CAC6E",4,40,"None",NA,1969,6432,"Esperance","Male",NA,3,NA,NA,5,"EA676",NA,"11/3/22 4:37"
"224","E136992D-E229-462E-BC82-824809D83ED1","EH","BandyCreekBR","Yes","Yes","Yes","Yes",NA,"Yes",NA,NA,"0","12/3/22","No",NA,121.9314425,-33.83375138,"E136992D-E229-462E-BC82-824809D83ED1","Boat",NA,"Demersal","Bait","10:00","14:00",60,30,15,2,"Queenie, nannagui even, blue grouper","BagLimit",NA,"8EF93329-0CFC-4C74-B076-189DB4D89FBA","12/3/22","No",NA,121.8264319,-34.06714185,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,"E136992D-E229-462E-BC82-824809D83ED1",13,30,"None",NA,1985,6450,"Esperance","Male",NA,1,NA,NA,4,"35452",NA,"12/3/22 7:24"
"225","E162F75C-9E9A-4D59-9996-A55D4BDCEB9F","EH","BandyCreekBR","Yes","Yes","Yes","Yes",NA,"Yes",NA,NA,"0","11/3/22","No",NA,121.9309824,-33.83471821,"E162F75C-9E9A-4D59-9996-A55D4BDCEB9F","Boat",NA,"Demersal","Bait","8:00","12:00",60,30,10,0,"Nannagui, black ass, harlequin, sweet,","BagLimit",NA,"05ED24B2-9ED5-4F6D-B90A-E8B8235015CE","11/3/22","No",NA,122.2651212,-34.12974398,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,"E162F75C-9E9A-4D59-9996-A55D4BDCEB9F",6,12,"None",NA,1964,6448,"Esperance","Male",NA,3,NA,NA,7,"Aj288",NA,"11/3/22 5:06"
"226","E8464E00-20AB-471A-9BC3-360628BC350B","EH","EsperanceBR","Yes","Yes","Yes","Yes",NA,"Yes",NA,NA,"0","9/3/22","No","No",121.8943822,-33.86569815,"E8464E00-20AB-471A-9BC3-360628BC350B","Boat",NA,"Casting","Bait","7:45","11:00",4,18,8,0,"Herring","BagLimit",NA,"82D92656-A592-4557-A956-050C38B51A49","9/3/22",NA,NA,121.9125489,-33.85428129,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,"E8464E00-20AB-471A-9BC3-360628BC350B",12,2,"None",NA,1952,6450,"Esperance","Male",NA,1,NA,NA,3,"Ed284",NA,"9/3/22 3:01"
"227","F9FEA0A2-797E-4012-A20C-77F140E8AFAA","EH","BandyCreekBR","Yes","Yes","Yes","Yes",NA,"Yes",NA,NA,"0","12/3/22","No",NA,121.9317279,-33.83457748,"F9FEA0A2-797E-4012-A20C-77F140E8AFAA","Boat",NA,"Demersal","Both","7:30","10:30",35,6,2,0,"Queenie, nannygui, sweep","ActivityChange",NA,"819BEDD5-4D4B-41EF-AEE2-25255D6A5D86","12/3/22","No",NA,122.1027296,-33.98691596,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,"F9FEA0A2-797E-4012-A20C-77F140E8AFAA",25,30,"None",NA,1983,6450,"Esperance","Male",NA,2,NA,NA,5,"Br543",NA,"12/3/22 4:12"
"228","FA6C82BF-9B3C-4AE1-925B-34AB6A904F5F","EH","BandyCreekBR","Yes","No","No","Yes",NA,"Yes",NA,NA,"0","12/3/22",NA,NA,121.9315924,-33.83475391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","E20955C6-4068-4948-B964-8733C57456B0","EH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","15/3/22","No",NA,121.8943043,-33.86555241,"E20955C6-4068-4948-B964-8733C57456B0","Boat",NA,"Trolling","Lure","7:30","9:30",3,0,0,0,NA,"ActivityChange",NA,"AF0568BA-6052-482F-9F13-F8E78D6958CA","15/3/22","No",NA,121.8907437,-33.92656827,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,"E20955C6-4068-4948-B964-8733C57456B0",20,30,"None",NA,1986,6450,"Esperance","Male",NA,NA,NA,NA,1,"Eg065","Jet ski - conscious of sustainability, only fishes when freezer is empty","15/3/22 1:50"
"230","4F32B570-333C-4069-A5B5-61A901F58084","EH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","15/3/22","No",NA,121.8934191,-33.86682841,"4F32B570-333C-4069-A5B5-61A901F58084","Boat",NA,"Trolling","Lure","6:00","10:00",3,0,2,0,"Snook, herring,","EndOfDay",NA,"F2C48141-BE65-47A4-93E9-E77879E769CB","15/3/22","No",NA,121.8832236,-33.93293461,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,"4F32B570-333C-4069-A5B5-61A901F58084",25,55,"None",NA,1946,6450,"Esperance","Male",NA,1,NA,NA,3,"Og461",NA,"15/3/22 2:38"
"231","C36CA304-69B5-4C71-88F3-8B9309AF3B68","EH","EsperanceBR","Yes","Yes","Yes","Yes",NA,"Yes",NA,NA,"0","15/3/22","No",NA,121.8953131,-33.86878047,"C36CA304-69B5-4C71-88F3-8B9309AF3B68","Boat",NA,"Trolling","Lure","8:00","10:50",3,2,0,0,NA,"EndOfDay",NA,"FEE55305-71AB-4B9E-B7BA-5C1906C72E1C","15/3/22","No",NA,121.8935459,-33.93386412,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,"C36CA304-69B5-4C71-88F3-8B9309AF3B68",150,40,"None",NA,1970,6450,"Esperance","Male",NA,NA,NA,NA,3,"Gs703",NA,"15/3/22 3:05"
"232","34E6EA76-A0D9-4C61-ACA9-39A5A3696C72","EH","EsperanceBR","Yes","Yes","Yes","Yes",NA,"Yes",NA,NA,"0","15/3/22","No",NA,121.8937138,-33.86746794,"34E6EA76-A0D9-4C61-ACA9-39A5A3696C72","Boat",NA,"Trolling","Lure","7:30","10:30",3,12,2,0,"Herring","Weather",NA,"3FC4B8C9-0D22-42B7-A238-6918499AA4F7","15/3/22","No",NA,121.9245722,-33.91222714,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,"34E6EA76-A0D9-4C61-ACA9-39A5A3696C72",50,55,"None",NA,1958,6450,"Esperance","Male",NA,NA,NA,NA,3,"Ed284",NA,"15/3/22 3:10"
"233","F46B03E7-2958-45BB-847D-6966AB6D6559","EH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","15/3/22","No",NA,121.8920814,-33.86783922,"F46B03E7-2958-45BB-847D-6966AB6D6559","Boat",NA,"Casting","Both","8:30","11:00",3,10,12,0,"Herring","Weather",NA,"0DB61110-D643-49AC-B7F6-D35700348011","15/3/22","No",NA,121.9260499,-33.85811637,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,"F46B03E7-2958-45BB-847D-6966AB6D6559",12,50,"None",NA,1967,6540,"Esperance","Female",NA,1,NA,NA,3,"Du372",NA,"15/3/22 3:14"
"234","67FE0C09-EADD-481E-985A-DBC6CBF06166","EH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","15/3/22","No",NA,121.8929693,-33.86795265,"67FE0C09-EADD-481E-985A-DBC6CBF06166","Boat",NA,"Trolling","Lure","10:30","11:00",3,0,0,0,"0","Weather",NA,"2B186EFD-664E-4B35-8FA6-0A291C4DEEA6","15/3/22","No",NA,121.9900393,-33.91281929,"Extractive","7BC1D7E1-0D3E-4757-A212-6EB8ADD21C70","67FE0C09-EADD-481E-985A-DBC6CBF06166","BoatShore",NA,"Snorkeling","10:30","11:00",2,"NaturalSurroundings","ActivityChange",6,15,NA,"15/3/22","No",NA,121.999313,-33.96613883,"NonExtractive",168,"67FE0C09-EADD-481E-985A-DBC6CBF06166",50,20,"None",NA,1997,6450,"Esperance","Male",1,NA,NA,NA,3,"Be259",NA,"15/3/22 3:20"
"235","A0C5B463-A32A-4C5D-A209-A5B125BE2378","EH","EsperanceBR","Yes","No","Yes","Yes","6","Yes","2","3","0","15/3/22","No",NA,121.8918519,-33.86736807,"A0C5B463-A32A-4C5D-A209-A5B125BE2378","Boat",NA,"Casting","Both","8:00","11:15",40,0,8,0,NA,"Weather",NA,"EB3A58AF-8867-4BFE-9517-7F100C77F04B","15/3/22","No",NA,121.8914071,-33.92236697,"Extractive","6D5E69F8-0B36-4CAD-8B62-2C1E0FFE2568","A0C5B463-A32A-4C5D-A209-A5B125BE2378","Shore","14/3/22","Snorkeling","12:00","17:00",0,"NaturalSurroundings","EndOfDay",3,2,NA,"15/3/22","No",NA,122.2250843,-33.99150071,"NonExtractive",169,"A0C5B463-A32A-4C5D-A209-A5B125BE2378",1,10,"None",NA,1998,6170,"Esperance","Male",NA,3,NA,NA,4,"Hire boat",NA,"15/3/22 3:27"
"236","97246A80-BE4B-442F-B4E0-BB9D0000E224","EH","EsperanceBR","Yes","Yes","Yes","Yes",NA,"Yes",NA,NA,"0","15/3/22","No",NA,121.8936112,-33.8680799,"97246A80-BE4B-442F-B4E0-BB9D0000E224","Boat",NA,"Casting","Lure","8:00","11:00",4,20,10,0,"Herring","EndOfDay",NA,"9C0F472D-2CAE-458B-A8F5-8D1D234354D3","15/3/22","No",NA,121.9409346,-33.85901756,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,"97246A80-BE4B-442F-B4E0-BB9D0000E224",5,60,"None",NA,1937,6450,"Esperance","Male",1,NA,NA,NA,3,"Bs606",NA,"15/3/22 3:38"
"237","5AA9063F-AEB6-49A6-ADA2-955BF628C841","EH","EsperanceBR","Yes","No","Yes","Yes","4","Yes","3","1","0","15/3/22","No",NA,121.8928574,-33.86686094,"5AA9063F-AEB6-49A6-ADA2-955BF628C841","Boat",NA,"Casting","Lure","7:00","11:30",5,15,2,0,"Tommy rough, squid","ActivityChange",NA,"4CFB1482-00EA-4629-98B5-7CF1E4117C4C","15/3/22","No",NA,121.9361448,-33.85735695,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,"5AA9063F-AEB6-49A6-ADA2-955BF628C841",150,55,"None",NA,1956,6537,"Esperance","Male",NA,1,NA,NA,3,"Iox342n",NA,"15/3/22 3:49"
"238","1E6D8A89-5E0A-4DAD-BD48-D544E185F95C","EH","EsperanceBR","Yes","Yes","Yes","Yes",NA,"Yes",NA,NA,"0","15/3/22","No",NA,121.8937731,-33.86785597,"1E6D8A89-5E0A-4DAD-BD48-D544E185F95C","Boat",NA,"Demersal","Both","5:30","12:00",60,13,15,0,"Swallowtail, nanniguie, harlequin, black ass","EndOfDay",NA,"0183A937-B36D-4BA2-B177-E5AB24609E60","15/3/22","No",NA,121.8980845,-34.09767242,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,"1E6D8A89-5E0A-4DAD-BD48-D544E185F95C",35,38,"None",NA,1972,6460,"Esperance","Male",NA,1,NA,NA,3,"Bb369",NA,"15/3/22 4:17"
"239","7CB51318-863B-4561-9A7C-1531C3309708","EH","EsperanceBR","Yes","Yes","Yes","Yes","9","Yes","6",NA,"0","15/3/22","No",NA,121.8936847,-33.86514766,"7CB51318-863B-4561-9A7C-1531C3309708","Boat",NA,"Demersal","Bait","6:00","11:40",40,0,0,0,NA,"LowCatch",NA,"0100BA9D-EAAD-4DC1-8D8B-3B2A3C0FD8FB","15/3/22","No",NA,122.0031005,-33.95300264,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,"7CB51318-863B-4561-9A7C-1531C3309708",1,30,"None",NA,1980,6432,"Esperance","Male",NA,NA,NA,NA,3,"Orange boat white top",NA,"15/3/22 4:24"
"240","6439B27F-3F8B-456B-BB14-CD70DEB3FD70","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","15/3/22","No",NA,121.9307486,-33.83386579,"6439B27F-3F8B-456B-BB14-CD70DEB3FD70","Boat",NA,"Demersal","Bait","8:00","12:00",45,5,5,0,"Nanniguie, queenie. Swallowtail","Weather",NA,"9C833A9A-779B-45F4-BC43-966A8BDC22B1","15/3/22","No",NA,122.0708796,-33.96944251,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,"6439B27F-3F8B-456B-BB14-CD70DEB3FD70",4,40,"None",NA,1964,6340,"Esperance","Male",NA,2,NA,NA,7,"Ap678","Too many pots making it dangerous in the water","15/3/22 5:02"
"241","E848A873-15A5-4F09-ADB5-5A8E07BB1414","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","15/3/22","No",NA,121.931367,-33.83349893,"E848A873-15A5-4F09-ADB5-5A8E07BB1414","Boat",NA,"Demersal","Bait","5:00","12:45",68,0,18,0,"Nanniguie black ass","EndOfDay",NA,"AAC30F54-8797-4CDD-B9C8-AD9623F8438F","15/3/22","No",NA,121.9226962,-34.01832231,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,"E848A873-15A5-4F09-ADB5-5A8E07BB1414",12,45,"None",NA,1967,6450,"Esperance","Male",NA,1,NA,NA,5,"Ed602",NA,"15/3/22 6:16"
"242","A50FE43D-ACBF-49F7-A7F1-C3B0635F25C4","EH","BandyCreekBR","Yes","Yes","Yes","Yes",NA,"Yes",NA,NA,"0","15/3/22","No",NA,121.9308831,-33.83437316,"A50FE43D-ACBF-49F7-A7F1-C3B0635F25C4","Boat",NA,"Demersal","Both","7:00","12:30",80,4,1,4,"Nanniguie,","EndOfDay","One shark, mako shark","AF9DE658-A830-4390-98E5-4985410750D1","15/3/22","No",NA,121.3677446,-34.05499017,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,"A50FE43D-ACBF-49F7-A7F1-C3B0635F25C4",15,40,"None",NA,1976,6450,"Esperance","Male",NA,2,NA,NA,7,"Cu900",NA,"15/3/22 7:10"
"243","C7D77E7A-2D1E-425A-A692-333AD181F833","EH","EsperanceBR","Yes","No","Yes","Yes","3","Yes","2","3","0","16/3/22","No",NA,121.8944041,-33.86555169,"C7D77E7A-2D1E-425A-A692-333AD181F833","Boat",NA,"Casting","Both","9:50","11:20",4,4,3,0,"Herring","Weather",NA,"EE129E3E-ADCE-4E8C-A482-4674F7178871","16/3/22","No",NA,121.9460952,-33.87141256,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,"C7D77E7A-2D1E-425A-A692-333AD181F833",10,2,"None",NA,1998,6060,"Esperance","Female",NA,1,NA,NA,3,"Eg872",NA,"16/3/22 3:22"
"244","C4BCA21A-C0DA-4869-98B2-AA219CB1B513","EH","BandyCreekBR","Yes","Yes","No","Yes",NA,"Yes",NA,NA,"0","17/3/22",NA,NA,121.9345801,-33.83104088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","EA54C0F5-A231-458C-BD4B-6DC7C7B8028F","EH","BandyCreekBR","Yes","No","Yes","Yes","14","Yes","2","14","0","17/3/22","No",NA,121.9314765,-33.83356784,"EA54C0F5-A231-458C-BD4B-6DC7C7B8028F","Boat",NA,"Casting","Bait","7:45","10:20",5,2,4,0,"Herring","Other",NA,"37B0DE87-29B6-4669-ACAD-B7B12B5A1A67","17/3/22","No",NA,121.9363268,-33.86214562,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,"EA54C0F5-A231-458C-BD4B-6DC7C7B8028F",10,55,"None",NA,1955,6230,"Esperance","Female",NA,1,NA,NA,3,"Gp711",NA,"17/3/22 2:38"
"246","F7415B1E-69FA-4594-BE09-AFF9B4C91EF4","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","17/3/22","No",NA,121.9314894,-33.83401321,"F7415B1E-69FA-4594-BE09-AFF9B4C91EF4","Boat",NA,"Demersal","Bait","7:30","11:30",80,3,14,0,"Queenie. Nanniguie, blasts ass","Weather",NA,"2CD4C640-A1AD-44CD-B1C1-044E09F2F4D7","17/3/22","No",NA,121.9630425,-34.41421748,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,"F7415B1E-69FA-4594-BE09-AFF9B4C91EF4",5,10,"None",NA,1958,6450,"Esperance","Male",NA,1,NA,NA,5,"Gd617",NA,"17/3/22 5:04"
"247","3389BF50-8F9E-4A9E-9121-DDB969A3E2C6","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","17/3/22","No",NA,121.9304208,-33.83467894,"3389BF50-8F9E-4A9E-9121-DDB969A3E2C6","Boat",NA,"Demersal","Both","7:00","12:20",60,15,2,0,"Nanniguie, black ass, pink snapper, swallowtail","EndOfDay",NA,"1DED2003-8F65-4502-A49B-AF07329127A9","17/3/22","No",NA,121.8628047,-34.05566753,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,"3389BF50-8F9E-4A9E-9121-DDB969A3E2C6",30,24,"None",NA,1993,6450,"Esperance","Male",NA,1,NA,NA,7,"Em622",NA,"17/3/22 5:10"
"248","1D2D0559-D142-4115-AD69-99BE01045C50","EH","BandyCreekBR","Yes","No","Yes","Yes","3","Yes","2","0","4","17/3/22","No",NA,121.9307763,-33.83387067,"1D2D0559-D142-4115-AD69-99BE01045C50","Boat","17/3/22","Demersal","Bait","6:30","13:00",60,10,0,0,"Queenie, nanniguie,","Weather",NA,"041C13E0-6654-431C-B48B-CD87741B5192","17/3/22","No",NA,122.2347744,-34.14327428,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,"1D2D0559-D142-4115-AD69-99BE01045C50",7,10,"None",NA,1981,6167,"Esperance","Male",NA,1,NA,NA,7,"83937",NA,"17/3/22 5:49"
"249","5A70830E-16F2-4297-A728-453EAE5445EF","EH","BandyCreekBR","Yes","Yes","Yes","Yes",NA,"Yes",NA,NA,"0","17/3/22","No",NA,121.9315634,-33.83380151,"5A70830E-16F2-4297-A728-453EAE5445EF","Boat",NA,"Trolling","Both","7:00","12:00",60,24,2,0,"Herring, mackerel, snook","Weather",NA,"6B5A82B9-411A-41A8-AE85-7B964F673B35","17/3/22","No",NA,121.9003731,-33.92436237,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,"5A70830E-16F2-4297-A728-453EAE5445EF",50,50,"I",500,1958,6450,"Esperance","Male",1,NA,NA,NA,6,"Bu962",NA,"17/3/22 5:54"
"250","0D9B362F-DB1F-4B78-853C-AE9D7B9B2C65","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","17/3/22","No",NA,121.9307304,-33.83381849,"0D9B362F-DB1F-4B78-853C-AE9D7B9B2C65","Boat",NA,"Demersal","Bait","7:00","12:00",60,10,6,0,"Nanniguie, queenie, black ass, fox fish","Weather",NA,"91B33F2D-06F6-4E2A-88A1-543B9BE54A41","17/3/22","No",NA,121.8840104,-34.04602726,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,"0D9B362F-DB1F-4B78-853C-AE9D7B9B2C65",12,20,"None",NA,1977,6450,"Esperance","Male",NA,1,NA,NA,8,"Bk463",NA,"17/3/22 6:08"
"251","C4DE07E0-FBF4-44E2-AF48-16581BC4F8C6","EH","BandyCreekBR","Yes","Yes","Yes","Yes",NA,"Yes",NA,NA,"0","17/3/22","No",NA,121.9306305,-33.83382995,"C4DE07E0-FBF4-44E2-AF48-16581BC4F8C6","Boat",NA,"Casting","Both","9:00","14:00",17,15,2,0,"Herring, mackerel","Weather",NA,"3BB08B49-56C6-4CB4-9EBD-8A97FD3D8C4A","17/3/22","No",NA,121.9217883,-33.8817052,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,"C4DE07E0-FBF4-44E2-AF48-16581BC4F8C6",10,10,"None",NA,1991,6450,"Esperance","Female",NA,1,NA,NA,3,"Aq064",NA,"17/3/22 6:31"
"252","1EFA9D4F-EA00-461F-A20B-36B71A6C4C28","EH","BandyCreekBR","Yes","No","Yes","Yes","4","Yes","2","4","1","17/3/22","No",NA,121.9309093,-33.83407047,"1EFA9D4F-EA00-461F-A20B-36B71A6C4C28","Boat",NA,"Demersal","Lure","8:00","14:00",80,14,2,0,"Nanniguie, black ass, queen snapper","EndOfDay",NA,"7AEC5A5B-9AD2-44C1-AC62-9DFD9B51FAFB","17/3/22","No",NA,121.9863051,-34.09294647,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,"1EFA9D4F-EA00-461F-A20B-36B71A6C4C28",50,18,"None",NA,1994,6069,"Esperance","Male",NA,1,NA,NA,10,"Gr630",NA,"17/3/22 6:59"
"253","C8827A58-394C-4A0F-B6A9-1F957002C8C5","HG","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","18/3/22","No","No",121.9311858,-33.83282422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52E8E0C4-363F-48D2-A806-6853EEE7844F","C8827A58-394C-4A0F-B6A9-1F957002C8C5","Shore","18/3/22","Beachgoing","11am","11:14",0,"Access","Necessity",12,0,NA,"18/3/22","No","No",121.8935586,-33.8643813,"NonExtractive",186,"C8827A58-394C-4A0F-B6A9-1F957002C8C5",6,0,"None",NA,1961,0,"Esperance","Female",0,0,0,0,NA,NA,NA,"18/3/22 3:17"
"254","235F4134-0F83-4EC3-8C0E-A984399D6AC6","NSH","EsperanceBR","No","No","NE","Yes","Refusal","Yes","Refusal","Refusal","0","20/3/22",NA,"No",121.8941376,-33.86512945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","448C7285-CB60-4AFB-BBB1-F55962E85E58","NSH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","20/3/22","No","No",121.8940774,-33.86482421,"448C7285-CB60-4AFB-BBB1-F55962E85E58","Boat",NA,"Trolling","Lure","7:00","11:00",0,2,0,0,"Blue fin tuna, stripy tuna","Weather",NA,"9CFF968E-D369-4904-B407-62F0DCCAA692","20/3/22","No","No",121.8990948,-33.91744961,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,"448C7285-CB60-4AFB-BBB1-F55962E85E58",30,30,"None",0,1978,6450,"Esperance","Male",0,1,0,0,6,"DJ546",NA,"20/3/22 4:16"
