"","mGlobID","# Interviewer","# Site","Screen: 18+","Screen: Have you done this survey recently?","Agreement to participate","Are you/have you been a resident, got a holiday home here or been here over 3 months?","If here for less than 3 months, how many DAYS will you be in the area in total on this trip?","While you are on your trip, do you have access to a motorised boat/jetski (private/rental)?","If YES, how many DAYS out of your trip will you be going out on a boat in total?","How many DAYS of your trip will you be doing coastal shore based activities in total?","Excluding this trip, how many times have you been to the area in the last 12 month?","created_date.x","Are you of Aboriginal or Torres Strait Islander origin?","Are you a Traditional Owner of the region?","mLong","mLat","exGUID","# Is this a boat based or shore based activity?","If RECALL, what date did they go fishing?","What type of fishing did you do?","Did you use bait or lure?","What time did you START fishing at this site?","What time did you STOP fishing at this site?","What was your maximum hook depth (m) at this site?","Number of fish kept undamaged at this site?","How many fish did you release at this site?","How many shark bite offs did you get at this site?","What species of fish did you keep?","Why did you leave this site?","Comments.x","exGlobID","created_date.y","Did anything detract from your experience at this site?.x","If of Aboriginal or Torres Strait Islander origin, was this activity undertaken for a customary purpose?","exLong","exLat","exActivityType","nexGlobID","nexGUID","# Is this a boat-based or shore-based activity?","If RECALL, what date did they participant do the activity?","What activity did you do?","What time did you START the activity?","What time did you STOP the activity?","If DIVING, what was your maximum depth (m)?","Why did you CHOOSE this site?","Why did you LEAVE this site?","How many DAYS have you done this activity in the last 12 months?","How many YEARS have you been doing this activity?","Comments.y","created_date.x.x","Did anything detract from your experience at this site?.y","If of Aboriginal or Torres Strait Islander origin, was this activity undertaken from a customary purpose?","nexLong","nexLat","nexActivityType","OBJECTID","aGUID","How many days have you fished in the last 12 months?","How many years have you been fishing for?","Are you a scuba diver? If so, what is your certification?","If SCUBA DIVER, how many dives have you done?","What year were you born?","What is your postcode?","If VISITOR, where are you staying?","# Female or Male","# Number of females in party (excluding participant)","# Number of males in party (excluding participant)","# Number of girls in party","# Number of boys in party","# Boat Length (m)","# Boat number","Comments","created_date.y.y"
"128","8E74FB7B-1697-45FF-99E2-A74617EA22CE","NSH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","19/2/22",NA,NA,121.9311038,-33.8339322,"8E74FB7B-1697-45FF-99E2-A74617EA22CE","Boat",NA,"Demersal","Bait","7:30","12:00",40,25,15,0,"Nannagui, queen snapper, sweep, queenie","Other","Motor problem","9D10463B-8DD4-4DC3-9B70-94F586A916C2","19/2/22","Other",NA,121.9838625,-34.11276533,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,"8E74FB7B-1697-45FF-99E2-A74617EA22CE",20,60,"None",0,1947,0,"Esperance","Male",0,3,0,0,8,"DV847",NA,"19/2/22 5:31"
"129","08F70467-6C0B-4AF2-BC5E-A892AB8A700D","NSH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","19/2/22",NA,NA,121.9312818,-33.83347821,"08F70467-6C0B-4AF2-BC5E-A892AB8A700D","Boat",NA,"Demersal","Bait","8:00","12:30",20,13,6,0,"Whiting, herring","EndOfDay","Too hot","21F282FE-AFDC-4645-9ED7-593D2CF62B25","19/2/22","Safety",NA,121.8067198,-33.9193448,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,"08F70467-6C0B-4AF2-BC5E-A892AB8A700D",18,30,"None",0,1957,0,"Esperance","Male",0,0,0,0,3,"BA799",NA,"19/2/22 5:43"
"130","CC6C0986-C741-4F81-8A96-1B78BF3D6E51","NSH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","19/2/22",NA,NA,121.9314985,-33.83340552,"CC6C0986-C741-4F81-8A96-1B78BF3D6E51","Boat",NA,"Demersal","Bait","7:30","9:00",40,7,3,0,"Queen snapper, break sea cod","LowCatch",NA,"ADAA7D8C-809D-4A7F-8A61-BE6570CC545E","19/2/22",NA,NA,121.7701103,-33.95445326,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,"CC6C0986-C741-4F81-8A96-1B78BF3D6E51",4,60,"None",0,1955,0,"Esperance","Male",0,1,0,0,5,"35452",NA,"19/2/22 5:58"
"131","CC6C0986-C741-4F81-8A96-1B78BF3D6E51","NSH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","19/2/22",NA,NA,121.9314985,-33.83340552,"CC6C0986-C741-4F81-8A96-1B78BF3D6E51","Boat",NA,"Demersal","Bait","10:00","10:00",40,0,0,0,NA,"LowCatch",NA,"FDB4D11D-0922-4DB2-B2E8-DAF836D1CE72","19/2/22",NA,NA,121.8820369,-34.04731759,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,"CC6C0986-C741-4F81-8A96-1B78BF3D6E51",4,60,"None",0,1955,0,"Esperance","Male",0,1,0,0,5,"35452",NA,"19/2/22 5:58"
"132","D7FF377E-DADF-427C-90D5-15E4B96A29F3","NSH","BandyCreekBR","Yes","Yes","No","Yes",NA,"Yes",NA,NA,"0","19/2/22",NA,NA,121.9311038,-33.8339322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","3C09CFF3-29FC-4311-99D5-7185C3A16A96","NSH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","19/2/22",NA,NA,121.930806,-33.83399902,"3C09CFF3-29FC-4311-99D5-7185C3A16A96","Boat",NA,"Demersal","Both","7:30","13:00",76,3,2,0,"Break sea","EndOfDay",NA,"D032EE70-7AD8-482A-B2B4-F901C9A43C69","19/2/22",NA,NA,122.02464,-34.43218074,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,"3C09CFF3-29FC-4311-99D5-7185C3A16A96",6,36,"None",0,1972,0,"Esperance","Male",0,1,0,0,5,"GP863",NA,"19/2/22 6:18"
"134","DB10FEC0-C528-4A62-B252-D28B6C06E265","NSH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","19/2/22",NA,NA,121.9314655,-33.83356267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"747BEDC9-A417-476D-825C-496C4B60DF45","DB10FEC0-C528-4A62-B252-D28B6C06E265","Boat",NA,"Beachgoing","10:00","11:00",0,"Weather","ActivityChange",3,10,NA,"19/2/22",NA,NA,121.8653208,-33.88554867,"NonExtractive",97,"DB10FEC0-C528-4A62-B252-D28B6C06E265",15,15,"None",0,1972,0,"Esperance","Female",1,1,0,0,5,"52926",NA,"19/2/22 6:29"
"135","D2D03996-FACA-47E5-A2EE-0DFA613C95EF","NSH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","19/2/22",NA,NA,121.9311038,-33.8339322,"D2D03996-FACA-47E5-A2EE-0DFA613C95EF","Boat",NA,"Demersal","Both","6:45","12:00",80,45,25,0,"Nannagui, breaksea, yellowtail king fish, queeni fish, sansom fish","EndOfDay","Bagged out on nannygui and kingfish","A26D4B08-1908-47C4-9E48-433AED910519","19/2/22",NA,NA,121.9524693,-34.44886958,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,"D2D03996-FACA-47E5-A2EE-0DFA613C95EF",3,23,"None",0,1991,0,"Esperance","Male",0,2,0,0,7,"BI410",NA,"19/2/22 6:33"
"136","3A5F1A2B-9CCD-4C77-B7B5-2FFB891A1601","NSH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","19/2/22",NA,NA,121.9315095,-33.83333774,"3A5F1A2B-9CCD-4C77-B7B5-2FFB891A1601","Boat",NA,"Demersal","Bait","8:30","13:30",60,70,20,1,"Blackwater, nannagui, Samson, duh fish","EndOfDay",NA,"D827AD34-EE13-41D4-AD8C-F207FE4894DC","19/2/22",NA,NA,121.9782874,-34.47015413,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,"3A5F1A2B-9CCD-4C77-B7B5-2FFB891A1601",24,35,"None",0,1974,0,"Esperance","Male",1,2,0,0,10,"GN707",NA,"19/2/22 6:53"
"137","49E1E9CB-9B9B-47C2-BA99-33679C1094EE","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","22/2/22",NA,NA,121.9306815,-33.83362759,"49E1E9CB-9B9B-47C2-BA99-33679C1094EE","Boat",NA,"Casting","Bait","10:30","11:45",12,10,5,0,"Whiting","Weather",NA,"CECAF479-C725-4ADD-BDB1-4270AC64973D","22/2/22",NA,NA,121.8549891,-33.88868577,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"49E1E9CB-9B9B-47C2-BA99-33679C1094EE",10,25,"None",NA,1985,6450,"Esperance","Male",NA,NA,NA,NA,3,"E345",NA,"22/2/22 4:07"
"138","8111A384-2BF9-4C4A-9B1E-ABAB8C98F4D7","EH","BandyCreekBR","Yes","Yes","Yes","Yes",NA,"Yes",NA,NA,"0","22/2/22",NA,NA,121.9310715,-33.83368661,"8111A384-2BF9-4C4A-9B1E-ABAB8C98F4D7","Boat",NA,"Casting","Lure","20:00","11:45",9,0,0,0,NA,"Weather","Too many bouys,","20661B49-A9F2-4750-B19B-6A29CBE2425D","22/2/22","Safety",NA,121.9424975,-33.86950205,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,"8111A384-2BF9-4C4A-9B1E-ABAB8C98F4D7",38,63,"I",500,1958,6450,"Esperance","Male",NA,NA,NA,NA,3,"Ed284",NA,"22/2/22 4:11"
"139","C9D6C970-69C5-4D98-B565-D07085ADCFBD","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","22/2/22",NA,NA,121.9310483,-33.83317657,"C9D6C970-69C5-4D98-B565-D07085ADCFBD","Boat",NA,"Casting","Bait","6:00","9:00",70,27,14,0,"Nannygui, break","BagLimit","Too many octopus pots","3888F305-9C1E-4BCA-A4FC-65B070FC1FFD","22/2/22","Safety",NA,122.0931122,-34.17975354,"Extractive","1DF0D73A-2330-4FEF-B290-B81BBA525B82","C9D6C970-69C5-4D98-B565-D07085ADCFBD","Boat",NA,"Other","9:00","11:45",0,"NaturalSurroundings","EndOfDay",12,18,"Had a swim because the conditions were good","22/2/22",NA,NA,122.0027237,-34.03487256,"NonExtractive",102,"C9D6C970-69C5-4D98-B565-D07085ADCFBD",12,14,"None",NA,1989,6450,"Esperance","Male",NA,2,NA,NA,6,"Dj707",NA,"22/2/22 4:17"
"140","1329C3A8-8BC5-4AE3-A9B5-DEB11CB5D8B4","EH","BandyCreekBR","Yes","Yes","Yes","Yes",NA,"Yes",NA,NA,"0","22/2/22",NA,NA,121.9313615,-33.83376437,"1329C3A8-8BC5-4AE3-A9B5-DEB11CB5D8B4","Boat","22/2/22","Demersal","Bait","6:30","11:30",50,14,6,0,"Nannagui, queen snapper, black arse, harlequin","Weather",NA,"656B3B33-9028-4412-AFE0-37D46C968D49","22/2/22",NA,NA,121.6690287,-34.17469648,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,"1329C3A8-8BC5-4AE3-A9B5-DEB11CB5D8B4",40,40,"None",NA,1971,6450,"Esperance","Male",NA,3,NA,NA,7,"Gs134","Used to scuba, didn’t voice any reason he stopped","22/2/22 5:32"
"141","A5F28630-2646-4BFB-949F-5FED2CB9034F","EH","BandyCreekBR","Yes","Yes","No","Yes",NA,"Yes",NA,NA,"0","22/2/22",NA,NA,121.9312854,-33.83416388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","587038C5-3B90-4E50-A999-A0FC76AFFC7A","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","22/2/22",NA,NA,121.9312684,-33.8333128,"587038C5-3B90-4E50-A999-A0FC76AFFC7A","Boat",NA,"Trolling","Lure","9:30","12:30",30,0,0,0,NA,"Weather",NA,"4A12DAC8-4EB6-4899-8F6C-A86EEA18DE17","22/2/22",NA,NA,121.9023222,-33.91856618,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,"587038C5-3B90-4E50-A999-A0FC76AFFC7A",12,20,"None",NA,1961,6450,"Esperance","Male",NA,1,NA,NA,4,"Wet day",NA,"22/2/22 5:53"
"143","587038C5-3B90-4E50-A999-A0FC76AFFC7A","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","22/2/22",NA,NA,121.9312684,-33.8333128,"587038C5-3B90-4E50-A999-A0FC76AFFC7A","Boat",NA,"Casting","Bait","11:30","13:30",9,8,4,0,"King George, herring","EndOfDay",NA,"918CBC2C-B627-451B-9558-3C987BE938DD","22/2/22",NA,NA,121.9305588,-33.85249043,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,"587038C5-3B90-4E50-A999-A0FC76AFFC7A",12,20,"None",NA,1961,6450,"Esperance","Male",NA,1,NA,NA,4,"Wet day",NA,"22/2/22 5:53"
"144","CA992115-75A7-4A71-9F7D-0FE33B578681","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","22/2/22",NA,NA,121.9312026,-33.8336957,"CA992115-75A7-4A71-9F7D-0FE33B578681","Boat",NA,"Demersal","Bait","6:00","11:00",45,15,3,0,"Nannagui even, harlequin, queen snapper, swallowtail,","EndOfDay",NA,"F067A340-31A6-42C3-8872-A3EEF12940EA","22/2/22",NA,NA,121.7766794,-34.1328181,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,"CA992115-75A7-4A71-9F7D-0FE33B578681",5,10,"None",NA,1993,6450,"Esperance","Male",NA,2,NA,NA,5,"44823","Free dive, occasionally","22/2/22 6:11"
"145","179F0557-CEF4-499A-8141-BEF2378755F0","EH","BandyCreekBR","Yes","No","NE","Yes",NA,"Yes",NA,NA,"0","22/2/22",NA,NA,121.9311236,-33.83378855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","4EBFE7EF-B690-4DE7-9E0C-C2BBB1BA1825","EH","BandyCreekBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","22/2/22",NA,NA,121.9310312,-33.83398305,"4EBFE7EF-B690-4DE7-9E0C-C2BBB1BA1825","Boat",NA,"Casting","Both","10:30","13:00",30,4,5,0,"Black ass, fox fish,","LowCatch",NA,"CE5CC871-76B6-4510-B1AA-5B9D5060EC06","22/2/22",NA,NA,122.0016346,-34.03677942,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,"4EBFE7EF-B690-4DE7-9E0C-C2BBB1BA1825",10,50,"None",NA,1963,6,"Esperance","Male",1,2,NA,NA,6,"Dm476",NA,"22/2/22 6:26"
"147","3C86553B-97C3-4872-9981-C3DD447AA113","EH","BandyCreekBR","Yes","No","Yes","Yes","4","Yes","1","3","1","26/2/22",NA,NA,121.9310958,-33.83348614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"551858AE-D250-4FD2-9A9D-3B49491A14BD","3C86553B-97C3-4872-9981-C3DD447AA113","Boat",NA,"Other","6:30","9:00",0,"Weather","Other",2,1,"Coastal viewing, came in due to no fuel","26/2/22",NA,NA,121.9866261,-33.83943233,"NonExtractive",107,"3C86553B-97C3-4872-9981-C3DD447AA113",3,1,"None",NA,1967,6317,"Esperance","Female",1,1,NA,NA,5,"BU868","Were considering fishing but decided to just chill out","26/2/22 1:12"
"148","995AB30B-17BD-4B63-B227-E7AEB2F2B864","EH","BandyCreekBR","No","No","NE","Yes",NA,"Yes",NA,NA,"0","26/2/22",NA,NA,121.9313872,-33.83343144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","3EECDD3D-D852-403A-9293-74A5F58FD342","EH","BandyCreekBR","Yes","Yes","No","Yes",NA,"Yes",NA,NA,"0","26/2/22",NA,NA,121.9313872,-33.83346372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","EE39040D-535F-4F9C-98CF-F6E3DFB4DA8C","EH","BandyCreekBR","No","No","Yes","Yes",NA,"Yes",NA,NA,"0","26/2/22",NA,NA,121.9314119,-33.83361761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76F1805B-FEE6-442D-A2C0-4B505B8D4BA0","EE39040D-535F-4F9C-98CF-F6E3DFB4DA8C","Boat",NA,"Other","7:30","11:20",0,"Weather","Weather",20,4,NA,"26/2/22",NA,NA,122.1058998,-33.98131536,"NonExtractive",108,"EE39040D-535F-4F9C-98CF-F6E3DFB4DA8C",8,20,"None",NA,1977,6450,"Esperance","Female",NA,1,NA,NA,6,"Gj407","Went out for a cruise","26/2/22 3:42"
"151","500D4E4A-FF0B-409F-8611-45CD731B7EFE","EH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","16/2/22",NA,NA,121.8947068,-33.86570267,"500D4E4A-FF0B-409F-8611-45CD731B7EFE","Boat",NA,"Casting","Bait","7:00","10:15",20,24,24,0,"Whiting, squid","ActivityChange",NA,"E7EE4522-1C2B-4D50-91FA-69D9258503B2","16/2/22",NA,NA,121.8436167,-33.88866742,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,"500D4E4A-FF0B-409F-8611-45CD731B7EFE",36,40,"OW",50,1971,6450,"Esperance","Male",1,NA,NA,NA,6,"GS134","Believes increase size, decrease bag limit on south coast is necessary- also that you need to travel out further to get the same quality of fish as they used to.","16/2/22 2:50"
"152","BBA4A32C-E66A-4526-AAC6-308D754F0FE0","EH","EsperanceBR","Yes","No","Yes","No","5","Yes","2","0","0","16/2/22",NA,NA,121.894402,-33.86555483,"BBA4A32C-E66A-4526-AAC6-308D754F0FE0","Boat",NA,"Casting","Bait","7:30","11:00",3,7,5,0,"Herring","Weather",NA,"85A3FC0C-0EA3-4797-AF65-8397FAAEC0EE","16/2/22",NA,NA,121.9235872,-33.84865931,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,"BBA4A32C-E66A-4526-AAC6-308D754F0FE0",12,40,"None",NA,1944,6056,"Esperance","Male",1,1,NA,NA,3,"63031",NA,"16/2/22 3:22"
"153","D560306F-CDD5-4496-B846-CA6C9EFD9FAD","EH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","16/2/22",NA,NA,121.8941205,-33.86547515,"D560306F-CDD5-4496-B846-CA6C9EFD9FAD","Boat","16/2/22","Casting","Bait","9:00","10:30",8,0,6,0,"Herring","Weather",NA,"EA9AF9C4-272A-4154-A0A4-9ABDBB0DC51C","16/2/22",NA,NA,121.9318452,-33.86478604,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,"D560306F-CDD5-4496-B846-CA6C9EFD9FAD",52,47,"None",NA,1970,6714,"Esperance","Male",NA,NA,NA,NA,3,NA,"Ginger Scottish guy, black boat Yamaha motor.","16/2/22 3:40"
"154","F5DEB850-9C45-49ED-BA4F-68861D2D8004","EH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","16/2/22",NA,NA,121.8941581,-33.86799144,"F5DEB850-9C45-49ED-BA4F-68861D2D8004","Boat","16/2/22","Casting","Both","6:00","10:30",5,9,2,0,"Herring, squid","Weather",NA,"1710A72D-1A9F-44E5-A26E-7CDA8368DD83","16/2/22",NA,NA,121.9645468,-33.85688366,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,"F5DEB850-9C45-49ED-BA4F-68861D2D8004",20,30,"None",NA,1987,6450,"Esperance","Male",NA,1,NA,NA,3,"54516",NA,"16/2/22 3:54"
"155","F5DEB850-9C45-49ED-BA4F-68861D2D8004","EH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","16/2/22",NA,NA,121.8941581,-33.86799144,"F5DEB850-9C45-49ED-BA4F-68861D2D8004","Boat","16/2/22","Casting","Bait","10:30","11:30",4,2,0,0,"Squid","Weather",NA,"C8635B7E-4E76-41D2-BED4-B68425C230A5","16/2/22",NA,NA,121.9038764,-33.86764367,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,"F5DEB850-9C45-49ED-BA4F-68861D2D8004",20,30,"None",NA,1987,6450,"Esperance","Male",NA,1,NA,NA,3,"54516",NA,"16/2/22 3:54"
"156","A53D7962-02A9-4E66-B64A-D9EC17107611","EH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","16/2/22",NA,NA,121.894786,-33.86809474,"A53D7962-02A9-4E66-B64A-D9EC17107611","Boat","16/2/22","Squidding","Lure","9:30","9:45",18,0,0,0,NA,"Weather",NA,"2314CED0-E925-4B3F-957D-3A575A8C9C90","16/2/22",NA,NA,121.9123873,-33.88708279,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,"A53D7962-02A9-4E66-B64A-D9EC17107611",120,45,"None",NA,1971,6450,"Esperance","Male",NA,NA,NA,NA,1,"Gn895","Jet ski","16/2/22 4:01"
"157","A53D7962-02A9-4E66-B64A-D9EC17107611","EH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","16/2/22",NA,NA,121.894786,-33.86809474,"A53D7962-02A9-4E66-B64A-D9EC17107611","Boat",NA,"Casting","Lure","9:50","11:30",3,9,0,0,"Herring","ActivityChange",NA,"98AF99B7-5C81-4B3D-A9F0-A9045F017B1D","16/2/22",NA,NA,121.9030072,-33.86971859,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,"A53D7962-02A9-4E66-B64A-D9EC17107611",120,45,"None",NA,1971,6450,"Esperance","Male",NA,NA,NA,NA,1,"Gn895","Jet ski","16/2/22 4:01"
"158","E9B77B44-583B-48DC-BDEE-85A9594BAC79","EH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","16/2/22",NA,NA,121.8937,-33.86659516,"E9B77B44-583B-48DC-BDEE-85A9594BAC79","Boat","16/2/22","Trolling","Lure","8:00","9:30",50,1,1,0,"Tuna blue fin","Explore",NA,"AB378076-00C0-4BEC-8D89-D9F675744197","16/2/22",NA,NA,121.8900401,-33.9243471,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,"E9B77B44-583B-48DC-BDEE-85A9594BAC79",24,25,"DM",400,1974,6450,"Esperance","Male",1,NA,NA,NA,5,"459259",NA,"16/2/22 4:11"
"159","E9B77B44-583B-48DC-BDEE-85A9594BAC79","EH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","16/2/22",NA,NA,121.8937,-33.86659516,"E9B77B44-583B-48DC-BDEE-85A9594BAC79","Boat",NA,"Casting","Bait","10:30","11:30",14,12,0,0,"Mackerel, sand whiting","ActivityChange",NA,"CE4C2CB3-77E5-441B-8E25-16C8D428B04F","16/2/22",NA,NA,121.8407693,-33.88816457,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,"E9B77B44-583B-48DC-BDEE-85A9594BAC79",24,25,"DM",400,1974,6450,"Esperance","Male",1,NA,NA,NA,5,"459259",NA,"16/2/22 4:11"
"160","8E9EE990-5EB8-45F7-9619-D77E261F9C2D","EH","EsperanceBR","Yes","No","No","No","0","No","0","0","0","16/2/22",NA,NA,121.893358,-33.86615849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","777906AD-730B-4B2A-A042-20158FEBDB2A","EH","EsperanceBR","Yes","No","Yes","Yes",NA,"Yes",NA,NA,"0","16/2/22",NA,NA,121.8943222,-33.86656977,"777906AD-730B-4B2A-A042-20158FEBDB2A","Boat","16/2/22","Casting","Bait","7:45","12:00",17,30,12,0,"Whiting","Weather",NA,"C2BC09B7-8D23-498C-811E-D61B2A13871D","16/2/22",NA,NA,121.7972861,-33.90433008,"Extractive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,"777906AD-730B-4B2A-A042-20158FEBDB2A",20,55,"None",NA,1957,6450,"Esperance","Male",NA,1,NA,NA,6,"A311","Quotas are too confusing and vary between species. Eg whiting quotas affect herring allowances. Also thinks there are too many whites, lost a friend to white pointer.","16/2/22 4:29"
