"","facYear","response","se.fit"
"1","2015",3.08053974152877,0.754795533357469
"2","2016",4.51070042606059,1.65203465804266
"3","2020",28.4735091763018,15.7279577415459
"4","2021",8.81770539337813,2.32752694041949
