"","mObjID","nDate","Boat_ramp_location","Interviewer_name","Day_type","Competition_noncompetition","Number_boats_interviewed_that_day","mGUID","mGlobID","CreationDate.x","Creator.x","EditDate.x","Editor.x","REQUIRED..Interviewer","REQUIRED..Boat.ramp.transect.name","Site","SCREEN..18.","SCREEN..have.we.interviewed.you.in.the.last.2.weeks.","REQUIRED..Agreement.to.Participate","How.many.days.are.you.in.the.area.","If.OTHER....days.in.area","Do.you.have.access.to.a.motorised.boat.while.you.re.here.","If.YES....days.you.intend.to.spend.on.boat.","If.OTHER....days.on.private.boat.","X..days.you.intend.to.be.engaged.in.shore.based.activities.","If.OTHER....days.on.shore.","X..separate.times.in.area.in.last.12.months.","If.OTHER....times.in.last.12.months","X..separate.times.in.area.in.2019.","If.OTHER....times.in.area.in.2019","Would.you.be.elsewhere.if.it.weren.t.for.travel.restrictions.","Comments_meta","x.x","y.x","uObjID","What_time_did_lines_enter_the_water","What_time_did_lines_leave_the_water","What_fishing_method_was_used","What_type_of_bait_or_lure_was_used","Was_berleying_used","What_was_the_maximum_depth_of_hooks","What_was_the_minimum_depth_of_hooks","Why_did_you_choose_to_fish_at_that_site","How_many_fish_did_you_catch_including_those_kept_and_those_returned","What_species_of_fish_did_you_catch","Did_you_experience_shark_bite_offs","If_yes_how_many_fish_did_you_lose","Were_these_fish_lost_completely_or_was_part_of_the_fish_.e.g.head._retrieved","How_many_sharks_were_hooked","If_you_suffered_depredation_what_was_the_cost_of_the_gear_that_you_lost_today","Boat_name_or_number","Boat_length","Time_of_interview","Full_completion_or_partial_or_refusal","If_partial_or_refusal_why","uGUID","uGlobID","Comments","CreationDate.y","Creator.y","EditDate.y","Editor.y","EXTRACTIVE.SURVEY","If.RECALL..date","What.type.of.fishing.did.you.do.at.this.site.","If.OTHER..fishing.type","Did.you.use.a.bait.or.lure.","What.time.did.you..if.spearfishing...your.lines.get.in.the.water.","What.time.did.you..if.spearfishing..your.lines.get.out.the.water..","Max.depth.of.hook.at.this.site..m..","X..fish.you.kept.undamaged.at.this.site.","If.OTHER....kept.undamaged","X..released.undamaged.at.this.site.","If.OTHER....released.undamaged","X..depredated","If.OTHER....depredated","What.species.did.you.catch.","Why.did.you.leave.this.site.","If.OTHER..why.did.you.leave.this.site.","NON_EXTRACTIVE.SURVEY","If.RECALL..date.1","What.activity.did.you.do.","If.OTHER..activity","What.time.did.you.start.the.activity.","What.time.did.you.end.the.activity.","If.DIVING..max.depth.","Why.did.you.choose.this.site.","If.OTHER..why.this.site","Why.did.you.leave.this.site..1","If.OTHER..why.did.you.leave.this.site..1","Comments_use","Site.Type","x.y","y.y","aObjID","Have_you_been_interviewed_about_shark_bite_offs_before","How_many_times_have_you_fished_from_this_boat_ramp_before","How_many_days_have_you_fished_from_a_boat_this_year","How_many_years_have_you_been_fishing_for","Home_postcode","What_is_your_income_before_tax","aGUID","aGlobID","CreationDate","Creator","EditDate","Editor","X..times.fished.in.last.12.months.","X..times.doing.NEX.last.12.months..","X..years.fishing.","X..years.doing.NEX.","Are.you.a.diver..If.so..what.is.your.certification.","If.DIVING....dives.","What.year.were.you.born.","Home.postcode","If.VISITOR..where.are.you.staying.","If.OTHER..where.are.you.staying","FINISH.SURVEY....Comments","Male.or.Female","Describe.party","Boat.length","Boat.Type","Boat.name.or.number","Number.of.Males","Number.of.boys","Number.of.Females","Number.of.girls"
"145",172,"9/27/2020 7:37:27 AM",NA,NA,NA,NA,NA,NA,"4b05ece9-6cb8-43af-a38d-9a5a6b6664fd",2020-09-27 07:39:39,"Harrison.Carmody_UWA","9/27/2020 7:39:39 AM","Harrison.Carmody_UWA","Gabby","CoralBay ",NA,"Yes","No","Yes","11",NA,"Yes","10",NA,"11",NA,0,NA,1,NA,"No",NA,113.769427008242,-23.1554053487078,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4b05ece9-6cb8-43af-a38d-9a5a6b6664fd","7008d806-f10e-49cc-b866-1e3ec6848b2e",NA,2020-09-27 07:42:32,"Harrison.Carmody_UWA","9/27/2020 7:45:44 AM","Harrison.Carmody_UWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Family day boating, no fishing today",NA,"Other","Relaxing and swimming","2pm","3pm",NA,"Other","Random ","Weather",NA,NA,NA,113.717491961119,-23.0706456824816,261,NA,NA,NA,NA,NA,NA,"7008d806-f10e-49cc-b866-1e3ec6848b2e","f60c65b1-6a44-4153-925b-0883fe654616",2020-09-27 07:45:22,"Harrison.Carmody_UWA","9/27/2020 7:45:22 AM","Harrison.Carmody_UWA","52",NA,"50",NA,NA,NA,1968,"Clarkson","CoralBay",NA,NA,"Male","3 adults 2 women 1 man and one teenager",5,"F","Guided missile",NA,NA,NA,NA
"146",172,"9/27/2020 7:37:27 AM",NA,NA,NA,NA,NA,NA,"4b05ece9-6cb8-43af-a38d-9a5a6b6664fd",2020-09-27 07:39:39,"Harrison.Carmody_UWA","9/27/2020 7:39:39 AM","Harrison.Carmody_UWA","Gabby","CoralBay ",NA,"Yes","No","Yes","11",NA,"Yes","10",NA,"11",NA,0,NA,1,NA,"No",NA,113.769427008242,-23.1554053487078,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4b05ece9-6cb8-43af-a38d-9a5a6b6664fd","7008d806-f10e-49cc-b866-1e3ec6848b2e",NA,2020-09-27 07:42:32,"Harrison.Carmody_UWA","9/27/2020 7:45:44 AM","Harrison.Carmody_UWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Family day boating, no fishing today",NA,"Other","Relaxing and swimming","2pm","3pm",NA,"Other","Random ","Weather",NA,NA,NA,113.717491961119,-23.0706456824816,262,NA,NA,NA,NA,NA,NA,"7008d806-f10e-49cc-b866-1e3ec6848b2e","e303938e-1276-4bcb-ac42-3a32012a5092",2020-09-27 07:53:16,"Harrison.Carmody_UWA","9/27/2020 7:53:16 AM","Harrison.Carmody_UWA","20",NA,"30",NA,NA,NA,1967,"Bunbury","CoralBay",NA,NA,"Male","2 men, 1 woman, 2 kids",NA,"G","Youngbloods",NA,NA,NA,NA
"147",173,"9/27/2020 7:46:12 AM",NA,NA,NA,NA,NA,NA,"c0339972-7cff-40a3-a2f5-d37a19a72cfb",2020-09-27 07:47:50,"Harrison.Carmody_UWA","9/27/2020 7:47:50 AM","Harrison.Carmody_UWA","Gabby","CoralBay ",NA,"Yes","No","Yes","10",NA,"Yes","10",NA,"10",NA,1,NA,1,NA,"No",NA,113.768197622453,-23.1569763976305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",174,"9/27/2020 8:26:26 AM",NA,NA,NA,NA,NA,NA,"64e11ff5-4fcb-415a-9258-d091be34d136",2020-09-27 08:29:29,"Harrison.Carmody_UWA","9/27/2020 8:29:29 AM","Harrison.Carmody_UWA","Gabby",NA,NA,"Yes","No","Yes","9",NA,"Yes","7",NA,"9",NA,0,NA,0,NA,"Yes",NA,113.769128084848,-23.1539401832014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",175,"9/28/2020 3:07:53 AM",NA,NA,NA,NA,NA,NA,"aa5c7637-8858-4c26-a144-61b50d398c5c",2020-09-28 03:08:40,"Harrison.Carmody_UWA","9/28/2020 3:08:40 AM","Harrison.Carmody_UWA","Sam","CoralBay ","MaudsLanding","Yes","No","Yes","14",NA,"No",NA,NA,"14",NA,0,NA,1,NA,"No",NA,113.815617897756,-23.0739832623327,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aa5c7637-8858-4c26-a144-61b50d398c5c","e297a308-bf39-4df3-98c1-d08471019dc7",NA,2020-09-28 03:10:38,"Harrison.Carmody_UWA","9/28/2020 3:10:38 AM","Harrison.Carmody_UWA",NA,NA,"Casting",NA,"Bait","10am","13",NA,2,NA,"1",NA,NA,NA,"Blowly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.814653947066,-23.0773420969357,263,NA,NA,NA,NA,NA,NA,"e297a308-bf39-4df3-98c1-d08471019dc7","2fc93ecc-8fb5-4797-84dd-46a39dccf098",2020-09-28 03:12:43,"Harrison.Carmody_UWA","9/28/2020 3:12:43 AM","Harrison.Carmody_UWA","0",NA,"30",NA,"None",NA,1988,"6166","BayView",NA,NA,"Female","Family of 4 ",NA,NA,NA,NA,NA,NA,NA
"150",176,"9/28/2020 3:14:25 AM",NA,NA,NA,NA,NA,NA,"0fa56d0d-7bdd-4721-a6b1-5c94ba8e6e28",2020-09-28 03:17:57,"Harrison.Carmody_UWA","9/28/2020 3:17:57 AM","Harrison.Carmody_UWA","Sam",NA,"MaudsLanding","Yes","No","Yes","7",NA,"No","1",NA,NA,NA,NA,"o",0,NA,"No",NA,113.759466198216,-23.1574343881845,314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0fa56d0d-7bdd-4721-a6b1-5c94ba8e6e28","38d03f86-7888-4a85-ab4c-65ac7cdf0614",NA,2020-09-28 03:19:14,"Harrison.Carmody_UWA","9/28/2020 3:19:14 AM","Harrison.Carmody_UWA",NA,NA,"Casting",NA,"Lure","10.30","12.30",NA,0,NA,NA,NA,NA,NA,NA,"Weather",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.768493186148,-23.153316662272,264,NA,NA,NA,NA,NA,NA,"38d03f86-7888-4a85-ab4c-65ac7cdf0614","7c748389-e7d6-4902-af9a-0cf2dcfaf81c",2020-09-28 03:21:37,"Harrison.Carmody_UWA","9/28/2020 3:21:37 AM","Harrison.Carmody_UWA","0","0","10","0","None",NA,1979,"6151","PeoplesPark",NA,NA,"Female","3 families",NA,NA,NA,NA,NA,NA,NA
"151",177,"9/28/2020 3:23:32 AM",NA,NA,NA,NA,NA,NA,"5c008e02-fda3-495f-887a-9c97d085387f",2020-09-28 03:24:44,"Harrison.Carmody_UWA","9/28/2020 3:24:44 AM","Harrison.Carmody_UWA","Sam",NA,NA,"Yes","No","Yes","10",NA,"No",NA,NA,NA,NA,0,NA,0,NA,"No",NA,113.769122976129,-23.1424426847574,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5c008e02-fda3-495f-887a-9c97d085387f","38802e68-d396-4bb6-8367-51555c975d63",NA,2020-09-28 03:26:12,"Harrison.Carmody_UWA","9/28/2020 3:26:12 AM","Harrison.Carmody_UWA",NA,NA,"Casting",NA,"Bait","11.15","14.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","Fishing",NA,NA,NA,NA,113.770102649133,-23.1421531292732,265,NA,NA,NA,NA,NA,NA,"38802e68-d396-4bb6-8367-51555c975d63","3c61d070-4591-491f-9fc3-e030d8758fb4",2020-09-28 03:27:33,"Harrison.Carmody_UWA","9/28/2020 3:27:33 AM","Harrison.Carmody_UWA","0","0","0",NA,NA,NA,1976,"6028","BayView",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",178,"9/28/2020 4:15:41 AM",NA,NA,NA,NA,NA,NA,"1a805ce7-b339-45e2-b3ee-5b5e2df82ef6",2020-09-28 04:31:24,"Harrison.Carmody_UWA","9/28/2020 4:31:24 AM","Harrison.Carmody_UWA","Sam",NA,"Bills Bay ","Yes","No","Yes","10",NA,"No",NA,NA,"10",NA,0,NA,1,NA,"No",NA,113.769786822141,-23.1420798355944,316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1a805ce7-b339-45e2-b3ee-5b5e2df82ef6","1d162436-1956-430b-8f58-fee0116e94a1",NA,2020-09-28 04:32:40,"Harrison.Carmody_UWA","9/28/2020 4:32:40 AM","Harrison.Carmody_UWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Snorkling","Relaxing","10am","3pm",NA,"Access",NA,"EndOfDay",NA,NA,NA,113.769354037193,-23.1421914372439,266,NA,NA,NA,NA,NA,NA,"1d162436-1956-430b-8f58-fee0116e94a1","5c0aa275-b542-459c-8351-94c2d8b482ef",2020-09-28 04:33:54,"Harrison.Carmody_UWA","9/28/2020 4:33:54 AM","Harrison.Carmody_UWA","0",NA,"0",NA,"None",NA,1979,"6009",NA,NA,NA,"Male","Family of 4",NA,NA,NA,NA,NA,NA,NA
"153",179,"9/28/2020 4:35:34 AM",NA,NA,NA,NA,NA,NA,"b06c12ce-d6e7-4317-b741-f09c2c6d9ffa",2020-09-28 04:36:33,"Harrison.Carmody_UWA","9/28/2020 4:36:33 AM","Harrison.Carmody_UWA","Sam",NA,"Bills Bay ","Yes","No","Yes","8",NA,"No",NA,NA,"8",NA,0,NA,0,NA,"No",NA,113.769145431316,-23.1419502594091,317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b06c12ce-d6e7-4317-b741-f09c2c6d9ffa","35e4d4a4-8d9b-433d-86a1-ff3df5b16d25",NA,2020-09-28 04:37:27,"Harrison.Carmody_UWA","9/28/2020 4:37:27 AM","Harrison.Carmody_UWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Relaxing","Drinking lots","11am","6pm",NA,"Access",NA,"EndOfDay",NA,NA,NA,113.769854362874,-23.1421264451913,267,NA,NA,NA,NA,NA,NA,"35e4d4a4-8d9b-433d-86a1-ff3df5b16d25","f7051947-0b6e-48f0-98c7-702ff22c0939",2020-09-28 04:39:01,"Harrison.Carmody_UWA","9/28/2020 4:39:01 AM","Harrison.Carmody_UWA","10",NA,"40",NA,"None",NA,1968,"6012","PeoplesPark",NA,NA,"Female","Couple",NA,NA,NA,NA,NA,NA,NA
"154",180,NA,NA,NA,NA,NA,NA,NA,"247e9e11-cae7-4542-a4e5-dd4095e0ec08",2020-09-29 07:52:02,"Harrison.Carmody_UWA","9/29/2020 7:52:02 AM","Harrison.Carmody_UWA",NA,NA,NA,NA,"No","Yes","10",NA,"Yes","5",NA,"5",NA,0,NA,0,NA,"No",NA,114.170007162555,-21.8356353579741,318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"247e9e11-cae7-4542-a4e5-dd4095e0ec08","bbdb51da-6435-4b69-b46b-c2fbb4d2a7f3",NA,2020-09-29 07:56:16,"Harrison.Carmody_UWA","9/29/2020 8:04:12 AM","Harrison.Carmody_UWA","Oil rigs = location?",NA,"Casting",NA,"Bait","10","16","10",10,NA,"4","4",1,NA,"Red emperor, Kobe, golbands","End of day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.170196804098,-21.8345571334768,268,NA,NA,NA,NA,NA,NA,"bbdb51da-6435-4b69-b46b-c2fbb4d2a7f3","055e3dae-edaf-4fe9-a506-59e0362096b8",2020-09-29 08:00:11,"Harrison.Carmody_UWA","9/29/2020 8:00:11 AM","Harrison.Carmody_UWA","1",NA,"Whole life",NA,"None",NA,1962,"6350","MantaResort",NA,NA,"Female","4 family bogan older kids",7,"G","Hire boat",NA,NA,NA,NA
"155",181,"9/29/2020 8:04:44 AM",NA,NA,NA,NA,NA,NA,"7ff1e122-ecbc-4939-b848-ff41a9047491",2020-09-29 08:06:18,"Harrison.Carmody_UWA","9/29/2020 8:06:18 AM","Harrison.Carmody_UWA","Sam","Bundegi",NA,NA,NA,"Yes","8",NA,"Yes","2",NA,"6",NA,0,NA,0,NA,"No",NA,114.170569201597,-21.83502132322,319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7ff1e122-ecbc-4939-b848-ff41a9047491","7c3b0e9f-76ef-42d7-b7d4-e8b3a1b5a3c6",NA,2020-09-29 08:09:09,"Harrison.Carmody_UWA","9/29/2020 8:09:09 AM","Harrison.Carmody_UWA",NA,NA,NA,NA,"Bait","11","16","56",5,NA,"2",NA,2,NA,"Kobe, trevally, northwest","Weather",NA,NA,NA,NA,NA,NA,NA,NA,"Weather",NA,NA,NA,NA,NA,114.191404451413,-21.8266731350471,269,NA,NA,NA,NA,NA,NA,"7c3b0e9f-76ef-42d7-b7d4-e8b3a1b5a3c6","a3c1c218-1a9e-4013-a05b-2f90fd158bf3",2020-09-29 08:12:15,"Harrison.Carmody_UWA","9/29/2020 8:12:15 AM","Harrison.Carmody_UWA","12",NA,"20",NA,"None",NA,1978,"6018","MantaResort",NA,NA,"Male","Father and son",7,"G",NA,NA,NA,NA,NA
"156",182,"9/29/2020 8:14:05 AM",NA,NA,NA,NA,NA,NA,"598be3c6-1701-43d3-8700-822636d4df12",2020-09-29 08:14:15,"Harrison.Carmody_UWA","9/29/2020 8:19:40 AM","Harrison.Carmody_UWA","Sam","Bundegi",NA,"Yes","No","Yes","14",NA,"Yes","14",NA,NA,NA,0,NA,0,NA,"No",NA,114.170708818657,-21.835275753919,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"598be3c6-1701-43d3-8700-822636d4df12","e02865a9-0896-413e-9191-d4744939dd57",NA,2020-09-29 08:16:32,"Harrison.Carmody_UWA","9/29/2020 8:16:32 AM","Harrison.Carmody_UWA",NA,NA,"Demersal ",NA,"Bait","12","16.15","40",4,NA,"2",NA,6,NA,"Spangled, stripes perch, bream","End of day","Sharks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.140911747395,-21.7823981214774,270,NA,NA,NA,NA,NA,NA,"e02865a9-0896-413e-9191-d4744939dd57","e42733db-f732-4900-9f85-11787cd1e77c",2020-09-29 08:18:46,"Harrison.Carmody_UWA","9/29/2020 8:20:51 AM","Harrison.Carmody_UWA","20",NA,"16",NA,"None",NA,2002,"6020","NingalooBreeze",NA,NA,"Male","Father with 2 teenage kids",6,"D","The bandit - EN443",NA,NA,NA,NA
"157",183,"9/29/2020 8:21:13 AM",NA,NA,NA,NA,NA,NA,"35b6ab6a-0051-4846-ac8e-19d68b90544c",2020-09-29 08:31:13,"Harrison.Carmody_UWA","9/29/2020 8:31:13 AM","Harrison.Carmody_UWA","Sam","Bundegi",NA,"Yes","No","Yes","14",NA,"Yes","14",NA,NA,NA,1,NA,4,NA,"No",NA,114.17037570179,-21.8349816660754,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35b6ab6a-0051-4846-ac8e-19d68b90544c","8c04355c-ef89-456a-8cc4-dc217ffaa368",NA,2020-09-29 08:33:41,"Harrison.Carmody_UWA","9/29/2020 8:37:50 AM","Harrison.Carmody_UWA","Doesn’t fish deeper than 16m because of sharks",NA,"Demersal ",NA,"Bait","12","4.30","16",3,NA,"0",NA,12,NA,"Spangled emperor, spainish mackrel, spainish emperor","End of day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.123310792827,-21.7788640218611,271,NA,NA,NA,NA,NA,NA,"8c04355c-ef89-456a-8cc4-dc217ffaa368","b85fded3-045e-4222-b8ec-0bb6abeebef1",2020-09-29 08:36:38,"Harrison.Carmody_UWA","9/29/2020 8:36:38 AM","Harrison.Carmody_UWA","10",NA,"40","30","OW","1000?",1971,"6066","NingalooBreeze",NA,NA,"Male","Family of 4",6,"D","Jenny",NA,NA,NA,NA
"158",184,"9/29/2020 8:42:21 AM",NA,NA,NA,NA,NA,NA,"834febc8-90c8-4031-9e6c-1d4f2da939fa",2020-09-29 08:49:04,"Harrison.Carmody_UWA","9/29/2020 8:49:04 AM","Harrison.Carmody_UWA","Sam","Bundegi",NA,"Yes","No","Yes","Resident",NA,"Yes",NA,"Once a week",NA,NA,NA,NA,NA,NA,"No",NA,114.170671480182,-21.8352225998618,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"834febc8-90c8-4031-9e6c-1d4f2da939fa","dec49490-1cb9-4c23-91d8-6a168d62c600",NA,2020-09-29 08:51:44,"Harrison.Carmody_UWA","9/29/2020 8:51:44 AM","Harrison.Carmody_UWA",NA,NA,"Casting",NA,"Bait","11am","5pm","16",1,NA,"1",NA,1,NA,"Spangled emperor","End of day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.198892231801,-21.8284781583494,272,NA,NA,NA,NA,NA,NA,"dec49490-1cb9-4c23-91d8-6a168d62c600","0c8b7479-3eae-46e9-b94c-de74b6007354",2020-09-29 08:53:15,"Harrison.Carmody_UWA","9/29/2020 8:53:15 AM","Harrison.Carmody_UWA","30",NA,"20",NA,"None",NA,1995,"Exmouth",NA,NA,NA,"Male","Young couple",3,"C","B0807",NA,NA,NA,NA
"159",185,"9/29/2020 8:54:05 AM",NA,NA,NA,NA,NA,NA,"5cda63ef-f324-4473-82a5-fb32b39ba33a",2020-09-29 08:55:47,"Harrison.Carmody_UWA","9/29/2020 8:55:47 AM","Harrison.Carmody_UWA","Sam","Bundegi",NA,"Yes","No","Yes","14",NA,"Yes","14",NA,NA,NA,0,NA,1,NA,"No",NA,114.170121450717,-21.8350006132495,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5cda63ef-f324-4473-82a5-fb32b39ba33a","f0370b5e-9fb6-408f-9340-922cf3cd1adf",NA,2020-09-29 08:57:12,"Harrison.Carmody_UWA","9/29/2020 8:57:12 AM","Harrison.Carmody_UWA",NA,NA,NA,NA,"Bait","12","5","30",NA,NA,NA,NA,0,NA,"Rock cod","End of day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.21120024085,-21.802429500298,273,NA,NA,NA,NA,NA,NA,"f0370b5e-9fb6-408f-9340-922cf3cd1adf","247f1307-5827-41fa-a4bf-553951fa8b88",2020-09-29 08:59:26,"Harrison.Carmody_UWA","9/29/2020 8:59:26 AM","Harrison.Carmody_UWA","6",NA,"25",NA,"None",NA,1963,"6152","Lighthouse",NA,NA,"Male","Couple",3,"C","BW421",NA,NA,NA,NA
"160",185,"9/29/2020 8:54:05 AM",NA,NA,NA,NA,NA,NA,"5cda63ef-f324-4473-82a5-fb32b39ba33a",2020-09-29 08:55:47,"Harrison.Carmody_UWA","9/29/2020 8:55:47 AM","Harrison.Carmody_UWA","Sam","Bundegi",NA,"Yes","No","Yes","14",NA,"Yes","14",NA,NA,NA,0,NA,1,NA,"No",NA,114.170121450717,-21.8350006132495,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5cda63ef-f324-4473-82a5-fb32b39ba33a","13061df1-be4e-4399-beae-506315a04428",NA,2020-09-29 08:57:29,"Harrison.Carmody_UWA","9/29/2020 8:57:29 AM","Harrison.Carmody_UWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.17748705843,-21.8383747712312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",186,"9/29/2020 8:59:39 AM",NA,NA,NA,NA,NA,NA,"cc4c29f3-b10f-4e19-9d0a-0b2c3dcb5f23",2020-09-29 09:01:23,"Harrison.Carmody_UWA","9/29/2020 9:01:23 AM","Harrison.Carmody_UWA","Sam","Bundegi",NA,"Yes","No","Yes","7",NA,"Yes","7",NA,NA,NA,0,NA,1,NA,"No",NA,114.170504080027,-21.8355333803734,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cc4c29f3-b10f-4e19-9d0a-0b2c3dcb5f23","96505b85-9eb0-4d2c-9bf4-9b8ea23d36fc",NA,2020-09-29 09:02:43,"Harrison.Carmody_UWA","9/29/2020 9:06:30 AM","Harrison.Carmody_UWA",NA,NA,"Spearing",NA,NA,"16","17",NA,0,NA,"0",NA,NA,NA,NA,"End of day",NA,NA,NA,"Diving",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.187527796957,-21.8029171570038,274,NA,NA,NA,NA,NA,NA,"96505b85-9eb0-4d2c-9bf4-9b8ea23d36fc","974c309e-5561-44b8-bbc7-4330b65a0ac0",2020-09-29 09:05:07,"Harrison.Carmody_UWA","9/29/2020 9:05:07 AM","Harrison.Carmody_UWA","50",NA,"10",NA,"None",NA,2000,"6156","Lighthouse",NA,NA,NA,NA,5,"F","68296",NA,NA,NA,NA
"162",187,"9/29/2020 9:06:48 AM",NA,NA,NA,NA,NA,NA,"8b37bfb1-9db2-4a5b-aa84-d57f17911320",2020-09-29 09:09:03,"Harrison.Carmody_UWA","9/29/2020 9:09:03 AM","Harrison.Carmody_UWA","Sam","Bundegi",NA,"Yes","No","Yes","7",NA,"Yes","5",NA,"2",NA,0,NA,0,NA,"Yes",NA,114.170313850986,-21.8355539193243,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8b37bfb1-9db2-4a5b-aa84-d57f17911320","006a1268-91e7-4fd8-9fd4-001914910c7b",NA,2020-09-29 09:12:06,"Harrison.Carmody_UWA","9/29/2020 9:12:06 AM","Harrison.Carmody_UWA",NA,NA,"Demersal ",NA,"Bait","12","17","21",8,NA,"2",NA,4,NA,"Chinamen cod, sweet lips","End of day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.231582699338,-21.7576055189408,275,NA,NA,NA,NA,NA,NA,"006a1268-91e7-4fd8-9fd4-001914910c7b","01f63872-2291-4354-9a20-eb3d31801cf2",2020-09-29 09:16:37,"Harrison.Carmody_UWA","9/29/2020 9:16:37 AM","Harrison.Carmody_UWA","24",NA,"15",NA,"None",NA,1978,"6237","NingalooLodge",NA,NA,"Male","Family of 4 ",6,"G","EA909",NA,NA,NA,NA
